net,length_um
_05675_,25.28µm
_08963_,25.28µm
_06483_,25.26µm
_06576_,25.26µm
_09544_,25.26µm
_02119_,25.24µm
_05388_,25.24µm
_05755_,25.24µm
_07536_,25.24µm
_00305_,25.225µm
_03454_,25.22µm
_03500_,25.22µm
_04368_,25.22µm
_08396_,25.22µm
_09772_,25.22µm
net1178,25.22µm
_06190_,25.2µm
net350,25.2µm
_01028_,25.18µm
_05840_,25.18µm
_08156_,25.18µm
_09741_,25.18µm
_09976_,25.18µm
_10002_,25.18µm
net1373,25.18µm
_03904_,25.16µm
_06524_,25.16µm
_07938_,25.16µm
_04508_,25.14µm
_07415_,25.14µm
_00439_,25.12µm
_01311_,25.12µm
_07099_,25.12µm
_03802_,25.1µm
_06983_,25.09µm
_09594_,25.08µm
_05270_,25.06µm
_04821_,25.04µm
_05882_,25.04µm
_07973_,25.04µm
_04705_,25.02µm
_06103_,25.02µm
_00843_,25µm
_06816_,25µm
_09088_,25µm
_03032_,24.99µm
_09330_,24.98µm
_09549_,24.98µm
_09759_,24.98µm
_09019_,24.96µm
_02217_,24.94µm
_03539_,24.94µm
_06460_,24.94µm
_06821_,24.94µm
_02469_,24.92µm
_05472_,24.92µm
_08592_,24.92µm
_09126_,24.92µm
b_l\[6\],24.92µm
_07292_,24.9µm
_01487_,24.88µm
_07851_,24.875µm
_04505_,24.86µm
_05553_,24.86µm
_06424_,24.86µm
_00032_,24.84µm
_03330_,24.84µm
_03600_,24.84µm
_06934_,24.84µm
net1340,24.84µm
net1386,24.84µm
_02091_,24.82µm
_03619_,24.82µm
term_mid\[30\],24.82µm
_00819_,24.8µm
_03898_,24.8µm
_06328_,24.8µm
_09573_,24.8µm
net430,24.8µm
_01554_,24.78µm
_01612_,24.78µm
_03815_,24.78µm
_04067_,24.76µm
_07787_,24.76µm
_08253_,24.76µm
_08587_,24.76µm
_09195_,24.76µm
_09811_,24.76µm
_06123_,24.74µm
_09547_,24.72µm
_03968_,24.7µm
_04723_,24.69µm
_05265_,24.68µm
_07426_,24.68µm
_09475_,24.68µm
_03411_,24.66µm
_01248_,24.64µm
_04766_,24.64µm
_07039_,24.64µm
_06472_,24.62µm
_00903_,24.6µm
_03951_,24.6µm
_05496_,24.6µm
_00528_,24.58µm
_08229_,24.58µm
_03673_,24.54µm
_06240_,24.54µm
_08117_,24.54µm
_08522_,24.52µm
_01882_,24.48µm
_05422_,24.48µm
_07844_,24.48µm
_07621_,24.475µm
_08633_,24.46µm
_07165_,24.45µm
_04342_,24.44µm
_04274_,24.42µm
_05929_,24.42µm
term_high\[58\],24.42µm
_00739_,24.4µm
_00825_,24.4µm
_06423_,24.4µm
net257,24.4µm
_07814_,24.38µm
_09365_,24.38µm
_00559_,24.36µm
_02437_,24.36µm
_03808_,24.36µm
_04933_,24.34µm
p_lh\[3\],24.34µm
_08321_,24.32µm
_08938_,24.32µm
_05155_,24.3µm
_08994_,24.3µm
net996,24.3µm
_09250_,24.285µm
_01767_,24.28µm
_02813_,24.28µm
_01036_,24.27µm
_01980_,24.26µm
_00059_,24.24µm
_03050_,24.24µm
_04718_,24.24µm
_06564_,24.24µm
_09628_,24.24µm
_04641_,24.23µm
_02301_,24.22µm
_04390_,24.22µm
_04654_,24.22µm
_04683_,24.22µm
_08077_,24.22µm
_05744_,24.2µm
_09678_,24.2µm
_02803_,24.19µm
_05651_,24.18µm
_09868_,24.18µm
_01376_,24.14µm
_02073_,24.14µm
_04735_,24.14µm
_05317_,24.14µm
_07934_,24.14µm
net70,24.14µm
_01109_,24.12µm
_02256_,24.12µm
_04736_,24.1µm
_06624_,24.1µm
_00047_,24.085µm
_10152_,24.075µm
_03402_,24.06µm
_06765_,24.06µm
_02832_,24.04µm
_07271_,24.04µm
_09298_,24.04µm
_00316_,24.02µm
_06900_,24.02µm
_07324_,24.02µm
_00536_,24.01µm
term_low\[23\],24µm
_06562_,23.99µm
_03652_,23.98µm
_06794_,23.98µm
_10103_,23.97µm
_09637_,23.94µm
_02336_,23.92µm
_04434_,23.92µm
net360,23.92µm
_04606_,23.9µm
net194,23.9µm
_07329_,23.88µm
_04462_,23.865µm
_02719_,23.86µm
_03918_,23.86µm
_05298_,23.86µm
_03531_,23.84µm
_04132_,23.84µm
_05052_,23.84µm
_08534_,23.835µm
_06343_,23.82µm
_07939_,23.82µm
net294,23.82µm
net854,23.82µm
_06579_,23.81µm
_05227_,23.8µm
_08294_,23.8µm
_08672_,23.8µm
_01806_,23.79µm
_01004_,23.78µm
_04389_,23.78µm
_01073_,23.76µm
_01130_,23.76µm
_03509_,23.76µm
_07661_,23.76µm
_07987_,23.76µm
_08189_,23.76µm
_08517_,23.76µm
_08324_,23.74µm
_03108_,23.72µm
_09011_,23.72µm
_09012_,23.72µm
_07670_,23.7µm
_10089_,23.7µm
_00895_,23.68µm
_01367_,23.68µm
_02484_,23.68µm
_02738_,23.68µm
_03917_,23.68µm
_02612_,23.66µm
_04200_,23.66µm
_01827_,23.645µm
_01105_,23.64µm
_02147_,23.64µm
_04492_,23.64µm
_09440_,23.64µm
net489,23.64µm
_00810_,23.62µm
_01327_,23.6µm
_05694_,23.6µm
net289,23.6µm
_02104_,23.58µm
_06946_,23.58µm
_10013_,23.58µm
net473,23.58µm
_07120_,23.57µm
_03373_,23.56µm
_03960_,23.56µm
_05094_,23.56µm
_10006_,23.56µm
_03565_,23.55µm
_03382_,23.54µm
_06750_,23.54µm
_00505_,23.52µm
_01295_,23.52µm
_02643_,23.52µm
_03144_,23.52µm
_06941_,23.52µm
_09423_,23.52µm
_00526_,23.495µm
_02824_,23.48µm
_03323_,23.48µm
_06087_,23.48µm
_01342_,23.465µm
_03333_,23.46µm
_04313_,23.46µm
_06789_,23.46µm
_10164_,23.46µm
_00490_,23.44µm
_02230_,23.44µm
_08894_,23.44µm
_05121_,23.42µm
_08723_,23.42µm
_09364_,23.42µm
_09388_,23.42µm
_01875_,23.41µm
_07460_,23.4µm
_09539_,23.4µm
_02144_,23.38µm
_03602_,23.38µm
_00546_,23.36µm
_04571_,23.36µm
_06535_,23.36µm
_07866_,23.36µm
_07546_,23.34µm
_08205_,23.34µm
_09605_,23.34µm
_09745_,23.34µm
_02033_,23.32µm
_02126_,23.32µm
_06988_,23.32µm
_04754_,23.3µm
_08462_,23.3µm
clknet_leaf_73_clk,23.3µm
_07784_,23.28µm
_08274_,23.27µm
p_lh\[20\],23.265µm
_04236_,23.26µm
_03697_,23.24µm
_06137_,23.24µm
_01565_,23.22µm
_01967_,23.22µm
_02936_,23.22µm
_04510_,23.22µm
_05622_,23.22µm
_05678_,23.22µm
_07978_,23.22µm
_01923_,23.2µm
_02565_,23.2µm
_06643_,23.2µm
p_lh\[14\],23.2µm
_01108_,23.18µm
_03100_,23.18µm
_06738_,23.18µm
_07473_,23.18µm
_07600_,23.18µm
_06747_,23.16µm
_05226_,23.155µm
_01803_,23.14µm
_03372_,23.14µm
_05692_,23.14µm
_08873_,23.14µm
_08662_,23.12µm
term_high\[51\],23.12µm
_00375_,23.105µm
_08061_,23.1µm
_09049_,23.1µm
net419,23.1µm
_06037_,23.08µm
_06740_,23.08µm
_08450_,23.08µm
_08769_,23.08µm
term_mid\[44\],23.08µm
_01981_,23.06µm
_03566_,23.06µm
_04085_,23.06µm
_09202_,23.04µm
_03157_,23.02µm
_06433_,23.02µm
_06962_,23.02µm
_08180_,23.01µm
_02780_,23µm
_06501_,23µm
_10017_,22.995µm
_03639_,22.98µm
_01938_,22.96µm
_05756_,22.96µm
_02782_,22.94µm
term_high\[42\],22.94µm
_10169_,22.93µm
_09352_,22.92µm
_04084_,22.9µm
_06414_,22.9µm
_06540_,22.88µm
_02482_,22.86µm
_05194_,22.86µm
_02781_,22.84µm
_09276_,22.84µm
_04420_,22.82µm
_05081_,22.8µm
_07380_,22.8µm
_08738_,22.8µm
_02189_,22.78µm
_07190_,22.78µm
_08070_,22.78µm
_02959_,22.76µm
_03858_,22.76µm
_08701_,22.76µm
_09660_,22.76µm
p_ll\[27\],22.76µm
_05792_,22.755µm
_04932_,22.74µm
_07180_,22.74µm
_09071_,22.74µm
_05526_,22.72µm
_09389_,22.72µm
_09926_,22.72µm
_00591_,22.7µm
_01361_,22.7µm
_03512_,22.7µm
_08426_,22.7µm
_09374_,22.7µm
_09464_,22.7µm
_01054_,22.68µm
_05633_,22.68µm
_05725_,22.68µm
_06031_,22.68µm
_08246_,22.68µm
_00918_,22.66µm
_01503_,22.66µm
_06120_,22.66µm
_04846_,22.64µm
_06394_,22.64µm
_08511_,22.64µm
_00634_,22.62µm
_02521_,22.62µm
_06751_,22.62µm
_07720_,22.62µm
_08876_,22.62µm
_02604_,22.6µm
_06729_,22.6µm
_08325_,22.6µm
_05826_,22.58µm
_07788_,22.58µm
_08085_,22.58µm
p_lh\[13\],22.58µm
_04311_,22.56µm
_04362_,22.56µm
_05918_,22.56µm
_09089_,22.56µm
_04427_,22.54µm
_05457_,22.54µm
_09836_,22.54µm
term_mid\[33\],22.54µm
_01574_,22.53µm
_03360_,22.52µm
_03910_,22.52µm
_04690_,22.52µm
_07955_,22.52µm
_08564_,22.52µm
_08651_,22.52µm
p_lh\[17\],22.52µm
net1141,22.52µm
_03478_,22.5µm
_08203_,22.5µm
_04351_,22.48µm
_05993_,22.48µm
_07018_,22.48µm
_07507_,22.48µm
_02866_,22.46µm
_05836_,22.46µm
_05971_,22.46µm
_07114_,22.46µm
_10039_,22.44µm
net301,22.44µm
_05218_,22.42µm
_07836_,22.4µm
net367,22.4µm
_00988_,22.38µm
_07880_,22.38µm
_09158_,22.38µm
_09621_,22.38µm
_09780_,22.38µm
_01410_,22.36µm
_09238_,22.36µm
_05332_,22.35µm
_03983_,22.34µm
_05059_,22.34µm
_05643_,22.34µm
_08045_,22.34µm
_08222_,22.33µm
_02983_,22.3µm
_05017_,22.28µm
_02368_,22.26µm
_02384_,22.26µm
_04399_,22.26µm
_07864_,22.26µm
_09987_,22.26µm
_03046_,22.25µm
_07656_,22.25µm
_03984_,22.24µm
_06058_,22.23µm
_03138_,22.22µm
_10114_,22.22µm
_06421_,22.2µm
_06204_,22.18µm
_07634_,22.18µm
_09785_,22.18µm
_05625_,22.16µm
_07508_,22.16µm
_00501_,22.14µm
_03459_,22.14µm
_05018_,22.14µm
_05869_,22.14µm
_06216_,22.14µm
_07631_,22.14µm
_08930_,22.14µm
_09246_,22.14µm
_01920_,22.12µm
_02585_,22.12µm
_05914_,22.12µm
_08515_,22.12µm
_00589_,22.1µm
_01039_,22.1µm
_03677_,22.1µm
_07227_,22.1µm
_07970_,22.1µm
_10086_,22.1µm
_00586_,22.08µm
_07736_,22.08µm
_09894_,22.08µm
_06581_,22.06µm
_02897_,22.05µm
_06208_,22.04µm
_09125_,22.04µm
_09134_,22.04µm
_02679_,22.02µm
_08155_,22.02µm
_04309_,22.01µm
_00682_,22µm
_10166_,22µm
_07194_,21.98µm
_05928_,21.97µm
_04024_,21.96µm
_06978_,21.96µm
net1177,21.96µm
_06168_,21.95µm
_03016_,21.92µm
_04788_,21.92µm
_08200_,21.92µm
clknet_leaf_1_clk,21.92µm
_04478_,21.9µm
_06743_,21.9µm
_06135_,21.895µm
_01919_,21.88µm
_06410_,21.88µm
clknet_leaf_72_clk,21.88µm
_06425_,21.86µm
_07459_,21.86µm
_09929_,21.86µm
_04053_,21.85µm
_07370_,21.84µm
_00736_,21.82µm
_05813_,21.82µm
net1010,21.82µm
_03948_,21.8µm
_08954_,21.8µm
net451,21.8µm
_05607_,21.795µm
_05736_,21.78µm
_00499_,21.76µm
_04222_,21.76µm
_05749_,21.76µm
_07632_,21.76µm
net319,21.76µm
_08195_,21.74µm
_08655_,21.74µm
_00826_,21.72µm
_08270_,21.72µm
_09245_,21.72µm
_09705_,21.72µm
net390,21.72µm
_03376_,21.7µm
_05992_,21.7µm
_09045_,21.7µm
net1336,21.7µm
_03654_,21.695µm
_05509_,21.68µm
_05937_,21.68µm
_04436_,21.67µm
_00421_,21.66µm
_01166_,21.66µm
_03712_,21.66µm
_05922_,21.66µm
net492,21.66µm
_04415_,21.64µm
_06184_,21.64µm
_07046_,21.64µm
_07730_,21.62µm
_08329_,21.62µm
_08874_,21.62µm
_04310_,21.6µm
_07198_,21.58µm
_08950_,21.58µm
_09742_,21.58µm
_01792_,21.56µm
_02730_,21.56µm
_07412_,21.56µm
_08184_,21.56µm
_01162_,21.54µm
_04010_,21.54µm
_05100_,21.54µm
_07367_,21.54µm
net355,21.54µm
_00931_,21.52µm
_04285_,21.52µm
_04357_,21.51µm
_03123_,21.5µm
_05681_,21.5µm
_09239_,21.5µm
_09100_,21.49µm
_06500_,21.48µm
_06861_,21.48µm
_08543_,21.48µm
_02516_,21.46µm
_05480_,21.46µm
_07668_,21.46µm
_08766_,21.46µm
net459,21.46µm
_03066_,21.44µm
_05997_,21.44µm
_07030_,21.44µm
_08851_,21.44µm
_05318_,21.42µm
_06568_,21.42µm
_07869_,21.42µm
_05183_,21.4µm
_00623_,21.38µm
_04096_,21.38µm
_05013_,21.38µm
_08714_,21.365µm
_03280_,21.36µm
_06664_,21.36µm
_00165_,21.345µm
_08395_,21.34µm
_08970_,21.34µm
_09546_,21.34µm
_09796_,21.34µm
_02554_,21.32µm
_03515_,21.32µm
_09918_,21.32µm
_03069_,21.3µm
_07803_,21.3µm
_08987_,21.3µm
_09027_,21.3µm
_00925_,21.28µm
_03020_,21.28µm
_08076_,21.28µm
_08198_,21.28µm
_08380_,21.28µm
_09411_,21.28µm
_02487_,21.26µm
_06365_,21.26µm
_08121_,21.26µm
_03631_,21.24µm
_03718_,21.24µm
_04323_,21.24µm
_06951_,21.24µm
_07352_,21.24µm
_07395_,21.24µm
_01635_,21.23µm
_07947_,21.22µm
_08641_,21.22µm
net1025,21.22µm
net1318,21.205µm
_01847_,21.2µm
_01912_,21.2µm
_04006_,21.2µm
_07111_,21.2µm
p_hh_pipe\[31\],21.2µm
net1344,21.2µm
_02889_,21.18µm
_05743_,21.18µm
_07242_,21.18µm
_01616_,21.16µm
_02282_,21.16µm
_05945_,21.16µm
_08300_,21.16µm
_09240_,21.16µm
_09807_,21.16µm
term_low\[20\],21.16µm
_02503_,21.14µm
_05812_,21.14µm
_08699_,21.14µm
_00740_,21.12µm
_01812_,21.12µm
_03231_,21.12µm
_03978_,21.12µm
_04404_,21.12µm
_07050_,21.12µm
_02665_,21.1µm
_07540_,21.1µm
_01274_,21.08µm
_02366_,21.08µm
_03754_,21.08µm
_03929_,21.06µm
_04845_,21.06µm
_04967_,21.06µm
_05288_,21.06µm
term_mid\[38\],21.06µm
_06523_,21.05µm
_02519_,21.04µm
_04534_,21.04µm
_04752_,21.04µm
_04779_,21.04µm
_05141_,21.04µm
_06609_,21.04µm
_06911_,21.04µm
_06990_,21.04µm
_07245_,21.04µm
_07471_,21.04µm
_03451_,21.02µm
_05494_,21.02µm
_07496_,21µm
_07896_,21µm
clknet_leaf_10_clk,21µm
_05544_,20.98µm
_07283_,20.98µm
_00790_,20.97µm
_00713_,20.96µm
_02475_,20.96µm
_04597_,20.96µm
_04758_,20.96µm
_06572_,20.96µm
_06704_,20.96µm
_08282_,20.96µm
_05481_,20.955µm
_01645_,20.94µm
_08899_,20.94µm
_08287_,20.93µm
_01215_,20.92µm
_03060_,20.92µm
_04679_,20.92µm
_07158_,20.92µm
_08247_,20.915µm
_03223_,20.9µm
net471,20.9µm
_05379_,20.88µm
_09786_,20.88µm
_03925_,20.87µm
_07174_,20.86µm
_08904_,20.86µm
_09090_,20.86µm
_05741_,20.84µm
_08024_,20.84µm
_04530_,20.82µm
_05597_,20.82µm
_05704_,20.82µm
_02592_,20.8µm
_03267_,20.8µm
_04499_,20.8µm
_04959_,20.8µm
_05913_,20.8µm
_06113_,20.8µm
_09726_,20.8µm
_09755_,20.8µm
_02409_,20.78µm
_03765_,20.78µm
_02932_,20.76µm
_04667_,20.76µm
_07399_,20.76µm
_08366_,20.76µm
_08999_,20.76µm
_05588_,20.755µm
_00495_,20.74µm
_03281_,20.74µm
_04969_,20.74µm
_05486_,20.74µm
_06780_,20.74µm
_01194_,20.72µm
_01404_,20.72µm
_06282_,20.72µm
_07037_,20.72µm
net1363,20.705µm
_00979_,20.7µm
_06626_,20.7µm
_01480_,20.68µm
_02854_,20.68µm
_00919_,20.66µm
_01831_,20.66µm
_02008_,20.66µm
_03366_,20.66µm
_04411_,20.66µm
_08088_,20.66µm
_03458_,20.64µm
_04338_,20.64µm
_05153_,20.64µm
_05868_,20.64µm
_10104_,20.64µm
_01694_,20.635µm
_03091_,20.62µm
_04211_,20.62µm
_06823_,20.62µm
_07860_,20.62µm
_08264_,20.62µm
term_mid\[36\],20.62µm
_08895_,20.6µm
_10140_,20.6µm
_08953_,20.58µm
net183,20.58µm
_02488_,20.57µm
_04630_,20.56µm
_08867_,20.56µm
_09458_,20.56µm
_04543_,20.555µm
_00496_,20.54µm
_00742_,20.54µm
_02772_,20.54µm
_03341_,20.54µm
_07177_,20.54µm
_10171_,20.54µm
term_mid\[31\],20.54µm
_01212_,20.52µm
_03022_,20.52µm
_04220_,20.52µm
_06937_,20.52µm
_07210_,20.52µm
net176,20.52µm
_00884_,20.51µm
_00779_,20.5µm
_05062_,20.5µm
_09619_,20.5µm
_09995_,20.5µm
_06118_,20.495µm
_07663_,20.49µm
_05856_,20.485µm
_06719_,20.48µm
_02108_,20.46µm
_04168_,20.46µm
_05621_,20.46µm
_05943_,20.46µm
_06635_,20.46µm
_08504_,20.46µm
_02647_,20.44µm
_09553_,20.44µm
_00891_,20.42µm
_03630_,20.42µm
_04878_,20.42µm
_05838_,20.42µm
_08006_,20.42µm
net214,20.405µm
_02131_,20.38µm
_02743_,20.38µm
_09574_,20.36µm
_09850_,20.36µm
net313,20.36µm
_03906_,20.34µm
net484,20.34µm
net844,20.34µm
_02890_,20.32µm
_04247_,20.32µm
_06690_,20.32µm
_01431_,20.3µm
_04743_,20.3µm
_05264_,20.3µm
_07802_,20.3µm
_09854_,20.3µm
net416,20.3µm
_05871_,20.28µm
net1045,20.28µm
net224,20.265µm
_06553_,20.24µm
_06724_,20.24µm
_08465_,20.24µm
_01085_,20.22µm
_07499_,20.22µm
_00558_,20.2µm
_03030_,20.2µm
_05247_,20.2µm
_06439_,20.2µm
_08960_,20.2µm
_04225_,20.195µm
_06437_,20.195µm
_05833_,20.18µm
_08043_,20.18µm
_09312_,20.18µm
_03783_,20.16µm
_04426_,20.16µm
_04726_,20.16µm
_06072_,20.16µm
_07555_,20.16µm
_08663_,20.16µm
_08914_,20.16µm
net169,20.16µm
_03502_,20.14µm
_05197_,20.14µm
_08063_,20.14µm
_09902_,20.14µm
_06353_,20.13µm
_00862_,20.12µm
_03730_,20.12µm
_04026_,20.12µm
_05407_,20.12µm
_06601_,20.12µm
term_low\[21\],20.1µm
_01969_,20.08µm
_03616_,20.08µm
_04831_,20.08µm
_05376_,20.08µm
_07583_,20.08µm
_07816_,20.08µm
_08226_,20.08µm
_04312_,20.06µm
_04938_,20.06µm
_08948_,20.06µm
term_low\[30\],20.06µm
_05363_,20.04µm
_06238_,20.03µm
_01302_,20.02µm
_07378_,20.02µm
_00300_,20.005µm
_00327_,20µm
_02329_,20µm
_02700_,20µm
_05417_,20µm
_05959_,20µm
_07328_,20µm
_07741_,20µm
_09890_,20µm
_01339_,19.995µm
_05577_,19.995µm
_01813_,19.98µm
_02436_,19.98µm
_04522_,19.98µm
net424,19.98µm
_02090_,19.96µm
_04829_,19.96µm
_05663_,19.96µm
_06018_,19.96µm
_06163_,19.96µm
_07133_,19.96µm
_07909_,19.96µm
_08583_,19.96µm
_04722_,19.94µm
_07302_,19.94µm
_08591_,19.94µm
_08819_,19.94µm
_02706_,19.93µm
_08864_,19.93µm
_00391_,19.925µm
_05109_,19.92µm
_05455_,19.92µm
_05769_,19.92µm
_07882_,19.92µm
_10027_,19.92µm
_06201_,19.9µm
_08125_,19.9µm
_09326_,19.9µm
_01300_,19.88µm
_01590_,19.88µm
_01782_,19.88µm
_02321_,19.88µm
_03586_,19.88µm
_08566_,19.88µm
_00519_,19.86µm
_00735_,19.86µm
_03916_,19.86µm
_07301_,19.86µm
net165,19.86µm
_06634_,19.855µm
_00516_,19.84µm
_00943_,19.84µm
_04874_,19.84µm
_05629_,19.84µm
_06046_,19.84µm
_06079_,19.84µm
_06101_,19.84µm
_06139_,19.84µm
_02982_,19.82µm
_04816_,19.82µm
_05865_,19.82µm
_04896_,19.8µm
_09194_,19.8µm
_02219_,19.78µm
_06778_,19.78µm
_09586_,19.78µm
_07786_,19.77µm
_06162_,19.76µm
_02159_,19.74µm
_06841_,19.74µm
_07299_,19.74µm
_07993_,19.74µm
_08611_,19.74µm
_08972_,19.74µm
_09057_,19.74µm
net351,19.74µm
_03273_,19.72µm
_03923_,19.72µm
_05326_,19.72µm
_05487_,19.72µm
_06019_,19.72µm
_09209_,19.72µm
net490,19.72µm
net495,19.72µm
_01223_,19.7µm
_01657_,19.7µm
_07865_,19.7µm
_08640_,19.69µm
_02396_,19.68µm
_06636_,19.68µm
_08073_,19.68µm
_05764_,19.66µm
_06227_,19.66µm
_07102_,19.66µm
_08734_,19.66µm
_08758_,19.64µm
_09149_,19.64µm
_00185_,19.62µm
_03278_,19.62µm
_04078_,19.62µm
_07863_,19.62µm
net159,19.62µm
clknet_leaf_36_clk,19.62µm
_09852_,19.61µm
_04199_,19.6µm
_04321_,19.6µm
_00875_,19.58µm
_02461_,19.58µm
_05775_,19.58µm
_07001_,19.58µm
_07574_,19.58µm
_09550_,19.58µm
_00684_,19.56µm
_01784_,19.56µm
_05108_,19.56µm
_07360_,19.56µm
net161,19.56µm
_05087_,19.55µm
_01915_,19.54µm
_03350_,19.54µm
_07695_,19.54µm
_09533_,19.54µm
_00209_,19.52µm
_00319_,19.52µm
_00620_,19.52µm
_05014_,19.52µm
_07142_,19.51µm
_07178_,19.51µm
_00867_,19.5µm
_04350_,19.5µm
_04937_,19.5µm
_07543_,19.5µm
term_high\[32\],19.49µm
_04588_,19.48µm
_05236_,19.48µm
_07045_,19.48µm
_10167_,19.48µm
_02160_,19.46µm
_02379_,19.46µm
_05740_,19.46µm
_08553_,19.46µm
_04158_,19.44µm
net463,19.44µm
_09003_,19.43µm
_02540_,19.42µm
_03657_,19.42µm
_09684_,19.42µm
_00518_,19.4µm
_02586_,19.4µm
_05783_,19.4µm
_06617_,19.4µm
_06869_,19.4µm
_07979_,19.4µm
_09392_,19.4µm
mid_sum\[13\],19.4µm
term_high\[50\],19.4µm
_02736_,19.38µm
_08557_,19.38µm
net85,19.38µm
_00274_,19.365µm
_02376_,19.365µm
_01964_,19.36µm
_07342_,19.36µm
_02619_,19.34µm
_04803_,19.34µm
_09174_,19.34µm
_09671_,19.34µm
_01603_,19.32µm
_03675_,19.32µm
_04590_,19.32µm
_05471_,19.32µm
_07960_,19.32µm
_10119_,19.32µm
net384,19.32µm
_08763_,19.31µm
_06545_,19.3µm
_06677_,19.3µm
_07680_,19.3µm
net1118,19.3µm
_05877_,19.29µm
_00951_,19.28µm
_01343_,19.28µm
_03275_,19.28µm
_05154_,19.28µm
_05477_,19.28µm
_05831_,19.28µm
_08616_,19.28µm
_01971_,19.26µm
_03028_,19.26µm
_04267_,19.26µm
_08326_,19.26µm
_08473_,19.26µm
_00743_,19.24µm
_01505_,19.24µm
_03863_,19.24µm
_04797_,19.24µm
_05151_,19.24µm
_05576_,19.24µm
_08004_,19.24µm
net1357,19.24µm
_07761_,19.22µm
_08839_,19.22µm
_01114_,19.2µm
_03055_,19.2µm
_04430_,19.2µm
_04962_,19.2µm
_05581_,19.2µm
_05924_,19.2µm
_08083_,19.2µm
_09614_,19.2µm
net1021,19.2µm
_08331_,19.18µm
_08846_,19.18µm
_00480_,19.16µm
_01796_,19.16µm
_02485_,19.16µm
_02659_,19.16µm
_03587_,19.16µm
_06295_,19.16µm
_08158_,19.16µm
_05825_,19.155µm
_00304_,19.145µm
_04725_,19.14µm
_05066_,19.14µm
_01306_,19.12µm
_04850_,19.12µm
_04904_,19.12µm
_05408_,19.12µm
_07213_,19.12µm
_08737_,19.12µm
_06973_,19.1µm
_09006_,19.08µm
_09097_,19.08µm
_04883_,19.06µm
_07982_,19.06µm
_06272_,19.04µm
_09828_,19.04µm
_10161_,19.04µm
_06412_,19.03µm
_02265_,19.02µm
_06000_,19.02µm
_06218_,19.02µm
_07520_,19.02µm
_01434_,19µm
_01814_,19µm
_05620_,19µm
_07542_,19µm
_09524_,19µm
_00576_,18.98µm
_02383_,18.98µm
_03228_,18.98µm
_03930_,18.98µm
_06156_,18.98µm
_06764_,18.98µm
term_high\[57\],18.98µm
_03805_,18.965µm
_07307_,18.965µm
_07348_,18.96µm
_09104_,18.96µm
_03958_,18.94µm
net1335,18.94µm
_00712_,18.93µm
_01710_,18.93µm
_05110_,18.92µm
_05701_,18.92µm
_02149_,18.91µm
_05917_,18.9µm
_05965_,18.9µm
_00292_,18.885µm
_03821_,18.88µm
_08030_,18.88µm
_08965_,18.88µm
_09797_,18.88µm
_01003_,18.87µm
_01017_,18.86µm
_01986_,18.86µm
_05641_,18.86µm
_07086_,18.86µm
_08208_,18.86µm
_01029_,18.84µm
_01816_,18.84µm
_04575_,18.84µm
_05636_,18.84µm
_06335_,18.84µm
_07141_,18.84µm
_07452_,18.84µm
_07852_,18.84µm
_01372_,18.82µm
_03300_,18.82µm
_03496_,18.82µm
_04104_,18.82µm
_08206_,18.82µm
_09430_,18.82µm
net329,18.82µm
net862,18.82µm
_01422_,18.8µm
_06237_,18.8µm
_01243_,18.78µm
_01506_,18.78µm
_03803_,18.78µm
_04156_,18.78µm
_04669_,18.78µm
_05098_,18.78µm
_06384_,18.78µm
_06842_,18.78µm
_07810_,18.78µm
_07948_,18.78µm
_06308_,18.77µm
_01320_,18.76µm
_02766_,18.76µm
_03660_,18.76µm
_03420_,18.74µm
_03967_,18.74µm
_04756_,18.74µm
_06207_,18.74µm
_06499_,18.74µm
_08599_,18.74µm
_09345_,18.74µm
_10079_,18.74µm
net960,18.74µm
net1328,18.74µm
_01246_,18.72µm
_01832_,18.72µm
_01963_,18.72µm
_03507_,18.72µm
_04417_,18.72µm
_05844_,18.72µm
_06146_,18.72µm
_06498_,18.72µm
_07170_,18.72µm
_02169_,18.7µm
_03791_,18.7µm
_04264_,18.7µm
_04994_,18.7µm
_08964_,18.7µm
_02694_,18.68µm
_04022_,18.68µm
_06693_,18.68µm
_01043_,18.66µm
_01513_,18.66µm
_02078_,18.66µm
_03486_,18.66µm
_04740_,18.66µm
_04905_,18.66µm
_05538_,18.66µm
_05710_,18.66µm
_06349_,18.64µm
_07181_,18.64µm
_07221_,18.64µm
_07958_,18.64µm
_02295_,18.62µm
_02822_,18.62µm
_03528_,18.62µm
_08338_,18.62µm
_04560_,18.61µm
_05470_,18.61µm
_08141_,18.61µm
_00926_,18.6µm
_09704_,18.6µm
a_h\[9\],18.6µm
_02455_,18.58µm
_06096_,18.58µm
_08021_,18.58µm
_08685_,18.58µm
_00346_,18.575µm
_02470_,18.56µm
_05837_,18.56µm
_06936_,18.56µm
term_high\[36\],18.56µm
_00309_,18.545µm
_00513_,18.54µm
_01065_,18.54µm
_01232_,18.54µm
_04327_,18.54µm
_04653_,18.54µm
_04902_,18.54µm
_06066_,18.54µm
_07149_,18.54µm
_08561_,18.54µm
_08586_,18.54µm
_08563_,18.53µm
_00969_,18.52µm
_03315_,18.52µm
_04004_,18.52µm
_01498_,18.5µm
_03029_,18.5µm
_04232_,18.5µm
_05714_,18.5µm
_10118_,18.5µm
_00664_,18.48µm
_01617_,18.48µm
_04972_,18.48µm
_09391_,18.48µm
net1360,18.48µm
_04500_,18.46µm
_08291_,18.46µm
