net,length_um
net57,188.3µm
net781,187.92µm
_00428_,187.3µm
_00054_,187.145µm
p_hl\[6\],186.72µm
_00443_,186.705µm
net829,186.55µm
_00430_,186.525µm
net577,186.36µm
net587,185.895µm
net661,185.52µm
net579,185.4µm
_01756_,184.86µm
net621,184.73µm
net788,184.16µm
net716,184.04µm
net682,184.02µm
net548,183.87µm
_00432_,183.6µm
net608,183.05µm
net828,182.11µm
net786,181.88µm
net673,181.425µm
net700,181.34µm
net503,181.28µm
net656,180.735µm
net669,180.36µm
_00021_,180.185µm
net660,179.9µm
net720,179.62µm
net688,179.48µm
net627,179.33µm
net1062,178.74µm
net971,178µm
net814,177.34µm
net818,177.3µm
net573,176.77µm
_00433_,176.325µm
net936,176.24µm
net709,176.12µm
net958,176.09µm
net1151,174.98µm
net596,174.96µm
net789,174.76µm
p_hl\[16\],174.7µm
net598,174.69µm
net1161,174.46µm
net575,174.425µm
net625,174.04µm
net1096,173.88µm
net633,173.455µm
net116,173.36µm
net995,173.14µm
_00022_,172.905µm
b_l\[8\],172.16µm
net667,171.61µm
_00447_,171.35µm
net685,171.155µm
net674,170.875µm
net683,170.7µm
net777,170.475µm
net564,170.08µm
net912,169.76µm
net622,169.11µm
net529,169.08µm
net549,169.04µm
net697,168.94µm
net1095,168.6µm
net687,168.445µm
net122,168.34µm
_00425_,168.24µm
net646,167.32µm
net624,167.17µm
net749,167.08µm
net90,166.98µm
net767,166.86µm
_02588_,166.635µm
net714,166.59µm
_01758_,166.02µm
net753,165.74µm
net571,164.765µm
p_hl\[5\],164.62µm
net830,164.62µm
net554,164.225µm
net942,164.12µm
net929,164.07µm
net588,163.63µm
_00053_,163.485µm
net1140,163.07µm
net808,162.8µm
net770,162.705µm
net728,162.56µm
net599,162.5µm
_06401_,162.29µm
net803,161.9µm
_00431_,161.525µm
net816,160.66µm
net668,160.36µm
b_l\[9\],159.92µm
_04259_,159.54µm
net1113,158.76µm
net975,157.5µm
net551,156.87µm
net821,155.6µm
_04133_,155.41µm
_07587_,154.985µm
net684,154.93µm
b_l\[14\],154.84µm
a_h\[14\],154.695µm
net540,153.28µm
_07100_,152.54µm
net1086,151.54µm
net75,151.5µm
net106,151.24µm
net774,151.21µm
_00370_,150.345µm
b_l\[2\],149.43µm
net631,149.37µm
net802,148.68µm
net562,147.855µm
net1173,147.375µm
net520,147.24µm
_00052_,147.16µm
_07586_,147.09µm
p_hl\[3\],146.5µm
net563,146.415µm
net1087,146.3µm
net715,145.75µm
net533,145.09µm
net769,144.94µm
net547,144.585µm
clknet_leaf_15_clk,143.9µm
net543,143.425µm
p_hl\[11\],143.08µm
p_hl\[4\],142.36µm
_07584_,142.28µm
net671,142.23µm
net586,141.88µm
net827,141.17µm
net941,140.71µm
net967,140.475µm
net568,140.26µm
_02760_,140.04µm
net553,140.02µm
net736,139.54µm
_00350_,138.895µm
net134,138.785µm
net872,138.7µm
net1094,137.34µm
net538,137.03µm
clknet_leaf_54_clk,136.88µm
clknet_leaf_57_clk,136.52µm
net569,136.03µm
_00349_,135.885µm
net663,135.44µm
p_hl\[12\],135.38µm
net107,134.86µm
net826,134.6µm
net645,134.18µm
net336,133.92µm
_06999_,133.32µm
net726,132.605µm
_00373_,132.165µm
net115,131.7µm
net955,131.42µm
net105,131.18µm
net55,130.84µm
b_l\[5\],130.64µm
b_l\[10\],130.42µm
net680,130.33µm
net30,130.14µm
net557,130.01µm
net1097,129.32µm
a_h\[10\],128.97µm
net643,128.85µm
net33,128.7µm
a_h\[13\],128.19µm
net677,128.12µm
p_hl\[10\],127.86µm
net723,127.36µm
p_hl\[2\],127.3µm
net78,126.9µm
net24,126.74µm
net1153,126.11µm
net1174,125.26µm
net129,125.02µm
net911,124.96µm
net556,124.9µm
net123,124.88µm
net778,124.86µm
net640,124.62µm
net1088,124.5µm
net915,124.42µm
p_hl\[1\],124.34µm
net114,124.18µm
net46,124.02µm
net988,122.84µm
b_h\[11\],121.04µm
net696,120.96µm
net825,120.92µm
net1381,120.71µm
net754,120.68µm
_01641_,119.66µm
_01653_,119.4µm
p_hl\[31\],118.6µm
net1317,118.49µm
_00200_,118.26µm
net978,117.95µm
net1106,117.66µm
clknet_leaf_24_clk,117.6µm
net972,117.54µm
net565,116.66µm
net611,116.58µm
net928,116.48µm
net650,114.58µm
_00127_,114.5µm
clknet_leaf_32_clk,114.325µm
net125,114.02µm
net315,113.74µm
a_h\[4\],113.46µm
_00196_,113.42µm
net124,113.14µm
net138,113.065µm
net1375,112.96µm
net13,112.52µm
net664,112.13µm
net820,112.08µm
a_h\[11\],111.96µm
b_h\[6\],111.955µm
_05979_,111.31µm
net593,111µm
_00369_,110.745µm
net87,110.72µm
net691,110.46µm
clknet_leaf_41_clk,110.04µm
_00368_,109.965µm
net606,109.86µm
_03605_,109.78µm
clknet_leaf_64_clk,109.48µm
clknet_leaf_45_clk,109.44µm
_00020_,108.965µm
net1040,108.38µm
net919,107.74µm
net1167,106.38µm
_00326_,105.36µm
_08040_,104.82µm
_01837_,104.46µm
net949,104.19µm
net433,103.865µm
net964,103.38µm
_07772_,103.3µm
net856,103.3µm
_00872_,103.26µm
net1007,103.08µm
net950,102.96µm
p_lh\[29\],102.735µm
_03151_,101.96µm
_02759_,101.74µm
clknet_leaf_31_clk,101.74µm
net794,101.66µm
clknet_leaf_51_clk,101.53µm
p_lh\[28\],101.39µm
_02755_,101.24µm
net92,100.92µm
a_h\[1\],100.84µm
net567,100.81µm
_00322_,100.4µm
_02925_,100.3µm
net1104,99.57µm
net917,99.42µm
_00184_,99.405µm
_00199_,99.285µm
_00182_,98.995µm
net619,98.72µm
net104,98.7µm
net135,98.145µm
net729,97.94µm
clknet_leaf_44_clk,97.62µm
net91,97.28µm
_01642_,97.04µm
_02672_,96.9µm
p_hl\[14\],96.37µm
_00385_,96.145µm
clknet_leaf_48_clk,95.64µm
_00379_,95.615µm
_00001_,95.56µm
_05819_,94.54µm
_01748_,94.2µm
net887,93.9µm
net908,93.89µm
_06440_,93.78µm
net847,93.7µm
_00260_,93.645µm
a_l\[4\],93.645µm
net86,93.52µm
_01744_,93.39µm
net922,93.36µm
clknet_leaf_56_clk,93.1µm
net601,93.06µm
_00197_,92.9µm
_08373_,92.82µm
net670,92.76µm
net128,92.72µm
net990,92.72µm
net823,92.41µm
net58,92.3µm
_05881_,92.22µm
net1056,91.96µm
clknet_leaf_52_clk,91.78µm
_00050_,91.68µm
net136,91.52µm
net1172,91.44µm
net894,91.37µm
p_hl\[15\],90.94µm
_07527_,90.42µm
a_h\[12\],90.12µm
net704,90.1µm
_00389_,90.045µm
_03298_,89.84µm
net93,89.58µm
clknet_leaf_46_clk,89.47µm
_09481_,89.44µm
_00195_,89.34µm
net819,89.26µm
net939,89.25µm
net59,89.24µm
a_l\[1\],88.78µm
_00037_,88.72µm
_07361_,88.7µm
_00387_,88.68µm
b_l\[4\],88.28µm
_05978_,88.19µm
clknet_leaf_23_clk,87.72µm
_00198_,87.68µm
_00203_,87.365µm
_00662_,87.12µm
net561,86.96µm
_00181_,86.745µm
b_h\[10\],86.6µm
_08619_,86.44µm
net647,85.99µm
_05883_,85.61µm
_09123_,85.35µm
_08494_,85.2µm
net773,85.16µm
net940,85.135µm
_00183_,85.065µm
_00386_,85.005µm
a_l\[8\],84.92µm
_02670_,84.8µm
_00953_,84.62µm
net943,84.22µm
a_l\[3\],84.14µm
net1114,84.125µm
clknet_leaf_27_clk,84.08µm
clknet_leaf_58_clk,84.08µm
_00202_,83.765µm
net925,83.58µm
_03295_,83.48µm
_09170_,83.26µm
_02858_,82.96µm
clknet_leaf_22_clk,82.72µm
_00407_,82.64µm
_00201_,82.585µm
_05976_,82.16µm
_02928_,81.84µm
net1170,81.79µm
_08139_,81.695µm
_06696_,81.61µm
_05262_,81.09µm
_00189_,81.025µm
net517,80.97µm
_00324_,80.705µm
_06845_,80.61µm
_05889_,80.5µm
_02671_,80.18µm
_07109_,80.02µm
net899,79.94µm
clknet_leaf_33_clk,79.8µm
net635,79.42µm
_02545_,79.32µm
_01743_,79.04µm
_00955_,79.025µm
_02669_,79µm
_08210_,78.86µm
net1157,78.71µm
_05347_,78.48µm
net863,78.44µm
_00179_,78.425µm
term_low\[7\],78.32µm
_06217_,78.28µm
_00204_,78.26µm
net95,78.24µm
clknet_leaf_7_clk,78.14µm
_05893_,77.96µm
_00954_,77.57µm
_09266_,77.41µm
_00186_,77.365µm
_01595_,77.36µm
_08372_,77.3µm
_07925_,77.28µm
net141,76.6µm
_02916_,76.5µm
net1369,76.44µm
net113,76.4µm
_03395_,76.29µm
_00836_,76.125µm
a_l\[11\],75.66µm
clknet_leaf_30_clk,75.66µm
_03169_,75.62µm
_00383_,75.605µm
_02917_,75.54µm
net96,75.52µm
net111,75.46µm
_05886_,75.26µm
_06537_,75.14µm
_00390_,75.125µm
_03389_,74.92µm
net112,74.6µm
_00194_,74.42µm
_10058_,74.22µm
net1043,74.08µm
clknet_leaf_20_clk,74.06µm
_06984_,73.6µm
_05616_,73.55µm
_07727_,73.38µm
_08138_,73.38µm
_00187_,73.165µm
net97,73.16µm
_08364_,73.04µm
mid_sum\[14\],72.98µm
_00188_,72.795µm
_05896_,72.7µm
_06849_,72.5µm
_07060_,72.45µm
_05604_,72.4µm
_00987_,72.34µm
clknet_leaf_19_clk,72.28µm
_05888_,72.18µm
_09436_,72.02µm
_02825_,71.96µm
_02547_,71.86µm
_01728_,71.66µm
_07722_,71.66µm
_00275_,71.225µm
p_hl\[13\],70.69µm
net60,70.54µm
_06095_,70.46µm
clknet_leaf_34_clk,70.445µm
_02752_,70.38µm
_02546_,70.24µm
_00066_,70.205µm
_03535_,70.08µm
net108,69.94µm
net1110,69.86µm
net953,69.84µm
net1371,69.76µm
_05890_,69.72µm
_08268_,69.3µm
_00693_,69.09µm
_08624_,69.06µm
net109,69.02µm
_01725_,68.8µm
_06744_,68.74µm
_03953_,68.72µm
_02424_,68.495µm
net100,68.44µm
_06589_,68.38µm
_01218_,68.375µm
_05903_,68.37µm
_09169_,68.36µm
_00162_,68.345µm
_07822_,68.32µm
_02826_,68.24µm
_07113_,68.24µm
_09480_,68.18µm
_08149_,67.8µm
_07051_,67.68µm
net98,67.36µm
_05899_,67.34µm
_00685_,67.26µm
net1116,67.26µm
_01101_,67µm
clknet_leaf_63_clk,66.98µm
_08625_,66.92µm
net477,66.74µm
_00417_,66.56µm
_03037_,66.22µm
net1143,66.06µm
_08363_,66.04µm
_00438_,65.9µm
_10036_,65.82µm
_00829_,65.8µm
_08988_,65.78µm
_00835_,65.7µm
_00394_,65.685µm
p_lh\[9\],65.66µm
_03799_,65.44µm
_10071_,65.34µm
_09977_,65.21µm
net74,65.18µm
_03734_,65.14µm
_07257_,65µm
_00374_,64.925µm
net225,64.9µm
a_l\[5\],64.56µm
_03171_,64.54µm
_05041_,64.1µm
_09816_,64.1µm
_00725_,63.9µm
_09171_,63.79µm
_04670_,63.72µm
_00268_,63.545µm
net897,63.535µm
clknet_leaf_6_clk,63.5µm
_02423_,63.33µm
net151,63.22µm
_00049_,63.14µm
_09265_,63.1µm
_05894_,63.03µm
_00653_,63.02µm
clknet_leaf_26_clk,62.85µm
net914,62.84µm
_07498_,62.73µm
_03121_,62.54µm
clknet_leaf_42_clk,62.54µm
clknet_leaf_2_clk,62.52µm
_03728_,62.44µm
clknet_leaf_16_clk,62.44µm
_08983_,62.41µm
net103,62.38µm
_01471_,62.29µm
_10008_,62.22µm
_01056_,61.88µm
net1008,61.76µm
_07108_,61.59µm
_07924_,61.56µm
_03163_,61.54µm
_03027_,61.42µm
net61,61.34µm
p_lh\[11\],61.32µm
clknet_leaf_17_clk,61.32µm
_06709_,61.3µm
_06874_,61.22µm
net694,61.16µm
_00008_,61.105µm
_05467_,61.02µm
_09707_,61µm
_08267_,60.98µm
_00467_,60.86µm
_00834_,60.82µm
clknet_leaf_65_clk,60.68µm
_05507_,60.6µm
_00193_,60.565µm
b_l\[11\],60.52µm
_03170_,60.5µm
_06455_,60.44µm
_05466_,60.3µm
_06528_,60.29µm
_06787_,60.28µm
net869,59.98µm
_10092_,59.96µm
_08986_,59.94µm
_01660_,59.78µm
p_lh\[12\],59.72µm
_08437_,59.7µm
net1058,59.555µm
clknet_leaf_40_clk,59.54µm
_04302_,59.52µm
_06530_,59.42µm
_09844_,59.36µm
p_ll\[15\],59.36µm
_04876_,59.35µm
net40,59.28µm
net54,59.28µm
net1091,59.24µm
_02310_,59µm
_02753_,58.76µm
_05009_,58.72µm
_07014_,58.64µm
net867,58.595µm
_02377_,58.58µm
_00661_,58.56µm
_05773_,58.49µm
_05885_,58.4µm
_06005_,58.36µm
net1003,58.34µm
_00382_,58.325µm
_10115_,58.32µm
_04559_,58.26µm
_08079_,58.22µm
_01570_,58.2µm
_05260_,58.14µm
b_h\[3\],58.12µm
_03287_,58µm
_05463_,57.96µm
_04070_,57.94µm
_09845_,57.94µm
clknet_leaf_74_clk,57.94µm
_07589_,57.82µm
net874,57.82µm
_08124_,57.815µm
_07576_,57.48µm
_00377_,57.425µm
_03881_,57.415µm
net238,57.315µm
_02762_,57.28µm
clknet_leaf_0_clk,57.26µm
_04968_,57.2µm
_09403_,57.14µm
_07893_,56.99µm
clknet_leaf_59_clk,56.98µm
net43,56.9µm
_00376_,56.785µm
_04333_,56.67µm
_00371_,56.64µm
term_low\[8\],56.6µm
_05116_,56.58µm
_07016_,56.555µm
net101,56.44µm
net102,56.44µm
_04382_,56.36µm
_04461_,56.34µm
_03882_,56.22µm
_07128_,56µm
_07495_,55.92µm
_06875_,55.86µm
_02243_,55.84µm
_06878_,55.82µm
_09402_,55.77µm
_07575_,55.74µm
_09590_,55.7µm
_10059_,55.63µm
_00043_,55.6µm
_03162_,55.48µm
_05479_,55.48µm
_07023_,55.44µm
_03131_,55.42µm
_04811_,55.36µm
_05220_,55.26µm
_08362_,55.26µm
_01927_,55.2µm
_08232_,55.16µm
_03117_,55.08µm
_08352_,55.07µm
_00178_,54.885µm
clknet_leaf_29_clk,54.84µm
_07256_,54.82µm
net428,54.76µm
_02099_,54.715µm
net1366,54.68µm
_01124_,54.64µm
_07671_,54.46µm
_06893_,54.42µm
_03286_,54.4µm
_08197_,54.34µm
_03202_,54.16µm
_09290_,54.16µm
_02899_,54.14µm
_05223_,53.8µm
_09708_,53.78µm
_05972_,53.76µm
_08000_,53.74µm
p_lh\[15\],53.74µm
_07697_,53.715µm
_04463_,53.655µm
net485,53.64µm
clknet_leaf_69_clk,53.64µm
_07522_,53.54µm
net356,53.52µm
_03331_,53.42µm
_04033_,53.36µm
_10170_,53.36µm
b_l\[13\],53.24µm
_03690_,53.2µm
_05533_,53.06µm
_00724_,53µm
_08230_,52.98µm
_09021_,52.98µm
net1015,52.88µm
_00408_,52.86µm
net42,52.84µm
net235,52.72µm
_05660_,52.69µm
_07311_,52.66µm
net1037,52.65µm
_05561_,52.64µm
_08209_,52.6µm
_02915_,52.47µm
clknet_leaf_39_clk,52.44µm
_06912_,52.26µm
_03844_,52.24µm
_04009_,52.215µm
_05040_,52.18µm
_07483_,52.18µm
net241,52.14µm
_06784_,52.04µm
_02567_,51.89µm
_06214_,51.76µm
_06215_,51.72µm
_02976_,51.7µm
_07392_,51.64µm
_07155_,51.59µm
net376,51.585µm
a_h\[7\],51.52µm
a_l\[13\],51.52µm
p_lh\[7\],51.5µm
_09530_,51.44µm
_07904_,51.24µm
_05178_,51.21µm
_00458_,51.18µm
_05190_,51.16µm
clknet_leaf_43_clk,51.16µm
_06578_,51.06µm
_03219_,51.02µm
_05599_,51µm
_02390_,50.92µm
_05771_,50.91µm
_01914_,50.88µm
_04925_,50.88µm
_02185_,50.86µm
a_l\[15\],50.86µm
_06894_,50.8µm
_03691_,50.78µm
_07986_,50.74µm
_07268_,50.7µm
_01161_,50.68µm
_09496_,50.68µm
_07521_,50.62µm
_01050_,50.58µm
_00409_,50.56µm
_03456_,50.54µm
_00009_,50.42µm
term_high\[46\],50.4µm
net140,50.4µm
_07421_,50.36µm
_00694_,50.34µm
_06889_,50.26µm
_05797_,50.22µm
_03081_,49.92µm
_05377_,49.84µm
_08980_,49.84µm
_08036_,49.78µm
_05916_,49.76µm
_02255_,49.74µm
_01110_,49.725µm
_05056_,49.7µm
net916,49.7µm
_05132_,49.64µm
_09074_,49.59µm
_09694_,49.58µm
_07770_,49.56µm
_06644_,49.54µm
_00608_,49.48µm
_05271_,49.46µm
_07703_,49.46µm
_08436_,49.4µm
net343,49.4µm
net383,49.26µm
_02707_,49.24µm
_00190_,49.22µm
net1354,49.2µm
_04707_,49.18µm
_09771_,49.16µm
_08290_,49.14µm
_00161_,49.105µm
_08418_,49.1µm
_07270_,49.09µm
_05446_,48.97µm
_09151_,48.96µm
_08388_,48.92µm
_03489_,48.88µm
_05023_,48.82µm
_05666_,48.78µm
_09072_,48.735µm
_01090_,48.66µm
_09185_,48.61µm
_07830_,48.59µm
_06710_,48.58µm
_01358_,48.54µm
_01502_,48.49µm
_00645_,48.48µm
_03855_,48.4µm
_04861_,48.4µm
_05452_,48.34µm
_01047_,48.26µm
_09562_,48.22µm
_08084_,48.2µm
net985,48.175µm
_03068_,48.12µm
clknet_leaf_47_clk,48.12µm
net148,48.105µm
_00372_,48.04µm
_00325_,47.985µm
_03548_,47.98µm
_03288_,47.92µm
_03332_,47.86µm
_05354_,47.82µm
_01669_,47.76µm
_03201_,47.76µm
_00451_,47.74µm
_09118_,47.74µm
_07510_,47.5µm
_04017_,47.46µm
_02575_,47.44µm
_04409_,47.42µm
_04604_,47.42µm
_08413_,47.36µm
_00984_,47.34µm
_04778_,47.3µm
_04416_,47.28µm
_09849_,47.28µm
_05213_,47.21µm
_06623_,47.2µm
_09924_,47.2µm
_09083_,47.12µm
_05733_,47µm
_06301_,47µm
_07389_,47µm
_00301_,46.985µm
_07285_,46.96µm
_03038_,46.94µm
_00975_,46.86µm
_00708_,46.76µm
_05873_,46.76µm
_01193_,46.7µm
clknet_leaf_8_clk,46.68µm
_03087_,46.66µm
_10045_,46.62µm
_06901_,46.6µm
_04002_,46.58µm
_01156_,46.5µm
_05820_,46.48µm
_01093_,46.42µm
net1042,46.4µm
_05289_,46.38µm
_02309_,46.36µm
_00771_,46.34µm
_06766_,46.34µm
_04945_,46.32µm
_09766_,46.3µm
_00323_,46.28µm
_00734_,46.28µm
_05596_,46.28µm
_06110_,46.28µm
_03007_,46.24µm
_04488_,46.24µm
_05600_,46.24µm
_02910_,46.22µm
_02644_,46.21µm
_07678_,46.205µm
_00440_,46.2µm
_03582_,46.2µm
_04303_,46.18µm
_07511_,46.1µm
_10177_,46.08µm
_04324_,46.06µm
clknet_leaf_28_clk,46.06µm
_05464_,46.02µm
net50,46.02µm
_04776_,46µm
_00348_,45.98µm
net308,45.98µm
_08425_,45.94µm
_09484_,45.93µm
_07022_,45.9µm
_06570_,45.86µm
_09030_,45.86µm
_00494_,45.82µm
_07063_,45.82µm
_04997_,45.78µm
_09473_,45.76µm
_09058_,45.74µm
_04671_,45.72µm
_09296_,45.72µm
_04071_,45.68µm
_02624_,45.6µm
_07752_,45.59µm
_00643_,45.58µm
_02512_,45.58µm
_03158_,45.58µm
_03194_,45.58µm
_06961_,45.56µm
clknet_leaf_14_clk,45.56µm
_06697_,45.555µm
_05024_,45.54µm
_07984_,45.52µm
_07450_,45.5µm
_01984_,45.46µm
_04774_,45.42µm
_05055_,45.42µm
_01179_,45.34µm
_04365_,45.3µm
_07777_,45.26µm
_01030_,45.18µm
net1081,45.18µm
_06846_,45.16µm
_07353_,45.12µm
_03772_,45.07µm
_09421_,45.04µm
clknet_leaf_38_clk,45.04µm
_03026_,44.98µm
_02907_,44.975µm
_01052_,44.94µm
_08969_,44.92µm
_03549_,44.89µm
_09437_,44.86µm
_03011_,44.825µm
_03612_,44.82µm
net374,44.76µm
_01145_,44.68µm
