net,length_um
net963,103.64µm
_00204_,103.315µm
_01351_,103.12µm
clknet_leaf_17_clk,102.7µm
b_h\[15\],102.66µm
net1337,102.47µm
_00200_,102.32µm
clknet_leaf_12_clk,102.02µm
net542,101.74µm
_08494_,101.19µm
a_h\[8\],101µm
net711,100.65µm
a_l\[15\],100.44µm
net785,100.44µm
b_l\[13\],100.32µm
a_h\[5\],99.8µm
net1061,98.9µm
net1070,98.85µm
p_lh\[4\],98.58µm
_08373_,97.94µm
net1127,97.64µm
p_hh\[31\],97.35µm
net1063,97.32µm
p_lh\[7\],96.98µm
p_hl\[8\],96.82µm
term_low\[28\],96.66µm
_01595_,96.64µm
p_hh\[28\],96.11µm
net841,96.04µm
net618,96.02µm
net1331,95.9µm
net1422,95.78µm
clknet_leaf_18_clk,95.46µm
p_hh\[26\],95.22µm
net1149,95.22µm
_06095_,94.16µm
_00051_,93.745µm
_03953_,93.36µm
_06845_,93.07µm
clknet_leaf_35_clk,92.92µm
clknet_leaf_4_clk,92.86µm
p_lh\[8\],92.8µm
b_h\[2\],92.54µm
net1095,92.495µm
net1014,92.26µm
net688,92.22µm
_07727_,92.16µm
net646,91.86µm
net1319,91.54µm
_08138_,91.3µm
net1407,91.23µm
p_hh\[29\],91.13µm
clknet_leaf_27_clk,91.08µm
mid_sum\[32\],90.96µm
net932,90.82µm
net587,90.67µm
clknet_leaf_15_clk,90.64µm
term_low\[26\],90.34µm
_00395_,89.385µm
net747,89.35µm
net1594,89.2µm
_05889_,88.98µm
net1120,88.52µm
_06984_,88.37µm
_00326_,88.005µm
_00330_,87.615µm
_00394_,87.52µm
net133,87.06µm
_02917_,87.04µm
net1328,87.02µm
net1305,86.98µm
clknet_leaf_7_clk,86.94µm
net1099,86.8µm
clknet_leaf_26_clk,86.7µm
_03950_,86.68µm
_00196_,86.485µm
p_hh\[30\],86.46µm
_08777_,86.275µm
net1016,85.83µm
_01641_,85.14µm
_07772_,85.1µm
p_hl\[4\],84.96µm
net1367,84.41µm
net975,84.4µm
mid_sum\[30\],84.31µm
_07527_,83.62µm
net812,83.59µm
term_low\[27\],83.26µm
_08149_,83.25µm
net889,83.1µm
_00054_,82.76µm
net1109,82.68µm
net666,82.64µm
net744,82.58µm
net293,82.07µm
net885,81.86µm
net573,81.62µm
_08362_,81.48µm
_00312_,81.44µm
net1071,81.4µm
net1320,81.22µm
_01218_,80.52µm
_07361_,79.975µm
_03952_,79.76µm
_04488_,79.74µm
b_l\[0\],79.7µm
_05888_,79.62µm
_03951_,79.52µm
_07256_,79.5µm
_00970_,79.49µm
_10008_,79.46µm
net1087,79.1µm
_06787_,79.06µm
net119,79µm
_03298_,78.44µm
_10075_,78.43µm
net1303,78.43µm
_08776_,78.32µm
p_lh\[3\],78.29µm
a_l\[12\],78.12µm
_00294_,77.825µm
_03295_,77.76µm
_08363_,77.62µm
b_h\[7\],77.48µm
_07575_,77.23µm
_00376_,77.225µm
b_l\[7\],76.83µm
_03027_,76.64µm
_00061_,76.265µm
b_l\[5\],76.2µm
_05890_,76.06µm
_02547_,75.99µm
net1036,75.9µm
a_h\[12\],75.83µm
p_hh\[25\],75.73µm
net743,75.475µm
_00895_,75.44µm
term_low\[16\],75.3µm
net1054,75.3µm
_07576_,75.23µm
_08895_,75.08µm
_02424_,74.87µm
_06744_,74.44µm
net1299,74.39µm
clknet_leaf_52_clk,74.38µm
_00490_,74.34µm
p_ll\[30\],74.32µm
clknet_leaf_23_clk,74.1µm
_09855_,74.04µm
clknet_leaf_45_clk,74.02µm
_07063_,73.94µm
_02753_,73.84µm
_06537_,73.8µm
net1487,73.785µm
_05479_,73.63µm
_01856_,73.56µm
net136,73.56µm
net776,73.2µm
_02752_,73.155µm
_09872_,73µm
net1025,72.96µm
net800,72.95µm
net700,72.94µm
_10076_,72.92µm
_02916_,72.84µm
_09661_,72.74µm
p_ll\[31\],72.66µm
mid_sum\[29\],72.48µm
_06080_,72.44µm
_03541_,72.4µm
net1028,72.34µm
_06878_,72.22µm
_05297_,72.14µm
_08437_,72.06µm
_10071_,72.03µm
net1078,72.03µm
_00211_,72.025µm
net637,71.89µm
net861,71.76µm
_04463_,71.69µm
_03489_,71.575µm
net1022,71.54µm
_05041_,71.44µm
term_low\[24\],71.28µm
_02545_,71.22µm
_00979_,71.18µm
_08267_,71.04µm
_08436_,70.98µm
_03786_,70.75µm
net407,70.6µm
clknet_leaf_55_clk,70.42µm
clknet_leaf_32_clk,70.26µm
clknet_leaf_3_clk,70.2µm
_00000_,69.96µm
net537,69.92µm
net1301,69.78µm
net1404,69.76µm
clknet_leaf_31_clk,69.66µm
_09871_,69.42µm
_02099_,69.18µm
_00489_,68.98µm
p_hh\[23\],68.9µm
net1564,68.88µm
_00348_,68.86µm
mid_sum\[28\],68.82µm
_01254_,68.78µm
_00375_,68.565µm
_08210_,68.525µm
_05912_,68.42µm
_05347_,68.32µm
_09816_,68.3µm
net117,68.22µm
_09131_,68.165µm
_06967_,68.07µm
_09320_,68.06µm
net118,68.02µm
_05616_,68µm
_09717_,67.93µm
_03288_,67.89µm
_08268_,67.8µm
clknet_leaf_28_clk,67.77µm
_00569_,67.74µm
net1302,67.74µm
_02185_,67.66µm
_09716_,67.54µm
_03286_,67.36µm
_08124_,67.3µm
net1355,67.24µm
_08372_,67.02µm
_05882_,66.98µm
_04264_,66.78µm
_05819_,66.76µm
_09937_,66.52µm
a_h\[13\],66.24µm
a_h\[14\],66.24µm
_10007_,66.16µm
_05881_,65.94µm
_00536_,65.82µm
_07683_,65.725µm
_02546_,65.7µm
_08353_,65.58µm
clknet_leaf_13_clk,65.54µm
_05006_,65.505µm
net819,65.46µm
_05893_,65.42µm
_07060_,65.38µm
_05999_,65.36µm
net1349,65.36µm
_05260_,65.2µm
_00469_,65µm
term_low\[25\],64.9µm
net1552,64.82µm
_03875_,64.76µm
_06836_,64.755µm
_02624_,64.74µm
_10041_,64.52µm
net1020,64.48µm
_00202_,64.42µm
_00197_,64.38µm
_09854_,64.37µm
_00035_,64.34µm
_01642_,64.28µm
_02606_,64.28µm
_02243_,64.26µm
net109,64.2µm
_10160_,64.08µm
net1567,63.88µm
_07722_,63.84µm
_01570_,63.52µm
_01020_,63.47µm
_06849_,63.47µm
_02907_,63.4µm
_08364_,63.08µm
_00063_,63.02µm
_09910_,63.01µm
_05980_,63µm
_03169_,62.86µm
_09938_,62.77µm
net1512,62.485µm
_10115_,62.36µm
_09658_,62.35µm
net639,62.34µm
_07023_,62.3µm
net1092,62.2µm
net959,62.18µm
_00052_,62.08µm
p_ll_pipe\[9\],62µm
net229,61.965µm
_03287_,61.96µm
_05886_,61.9µm
clknet_leaf_6_clk,61.88µm
_06217_,61.86µm
_10144_,61.86µm
_03691_,61.82µm
_02199_,61.815µm
_08624_,61.78µm
net1356,61.78µm
net1332,61.58µm
_06214_,61.55µm
_02310_,61.54µm
_05981_,61.54µm
_09386_,61.5µm
_10006_,61.48µm
_04811_,61.47µm
net894,61.3µm
_03882_,61.26µm
_07257_,61.12µm
_08191_,61.1µm
a_l\[5\],61.08µm
_01684_,61.05µm
term_low\[29\],61.05µm
_00486_,60.925µm
_05755_,60.86µm
net1058,60.76µm
net1100,60.75µm
_03463_,60.66µm
_09380_,60.64µm
_05009_,60.62µm
net106,60.48µm
_03163_,60.44µm
_03346_,60.36µm
_00915_,60.3µm
_00682_,60.24µm
_07014_,60.2µm
net1291,60.12µm
_07051_,60.04µm
_08352_,59.94µm
_08471_,59.9µm
_05883_,59.83µm
_07392_,59.8µm
_00001_,59.78µm
net1565,59.7µm
net1412,59.66µm
_08084_,59.53µm
_05773_,59.43µm
_00734_,59.4µm
_00194_,59.36µm
_10070_,59.36µm
_03162_,59.34µm
_04451_,59.3µm
_10040_,59.24µm
term_low\[17\],59.2µm
b_h\[9\],59.18µm
_08413_,59.12µm
clknet_leaf_49_clk,59.12µm
_05604_,59.06µm
p_ll\[26\],59.02µm
net89,59µm
_03539_,58.96µm
net1416,58.945µm
term_mid\[34\],58.91µm
_08230_,58.87µm
_09219_,58.825µm
_03171_,58.82µm
_00681_,58.77µm
_03121_,58.7µm
net912,58.66µm
_00193_,58.62µm
_05683_,58.57µm
clknet_leaf_54_clk,58.48µm
_04968_,58.38µm
_10058_,58.34µm
p_hl\[24\],58.34µm
net1570,58.305µm
_06220_,58.3µm
_05873_,58.2µm
_03395_,58.16µm
_10045_,58.08µm
net1339,58.06µm
_09694_,58.02µm
_03331_,57.94µm
_06208_,57.92µm
_08587_,57.92µm
_07240_,57.9µm
_00488_,57.86µm
net1108,57.82µm
_06784_,57.76µm
net942,57.6µm
_01262_,57.57µm
_06455_,57.54µm
_05223_,57.5µm
_03728_,57.48µm
_05023_,57.44µm
_07678_,57.44µm
_00470_,57.42µm
_09900_,57.39µm
net1539,57.365µm
_02101_,57.315µm
_01110_,57.31µm
_00188_,57.12µm
_05298_,57.09µm
net90,57.02µm
net824,56.92µm
_09412_,56.88µm
_00661_,56.78µm
net970,56.76µm
_00195_,56.66µm
_04842_,56.58µm
_07822_,56.54µm
net577,56.5µm
_03201_,56.48µm
_02095_,56.38µm
_03488_,56.2µm
b_h\[14\],56µm
net1341,55.94µm
_05178_,55.9µm
_01143_,55.88µm
_06578_,55.86µm
_06215_,55.78µm
net835,55.77µm
_05583_,55.66µm
_02858_,55.62µm
a_l\[9\],55.52µm
_00374_,55.385µm
_00179_,55.38µm
_03690_,55.22µm
_00995_,55.17µm
net1017,55.17µm
_02183_,55.16µm
p_ll\[29\],55.16µm
_09083_,55.07µm
clknet_leaf_24_clk,55.06µm
_03774_,55.04µm
_05652_,54.98µm
_09313_,54.885µm
_05524_,54.88µm
_10069_,54.78µm
_10036_,54.74µm
net933,54.72µm
_01200_,54.69µm
_03037_,54.69µm
clknet_leaf_30_clk,54.66µm
_07155_,54.63µm
_07904_,54.62µm
_07991_,54.59µm
_07622_,54.54µm
_02605_,54.44µm
_05040_,54.42µm
_05507_,54.37µm
clknet_leaf_19_clk,54.37µm
_10044_,54.35µm
p_ll_pipe\[8\],54.34µm
clknet_leaf_36_clk,54.34µm
p_ll\[27\],54.24µm
net1587,54.12µm
_02590_,53.8µm
_03157_,53.78µm
_03151_,53.76µm
_01023_,53.74µm
_06879_,53.64µm
clknet_leaf_1_clk,53.64µm
_03202_,53.62µm
net877,53.6µm
clknet_leaf_22_clk,53.54µm
_00494_,53.46µm
_05467_,53.46µm
_06694_,53.46µm
_09382_,53.455µm
net1462,53.445µm
net1309,53.44µm
_09994_,53.34µm
net1133,53.18µm
_08980_,53.14µm
_08723_,53.11µm
_01502_,53.07µm
_05385_,53.06µm
_08278_,53.02µm
_05056_,53µm
_06745_,52.94µm
_00872_,52.92µm
_01101_,52.9µm
_09436_,52.8µm
_01680_,52.66µm
net325,52.64µm
net971,52.635µm
_08619_,52.6µm
_05220_,52.56µm
_00036_,52.44µm
_06961_,52.44µm
clknet_leaf_46_clk,52.38µm
_08027_,52.32µm
net1358,52.305µm
_00587_,52.3µm
_08052_,52.27µm
_07109_,52.22µm
_04945_,52.1µm
_09350_,52.07µm
_08881_,52.04µm
_01653_,52.02µm
_09997_,52µm
_02423_,51.92µm
_06186_,51.84µm
_06589_,51.82µm
_04953_,51.68µm
_07642_,51.68µm
_06894_,51.675µm
_09171_,51.66µm
_06994_,51.64µm
net1091,51.635µm
_01131_,51.62µm
_00467_,51.52µm
_10013_,51.48µm
_09415_,51.44µm
net1333,51.36µm
_03038_,51.34µm
_09931_,51.31µm
_05463_,51.295µm
_04487_,51.26µm
_09265_,51.22µm
_03394_,51.16µm
_09473_,51.12µm
_08248_,51.06µm
p_lh\[9\],51µm
clknet_leaf_25_clk,50.96µm
net1553,50.92µm
_10074_,50.88µm
_10059_,50.86µm
clknet_leaf_40_clk,50.82µm
_03545_,50.76µm
_00777_,50.68µm
_03035_,50.64µm
_03440_,50.64µm
_01867_,50.595µm
_05271_,50.58µm
_10143_,50.54µm
_00458_,50.52µm
_05820_,50.5µm
_00402_,50.48µm
_04560_,50.46µm
_07498_,50.4µm
_06623_,50.34µm
_01660_,50.32µm
_08576_,50.315µm
_09530_,50.3µm
net1468,50.285µm
_05561_,50.2µm
_08232_,50.18µm
_09194_,50.18µm
_10053_,50.14µm
_01590_,50.12µm
net1527,50.08µm
_00546_,50.06µm
net428,50.06µm
_00987_,50.055µm
_04324_,50.05µm
net820,50.04µm
net1524,50.025µm
_03347_,49.98µm
_03881_,49.98µm
_07671_,49.92µm
_09185_,49.92µm
_00198_,49.86µm
_00643_,49.86µm
_07963_,49.84µm
_09529_,49.79µm
_07893_,49.755µm
_05004_,49.59µm
_00591_,49.58µm
_01269_,49.52µm
_05177_,49.46µm
_00201_,49.42µm
_02309_,49.41µm
_06912_,49.4µm
_09020_,49.36µm
net953,49.34µm
net298,49.22µm
_02915_,49.2µm
_06709_,49.17µm
_00325_,49.105µm
net980,49.1µm
_06079_,49.04µm
net1560,48.955µm
_01975_,48.94µm
_07812_,48.92µm
_00492_,48.86µm
term_low\[7\],48.86µm
_00615_,48.84µm
_02035_,48.8µm
_04776_,48.78µm
_07868_,48.78µm
_02512_,48.76µm
_05190_,48.7µm
_03799_,48.64µm
_07703_,48.6µm
_02489_,48.52µm
_06047_,48.45µm
_07127_,48.42µm
clknet_leaf_38_clk,48.34µm
_06072_,48.32µm
net352,48.3µm
_02153_,48.24µm
_03600_,48.24µm
_07108_,48.24µm
_07312_,48.16µm
_02925_,48.12µm
p_hh\[21\],48.11µm
_07589_,48.02µm
_03269_,48.01µm
_02466_,47.98µm
b_l\[12\],47.98µm
_07894_,47.975µm
_07270_,47.96µm
_09099_,47.93µm
_03599_,47.9µm
clknet_leaf_0_clk,47.9µm
_06659_,47.84µm
_06209_,47.82µm
mid_sum\[1\],47.82µm
_04490_,47.785µm
_02641_,47.76µm
_04389_,47.74µm
_06728_,47.72µm
_07760_,47.655µm
_03789_,47.65µm
_05055_,47.56µm
_02928_,47.42µm
_08562_,47.31µm
_08963_,47.3µm
_00416_,47.28µm
_06875_,47.28µm
_04767_,47.25µm
_04382_,47.22µm
_05758_,47.22µm
_00680_,47.2µm
_09393_,47.16µm
_02042_,47.12µm
_07557_,47.075µm
net31,47.06µm
_03219_,47.04µm
_08957_,47.01µm
_06901_,46.96µm
_03607_,46.94µm
term_high\[33\],46.94µm
_03896_,46.92µm
_03332_,46.84µm
_04002_,46.84µm
_00580_,46.82µm
_05452_,46.82µm
net361,46.815µm
_07664_,46.79µm
net928,46.73µm
_06301_,46.66µm
_00452_,46.62µm
_07016_,46.62µm
_05039_,46.56µm
net365,46.525µm
_07031_,46.46µm
_10150_,46.42µm
net104,46.42µm
_07138_,46.38µm
a_h\[7\],46.29µm
_03679_,46.28µm
_10153_,46.27µm
_00888_,46.24µm
_05771_,46.19µm
_04395_,46.11µm
_07153_,46.06µm
net1447,46.045µm
_10170_,46.03µm
_07704_,46µm
_03464_,45.98µm
_08518_,45.98µm
_07495_,45.86µm
_08553_,45.84µm
_01054_,45.82µm
_07986_,45.78µm
_04409_,45.72µm
_10152_,45.7µm
_03379_,45.64µm
