net,length_um
a[28],6.26µm
a[30],6.26µm
a[3],6.26µm
a[7],6.26µm
net293,6.14µm
a[10],6.04µm
a[14],6.04µm
a[17],6.04µm
a[27],6.04µm
a[0],5.92µm
a[2],5.92µm
a[31],5.92µm
a[4],5.92µm
a[6],5.92µm
_0366_,5.86µm
_0196_,5.84µm
_0282_,5.84µm
_0415_,5.82µm
a[1],5.8µm
a[22],5.8µm
a[5],5.8µm
a[9],5.8µm
mid_sum\[6\],5.8µm
_0417_,5.74µm
_0298_,5.72µm
_0246_,5.68µm
p[24],5.63µm
net291,5.62µm
a[25],5.58µm
a[29],5.58µm
a[12],5.46µm
a[19],5.46µm
a[21],5.46µm
mid_sum\[15\],5.4µm
net308,5.38µm
_0353_,5.36µm
net285,5.34µm
p[0],5.29µm
p[10],5.29µm
p[11],5.29µm
p[12],5.29µm
p[13],5.29µm
p[14],5.29µm
p[15],5.29µm
p[16],5.29µm
p[17],5.29µm
p[18],5.29µm
p[19],5.29µm
p[1],5.29µm
p[21],5.29µm
p[22],5.29µm
p[23],5.29µm
p[25],5.29µm
p[26],5.29µm
p[27],5.29µm
p[28],5.29µm
p[29],5.29µm
p[30],5.29µm
p[31],5.29µm
p[3],5.29µm
p[7],5.29µm
p[8],5.29µm
net303,5.26µm
_0272_,5.1µm
_0389_,4.94µm
_0199_,4.88µm
_0241_,4.68µm
_0392_,4.68µm
_0222_,4.66µm
_0288_,4.48µm
_0411_,4.48µm
_0338_,4.36µm
_0285_,4.265µm
_0206_,4µm
_0364_,3.9µm
_0427_,3.56µm
_0418_,3.44µm
_0433_,3.42µm
_0229_,3.31µm
_0242_,3.3µm
_0194_,2.98µm
_0343_,2.74µm
_0237_,2.64µm
_0393_,2.64µm
_0203_,2.5µm
_0236_,2.5µm
_0344_,2.5µm
_0440_,2.5µm
_0276_,2.04µm
_0232_,1.94µm
_0273_,1.915µm
_0337_,1.84µm
_0403_,1.84µm
_0335_,1.72µm
_0360_,1.38µm
_0311_,1.26µm
_0202_,1.14µm
_0356_,1.02µm
_0429_,0.92µm
_0306_,0.8µm
