net,length_um
_10045_,55.93µm
_10036_,55.92µm
_05040_,55.8µm
_05220_,55.68µm
_08248_,55.62µm
net1017,55.62µm
_00661_,55.4µm
clknet_leaf_19_clk,55.29µm
_03037_,55.2µm
term_low\[17\],55.155µm
net970,55.06µm
_07155_,55.02µm
_07108_,54.94µm
net835,54.94µm
_08278_,54.92µm
_06215_,54.86µm
net1100,54.82µm
_10069_,54.78µm
_04776_,54.74µm
_00060_,54.705µm
_03157_,54.7µm
clknet_leaf_30_clk,54.66µm
_07240_,54.62µm
_07904_,54.62µm
_09350_,54.58µm
_03202_,54.57µm
_03690_,54.5µm
_00734_,54.48µm
net325,54.36µm
net352,54.32µm
clknet_leaf_22_clk,54.22µm
_01023_,54.2µm
_03038_,54.08µm
_07822_,54.04µm
_02858_,54.02µm
_06455_,54µm
_07991_,53.74µm
_00872_,53.69µm
_08980_,53.68µm
_08413_,53.67µm
clknet_leaf_1_clk,53.64µm
_08587_,53.62µm
_00470_,53.52µm
_06694_,53.46µm
_09530_,53.44µm
_04842_,53.365µm
_09997_,53.36µm
_07014_,53.33µm
_06186_,53.2µm
_09386_,53.18µm
_03035_,53.11µm
_09171_,53.08µm
_09658_,53µm
_02575_,52.96µm
_05583_,52.96µm
_05820_,52.9µm
_02423_,52.84µm
_05507_,52.82µm
_06220_,52.78µm
_06589_,52.74µm
_09436_,52.7µm
net90,52.66µm
_00680_,52.64µm
_00995_,52.44µm
_09473_,52.34µm
_10059_,52.34µm
_02590_,52.32µm
_09382_,52.3µm
_01101_,52.27µm
_00494_,52.2µm
_05561_,52.19µm
_09083_,52.16µm
_01502_,52.08µm
_08232_,52.02µm
_09994_,51.98µm
_09931_,51.915µm
term_mid\[34\],51.88µm
net971,51.87µm
_06578_,51.84µm
_09380_,51.84µm
_03331_,51.835µm
_06709_,51.74µm
_07642_,51.68µm
_00059_,51.66µm
_03774_,51.64µm
_05385_,51.61µm
_10074_,51.56µm
net820,51.54µm
net1091,51.465µm
net1133,51.42µm
_00274_,51.365µm
_07622_,51.34µm
_02309_,51.29µm
_00987_,51.245µm
_09313_,51.235µm
_08957_,51.12µm
_07138_,51.115µm
_07557_,51.115µm
_02183_,50.94µm
net877,50.92µm
_02095_,50.86µm
_08881_,50.85µm
_05024_,50.84µm
p_hl\[11\],50.8µm
_03545_,50.76µm
_05177_,50.76µm
_08052_,50.71µm
_04784_,50.7µm
_04953_,50.64µm
_00402_,50.48µm
_01200_,50.4µm
_07109_,50.38µm
clknet_leaf_25_clk,50.38µm
_07589_,50.33µm
net933,50.3µm
_10143_,50.2µm
net980,50.12µm
_00777_,50.1µm
net428,50.06µm
_02035_,50µm
_03347_,49.98µm
_01867_,49.88µm
_08619_,49.86µm
_10013_,49.86µm
_06426_,49.82µm
_00546_,49.72µm
net953,49.68µm
_04945_,49.58µm
_05565_,49.56µm
_07893_,49.535µm
_00615_,49.52µm
_02100_,49.32µm
net942,49.31µm
_01131_,49.26µm
_02915_,49.2µm
_00458_,49.18µm
_00325_,49.105µm
_09265_,49.06µm
_06079_,49.04µm
_04487_,49.01µm
_03799_,48.98µm
_02153_,48.94µm
_06047_,48.94µm
_09562_,48.86µm
_07312_,48.84µm
_03440_,48.82µm
_09415_,48.82µm
_09481_,48.82µm
_05524_,48.75µm
_02042_,48.7µm
_10053_,48.66µm
_02466_,48.56µm
_09020_,48.54µm
_01143_,48.52µm
_02489_,48.52µm
_06879_,48.5µm
_01975_,48.46µm
_09194_,48.46µm
_03599_,48.45µm
_03881_,48.45µm
_05463_,48.44µm
_07270_,48.43µm
_07498_,48.43µm
_05896_,48.4µm
_05271_,48.3µm
_01863_,48.26µm
_06912_,48.26µm
_07963_,48.25µm
_07671_,48.22µm
net227,48.22µm
_04389_,48.2µm
_05004_,48.16µm
a_l\[1\],48.14µm
_02925_,48.12µm
_07623_,48.12µm
_04560_,48.1µm
_06875_,48.06µm
_09412_,48.06µm
_08562_,48.04µm
_02349_,47.98µm
_06901_,47.98µm
clknet_leaf_0_clk,47.9µm
_06745_,47.88µm
_06209_,47.82µm
_07491_,47.82µm
_07153_,47.78µm
_07868_,47.78µm
_07894_,47.76µm
_08520_,47.76µm
_03679_,47.74µm
_04382_,47.7µm
_04324_,47.67µm
_09393_,47.67µm
_09185_,47.56µm
_00591_,47.54µm
_02289_,47.48µm
_03219_,47.43µm
_03896_,47.43µm
_06072_,47.4µm
_09529_,47.39µm
_04395_,47.36µm
_03072_,47.34µm
_00416_,47.28µm
_06894_,47.22µm
net365,47.205µm
_01660_,47.14µm
_05039_,47.12µm
_00452_,47.08µm
_02641_,47.08µm
net31,47.06µm
_04843_,47.02µm
_07241_,47.02µm
_03464_,47µm
_05190_,47µm
_00894_,46.98µm
_03607_,46.94µm
_02441_,46.93µm
_02512_,46.92µm
_03789_,46.86µm
_00580_,46.82µm
_05452_,46.82µm
_06659_,46.8µm
_02928_,46.74µm
clknet_leaf_48_clk,46.74µm
clknet_leaf_29_clk,46.64µm
_01269_,46.46µm
term_high\[49\],46.46µm
_03117_,46.42µm
_10150_,46.42µm
_01054_,46.4µm
_00643_,46.32µm
_06728_,46.29µm
_06961_,46.27µm
_01036_,46.23µm
_07964_,46.2µm
_00492_,46.14µm
b_l\[12\],46.14µm
_07031_,46.12µm
_05055_,45.96µm
_07415_,45.96µm
_04490_,45.895µm
_00725_,45.82µm
_07703_,45.72µm
_09932_,45.72µm
clknet_leaf_36_clk,45.72µm
_07760_,45.66µm
_08380_,45.66µm
a_h\[7\],45.66µm
_03379_,45.64µm
_03175_,45.6µm
_04009_,45.56µm
_02347_,45.54µm
_00587_,45.52µm
_05797_,45.52µm
_04947_,45.48µm
_04913_,45.46µm
_07341_,45.46µm
_09837_,45.46µm
_07644_,45.36µm
_09000_,45.36µm
_03332_,45.32µm
_07127_,45.32µm
_04393_,45.28µm
_08054_,45.28µm
_09266_,45.28µm
_03394_,45.24µm
_04002_,45.24µm
_08518_,45.2µm
_00174_,45.185µm
_05979_,45.14µm
_05050_,45.12µm
_05751_,45.1µm
_05834_,45.08µm
_03725_,45.06µm
_06264_,45.06µm
_07128_,45.04µm
_07555_,45.04µm
_05567_,45.02µm
_07016_,45.02µm
_08576_,45µm
_00049_,44.94µm
_02760_,44.9µm
_05771_,44.88µm
