net,length_um
net637,311.73µm
net1182,310.34µm
net25,309.42µm
_06761_,308.44µm
net176,307.56µm
net642,307.56µm
_05044_,307.54µm
_00054_,307.405µm
p_hl\[23\],307.16µm
net529,305.565µm
net499,304.775µm
net491,301.01µm
net727,300.6µm
net704,300.36µm
net774,299.93µm
net724,299.82µm
net639,299.42µm
net494,297.78µm
net633,297.65µm
_06681_,296.62µm
net771,295.18µm
net496,294.84µm
net717,290.8µm
net62,290.58µm
net562,290.05µm
net14,289.06µm
net506,289.04µm
_02362_,288.16µm
net725,287.56µm
_00053_,287.315µm
p_hl\[19\],286.94µm
net871,286.42µm
net557,285.09µm
net710,284.805µm
net776,283.81µm
net746,283.52µm
net726,282.64µm
p_hl\[24\],282.25µm
net730,282.25µm
net504,282.1µm
net785,281.97µm
_07234_,281.49µm
net758,280.51µm
net732,279.76µm
net559,279.67µm
p_hl\[25\],279.54µm
_06480_,279.5µm
net644,278.805µm
net99,278.5µm
net653,277.41µm
net739,276.32µm
net682,276.11µm
_00064_,275.345µm
net490,275.26µm
_06985_,274.94µm
net787,274.35µm
net534,274.33µm
net55,274.28µm
net599,272.8µm
net88,272.72µm
net552,272.4µm
_00033_,268.585µm
net564,268.19µm
net596,267.76µm
b_l\[8\],266.13µm
net634,265.73µm
_07100_,264.77µm
net527,263.8µm
net44,263.62µm
net116,263.18µm
net611,262.28µm
net794,261.72µm
net777,261.33µm
net731,260.39µm
net33,260.1µm
net657,259.925µm
net607,259.83µm
net498,258.32µm
net770,257.395µm
net790,256.44µm
net518,256.27µm
net582,255.75µm
net773,255.72µm
p_hl\[26\],255.01µm
p_hl\[27\],254.56µm
net716,254.445µm
p_hl\[17\],254.28µm
net503,253.87µm
net762,253.35µm
net59,252.76µm
net590,251.965µm
net93,251.46µm
net517,251.29µm
net786,250.97µm
net532,250.57µm
net91,250.52µm
net620,250.445µm
p_hl\[16\],249.56µm
net589,249.07µm
net733,248.92µm
net659,248.21µm
net784,248.14µm
net698,247.73µm
net526,247.39µm
net94,247.34µm
net623,247.315µm
net124,246.92µm
net618,246.76µm
net521,246.66µm
net97,246.46µm
net512,246.25µm
net656,245.87µm
net778,245.73µm
net734,245.59µm
_00052_,245.38µm
net695,243.41µm
net123,242.82µm
net125,242.78µm
net1003,242.74µm
net705,242.73µm
p_hl\[28\],242.64µm
net119,241.48µm
net520,241.48µm
net115,241.44µm
_00032_,241.26µm
net89,241.1µm
net95,240.98µm
net789,240.54µm
net58,240.18µm
a_l\[6\],240.14µm
net96,240.06µm
net15,239.08µm
net519,239µm
net577,239µm
net767,238.865µm
net663,238.74µm
net763,238.56µm
net714,238.54µm
net113,238.3µm
net563,238.22µm
net572,238.145µm
net737,238.135µm
net522,238.02µm
net588,236.65µm
net686,236.57µm
net677,236.56µm
_02278_,236.48µm
p_hl\[29\],236.06µm
net764,235.81µm
net82,235.64µm
p_hl\[18\],235.52µm
net685,234.87µm
net584,234.49µm
net118,234.2µm
net98,234.16µm
net600,233.75µm
net757,232.91µm
net772,232.83µm
net795,232.16µm
net706,232.03µm
net103,231.94µm
net647,231.61µm
net108,231.48µm
net117,231.48µm
net628,230.91µm
net111,230.6µm
net690,230.6µm
net775,230.46µm
net617,230.38µm
net645,230.055µm
net621,229.83µm
net112,228.72µm
net638,228.715µm
net579,228.67µm
net585,228.52µm
net1058,227.05µm
net109,226.5µm
net104,226.04µm
net105,226.04µm
net114,226µm
net60,225.16µm
a_h\[15\],225.13µm
net612,224.97µm
net107,224.7µm
net1202,224.31µm
net106,224.24µm
net100,222.82µm
net501,222.74µm
net533,222.38µm
net594,222.37µm
net693,222.3µm
_04133_,222.21µm
net780,222.06µm
net670,222.04µm
net712,221.87µm
_00047_,221.82µm
net528,221.34µm
net77,221.2µm
net542,220.65µm
net101,220.56µm
net626,220.55µm
net102,220.1µm
net666,220.04µm
net749,218.755µm
net78,218.16µm
net750,217.44µm
b_l\[9\],216.615µm
net675,216.41µm
net578,216.27µm
net1002,215.37µm
net568,214.79µm
a_l\[5\],214.7µm
net549,214.6µm
_01758_,214.5µm
b_l\[14\],214.38µm
net687,213.39µm
net513,213.38µm
p_hl\[31\],213.37µm
net718,213.36µm
net497,213.1µm
net553,212.96µm
net616,212.88µm
net11,212.72µm
net761,212.655µm
net649,212.45µm
net90,212.44µm
net669,212.245µm
net61,212.1µm
net560,212.1µm
net541,212.025µm
net16,211.88µm
net1159,211.83µm
net722,211.745µm
net571,211.61µm
net660,211.3µm
net531,210.73µm
net565,209.81µm
net756,209.75µm
p_hl\[30\],209.74µm
net523,209.61µm
net1126,209.545µm
net567,209.48µm
net738,209.395µm
net966,209.315µm
net792,208.49µm
net625,207.935µm
b_l\[15\],207.885µm
net538,207.72µm
net1038,207.52µm
_00045_,207.205µm
net719,207.095µm
net909,207.09µm
net661,206.79µm
net729,206.75µm
net711,206.555µm
net721,206.28µm
_00051_,206.085µm
net508,205.85µm
net1149,204.72µm
net800,204.46µm
net569,203.98µm
net550,202.94µm
net769,202.595µm
net680,202.5µm
net608,201.92µm
net798,201.72µm
net601,201.615µm
net606,200.5µm
net701,198.04µm
net741,197.88µm
net662,197.76µm
net654,197.4µm
net581,197.29µm
net10,196.74µm
net791,196.64µm
net676,196.55µm
net752,194.48µm
_00044_,193.72µm
a_h\[9\],193.72µm
net683,193.59µm
net1116,193.52µm
net609,193.36µm
net1181,192.98µm
net760,192.37µm
net514,192.34µm
net39,191.98µm
_02082_,191.81µm
net1179,191.81µm
a_h\[7\],191.59µm
net736,191.56µm
net1184,191.19µm
net1197,191.07µm
net976,191.03µm
net632,191µm
net655,190.995µm
net797,190.67µm
net755,190.55µm
a_h\[4\],190.2µm
net700,189.68µm
net1138,189.305µm
net537,189.03µm
net751,188.82µm
clknet_leaf_17_clk,188.78µm
net766,188.46µm
net593,188.34µm
p_hl\[15\],188.33µm
net487,188.18µm
net509,187.8µm
_00385_,187.12µm
_00042_,186.925µm
net524,185.855µm
p_hl\[14\],185.73µm
net586,185.47µm
p_hl\[12\],185.28µm
net587,184.91µm
net583,184.72µm
net38,184.54µm
net165,183.785µm
net894,183.08µm
p_hl\[13\],183µm
net941,182.89µm
net1080,182.815µm
net1004,182.52µm
net34,182.4µm
net35,181.48µm
net671,181.32µm
_04134_,181.2µm
_00043_,180.925µm
net603,180.89µm
net768,180.4µm
net1077,180.02µm
a_l\[4\],179.98µm
net964,179.34µm
net566,179.29µm
net36,179.1µm
net535,178.615µm
net782,178.4µm
net748,178.33µm
a_h\[13\],178.28µm
net908,178.2µm
net807,178.18µm
net696,177.94µm
net1150,177.9µm
net37,177.72µm
net540,177.59µm
net622,177.53µm
net805,177.25µm
net1035,175.93µm
net684,175.385µm
_06401_,175.32µm
net1024,174.9µm
net580,174.87µm
net631,174.72µm
net17,174.66µm
net1074,174.59µm
net573,174.48µm
_00050_,174.24µm
net574,174.09µm
net1174,173.92µm
_00041_,173.465µm
net615,173.23µm
net709,172.78µm
net1066,172.745µm
net788,172.62µm
net79,172.06µm
net1100,171.67µm
net1031,171.62µm
net576,170.98µm
net715,170.59µm
net492,170.13µm
clknet_leaf_51_clk,169.66µm
net707,169.26µm
net1414,167.98µm
net1106,167.16µm
net806,166.77µm
net1158,166.63µm
net558,166.465µm
net1196,166.34µm
_02613_,166.09µm
net629,165.93µm
net747,165.72µm
clknet_leaf_22_clk,164.2µm
net1395,164.14µm
net525,163.95µm
net804,163.72µm
net505,163.26µm
net610,163.25µm
net515,162.98µm
net546,162.56µm
net1108,162.13µm
net592,161.01µm
net9,161µm
p_hl\[11\],160.82µm
net801,159.82µm
net630,159.09µm
p_hl\[10\],158.43µm
net570,158.08µm
net511,158.04µm
net708,157.86µm
a_l\[13\],157.79µm
net636,157.35µm
net595,157.3µm
_00038_,156.965µm
net597,156.82µm
net799,156.79µm
net803,156.5µm
net974,156.48µm
net965,156.325µm
_00063_,156.1µm
net536,155.75µm
_00036_,154.905µm
b_h\[8\],154.6µm
net164,154.42µm
net643,154.265µm
_00350_,153.535µm
net619,153.405µm
net928,153.26µm
net1055,152.58µm
net692,152.54µm
net944,152.385µm
net613,152.295µm
net1112,152.1µm
net1183,151.7µm
net1180,151.58µm
clknet_leaf_36_clk,151.38µm
net507,151.29µm
net668,151.215µm
net8,150.62µm
_00037_,150.42µm
net451,150.24µm
a_l\[7\],150.04µm
net591,149.73µm
net745,149.66µm
net943,149.66µm
clknet_leaf_16_clk,149.54µm
net530,148.455µm
net652,148.435µm
net1193,148µm
net1169,147.82µm
net650,147.39µm
_06440_,146.98µm
net598,146.45µm
net1065,145.93µm
clknet_leaf_47_clk,145.28µm
net754,145µm
_00351_,144.365µm
net679,143.84µm
net614,143.45µm
p_hl\[9\],143.37µm
p_hl\[8\],143.08µm
net689,141.8µm
net1396,141.52µm
net783,141.345µm
net18,141.28µm
net667,141.07µm
net1130,140.79µm
net1072,140.61µm
net69,140.36µm
net1122,140.24µm
net1063,140.1µm
net651,139.79µm
net665,139.085µm
a_l\[14\],138.99µm
net627,138.22µm
net640,137.87µm
net1188,137.59µm
net1207,136.95µm
net971,136.27µm
clknet_leaf_30_clk,135.52µm
net889,135.32µm
net543,134.82µm
net80,134.56µm
net1114,134.12µm
net702,134.09µm
clknet_leaf_24_clk,133.08µm
net1030,132.6µm
net561,132.29µm
net658,132.13µm
net713,130.965µm
net703,130.88µm
net545,130.575µm
net19,130.28µm
net753,130.02µm
b_l\[6\],129.75µm
a_h\[11\],129.54µm
_00067_,129.045µm
net953,128.39µm
net1046,128.38µm
net1186,127.97µm
b_h\[15\],127.94µm
clknet_leaf_46_clk,127.09µm
net962,126.94µm
clknet_leaf_32_clk,126.91µm
net648,126.78µm
net691,126.44µm
net624,125.71µm
net551,125.28µm
_01641_,125.14µm
net664,124.775µm
net510,123.67µm
net1146,123.19µm
net635,123.14µm
a_h\[3\],122.98µm
_01856_,122.81µm
_00352_,122.785µm
clknet_leaf_14_clk,122.14µm
_00386_,122.085µm
clknet_leaf_13_clk,121.38µm
clknet_leaf_12_clk,121.26µm
p_hl\[3\],120.84µm
_03605_,120.6µm
clknet_leaf_33_clk,120.48µm
net1111,120.1µm
_00074_,120.065µm
net70,119.94µm
_04259_,119.91µm
net20,119.78µm
b_h\[12\],118.54µm
net1062,118.52µm
net135,118.49µm
clknet_leaf_15_clk,117.86µm
net556,117.53µm
net672,117.37µm
net1059,117.34µm
net1404,117.17µm
net1401,117.06µm
_00182_,116.745µm
b_l\[7\],116.2µm
net1121,116.12µm
b_h\[2\],115.73µm
a_h\[10\],115.66µm
_01642_,115.45µm
net1097,115.18µm
net793,114.93µm
net1071,114.8µm
_05889_,114.695µm
net602,114.58µm
_02588_,114.24µm
net802,114.12µm
_00048_,113.965µm
net555,113.83µm
net1026,113.69µm
_00184_,113.635µm
net954,112.86µm
b_l\[13\],112.82µm
net575,112.78µm
_00387_,112.705µm
net1054,112.12µm
net71,111.66µm
net66,111.32µm
b_h\[10\],111.28µm
_06845_,111.12µm
net144,111.045µm
net673,110.36µm
clknet_leaf_20_clk,110.3µm
_00181_,110.195µm
net81,109.4µm
net604,109.26µm
net21,108.42µm
_05888_,108.36µm
clknet_leaf_19_clk,108.36µm
_00872_,108µm
_00349_,107.145µm
b_l\[1\],106.98µm
_00179_,106.88µm
b_l\[4\],106.58µm
_00183_,105.935µm
_03295_,105.7µm
net1040,105.28µm
net796,104.73µm
net133,104.645µm
clknet_leaf_42_clk,104.5µm
net759,104.485µm
net1397,103.82µm
net646,103.45µm
_07587_,103.055µm
p_hl\[6\],102.87µm
net910,102.66µm
a_l\[0\],102.59µm
_00192_,101.695µm
net1098,101.54µm
net1402,101.41µm
net1399,101.16µm
net68,100.86µm
net22,100.72µm
_00311_,100.06µm
net1039,99.9µm
_05890_,99.82µm
_00061_,98.84µm
p_lh\[31\],98.82µm
net188,98.635µm
b_l\[10\],98.62µm
a_l\[10\],98.38µm
net929,98.25µm
_06984_,97.75µm
b_l\[11\],97.37µm
_08040_,97.25µm
_07586_,96.54µm
b_h\[7\],96.5µm
_06836_,96.4µm
net67,96.2µm
p_hl\[2\],95.56µm
net544,95.56µm
_02547_,95.5µm
_08139_,95.45µm
net848,95.31µm
_00186_,95.105µm
clknet_leaf_23_clk,95.06µm
clknet_leaf_21_clk,94.78µm
net947,94.78µm
_06537_,94.41µm
_02545_,94.28µm
_08210_,94.11µm
clknet_leaf_6_clk,93.4µm
clknet_leaf_27_clk,93.22µm
clknet_leaf_18_clk,93.1µm
net911,93.1µm
net220,92.565µm
net946,92.375µm
_10004_,92.18µm
_01218_,92.13µm
_00307_,91.845µm
net1398,91.42µm
b_h\[4\],91.36µm
net72,91.22µm
_06999_,91.18µm
b_l\[5\],91.17µm
b_h\[11\],91.12µm
_05881_,90.695µm
_05660_,89.9µm
_09816_,89.82µm
net1057,89.22µm
net1000,88.9µm
b_l\[3\],88.79µm
_07584_,88.58µm
term_low\[20\],88.58µm
net942,88.1µm
a_l\[3\],87.8µm
b_l\[2\],87.44µm
_03739_,87.37µm
a_h\[5\],87.24µm
a_l\[2\],86.8µm
net1082,86.74µm
clknet_leaf_35_clk,86.72µm
_01653_,86.62µm
_06728_,86.18µm
b_h\[5\],86.18µm
b_h\[6\],86.07µm
_05896_,85.72µm
net1005,85.58µm
net1153,85.56µm
_02546_,85.32µm
net977,85.26µm
_02424_,85.16µm
net605,84.84µm
_05979_,84.74µm
net1410,84.3µm
net688,84.2µm
_08777_,83.88µm
net1001,83.68µm
_03151_,83.54µm
_05899_,83.02µm
net390,82.61µm
clknet_leaf_38_clk,82.02µm
_00077_,81.805µm
clknet_leaf_37_clk,81.66µm
net1050,81.62µm
_00368_,81.505µm
clknet_leaf_41_clk,81.36µm
_01595_,81.355µm
_05773_,81.35µm
b_l\[0\],80.7µm
net1167,80.68µm
_09845_,80.6µm
_01837_,80.34µm
_07740_,80.275µm
_03298_,79.37µm
_05819_,79.12µm
_02760_,78.7µm
_06095_,78.66µm
clknet_leaf_49_clk,78.66µm
clknet_leaf_60_clk,78.62µm
net927,78.55µm
_04416_,78.39µm
net1036,77.78µm
_05886_,77.225µm
_00209_,77.12µm
_02755_,77.08µm
_07392_,76.92µm
net1143,76.8µm
_02928_,76.62µm
_07770_,76.62µm
_07256_,76.4µm
p_lh\[29\],76.04µm
_01669_,75.98µm
_05771_,75.91µm
_06998_,75.9µm
clknet_leaf_34_clk,75.64µm
_08776_,75.4µm
_05978_,75.14µm
_05533_,75.11µm
net1168,75.02µm
net898,74.88µm
_01756_,74.08µm
_07257_,73.68µm
_09437_,73.5µm
_08191_,73.42µm
term_low\[18\],73.28µm
_08373_,73.14µm
net547,73.14µm
_07527_,73.08µm
_02669_,72.74µm
net241,72.68µm
_00653_,72.65µm
_00316_,72.365µm
_00264_,72.34µm
net678,72.33µm
net1201,72.24µm
a_l\[1\],71.68µm
term_low\[19\],71.66µm
net1192,71.655µm
_05883_,71.46µm
net140,71.28µm
_00312_,71.16µm
_00662_,71.04µm
_02759_,70.99µm
_00725_,70.88µm
_02672_,70.72µm
_02917_,70.58µm
_02423_,70.54µm
_03163_,70.36µm
p_ll\[0\],70.28µm
_09481_,70.14µm
_06217_,69.98µm
net1053,69.76µm
net1163,69.74µm
clknet_leaf_56_clk,69.725µm
_06694_,69.68µm
clknet_leaf_9_clk,69.61µm
p_hl\[5\],69.6µm
_02671_,69.58µm
_07766_,69.44µm
net1204,69.44µm
net1178,69.3µm
_00310_,68.98µm
_00072_,68.92µm
_08268_,68.89µm
_08494_,68.46µm
b_h\[13\],67.94µm
_05772_,67.89µm
_05446_,67.72µm
_02858_,67.62µm
_09966_,67.58µm
net1147,67.48µm
_00266_,67.405µm
_08138_,67.21µm
net827,67.18µm
_05885_,67.17µm
_03395_,66.96µm
_07407_,66.79µm
_09835_,66.75µm
clknet_leaf_58_clk,66.72µm
a_h\[14\],66.68µm
net548,66.64µm
clknet_leaf_48_clk,66.62µm
_09480_,66.56µm
_01101_,66.48µm
_00039_,66.46µm
_05464_,66.36µm
net917,66.36µm
net349,66.02µm
a_l\[9\],65.54µm
clknet_leaf_28_clk,65.46µm
_09083_,65.33µm
_03535_,65.31µm
_00060_,65.28µm
net1037,65.28µm
net1151,65.2µm
_09708_,64.98µm
_03169_,64.92µm
_05666_,64.86µm
_02925_,64.84µm
_05565_,64.68µm
_07510_,64.43µm
_08364_,64.41µm
_07454_,64.32µm
_09837_,64.29µm
_07113_,64.26µm
p_hl\[4\],64.26µm
net151,64.18µm
_07014_,64.13µm
_03170_,64.07µm
term_mid\[16\],64.02µm
_02641_,64µm
_08084_,63.82µm
_05120_,63.8µm
_07438_,63.7µm
_00645_,63.57µm
net1391,63.38µm
_02753_,63.3µm
_08372_,63.3µm
_02752_,63.24µm
_10036_,63.22µm
net814,63.14µm
net1044,63.08µm
_02899_,62.98µm
_05893_,62.98µm
_04844_,62.76µm
net697,62.72µm
_02575_,62.66µm
_03171_,62.655µm
clknet_leaf_53_clk,62.62µm
_09824_,62.56µm
_07174_,62.32µm
_00455_,62.26µm
net945,62.24µm
_02916_,62.17µm
net1185,62.12µm
_03653_,62.095µm
_07453_,62.05µm
_09970_,62µm
_05377_,61.88µm
_00589_,61.8µm
_02670_,61.76µm
_09661_,61.69µm
_05479_,61.53µm
_07498_,61.53µm
clknet_leaf_5_clk,61.5µm
_07822_,61.36µm
net934,61.36µm
_08267_,61.3µm
_07592_,61.22µm
clknet_leaf_8_clk,61.2µm
_05012_,61.11µm
net229,61.08µm
clknet_leaf_45_clk,61µm
_05463_,60.98µm
_06455_,60.82µm
_02092_,60.745µm
_09844_,60.66µm
_00366_,60.645µm
net1027,60.54µm
net1129,60.48µm
_09082_,60.43µm
clknet_leaf_40_clk,60.38µm
_00661_,60.26µm
_05924_,60.07µm
_08230_,60µm
_07678_,59.965µm
_03162_,59.94µm
_02310_,59.9µm
net324,59.78µm
_07644_,59.7µm
_02762_,59.6µm
net1133,59.535µm
a_h\[6\],59.52µm
_07307_,59.5µm
_06578_,59.42µm
_09436_,59.21µm
_09707_,59.18µm
_06849_,59.1µm
_01660_,59.02µm
_03452_,58.98µm
_08437_,58.88µm
_05604_,58.86µm
_04302_,58.85µm
_00275_,58.64µm
net822,58.53µm
_02643_,58.4µm
_00953_,58.34µm
_05223_,58.285µm
_07060_,58.28µm
_08079_,58.26µm
net138,58.26µm
_05616_,58.24µm
net854,58.16µm
_02606_,58.1µm
net1051,58.02µm
net1190,58.02µm
net325,57.98µm
_06908_,57.92µm
_09320_,57.9µm
_02349_,57.82µm
_05178_,57.655µm
_07727_,57.56µm
_02668_,57.135µm
_03799_,57.08µm
net1173,57.035µm
_09533_,57µm
mid_sum\[14\],56.98µm
_02998_,56.86µm
_03532_,56.82µm
_09265_,56.78µm
net374,56.775µm
_00542_,56.76µm
_06689_,56.7µm
net1094,56.66µm
_05385_,56.58µm
net359,56.48µm
_02243_,56.45µm
_08313_,56.4µm
_09530_,56.32µm
_03027_,56.25µm
_00267_,56.225µm
_09539_,56.2µm
_10058_,56.14µm
clknet_leaf_0_clk,56.12µm
_00702_,55.98µm
_02644_,55.96µm
_07312_,55.94µm
_07128_,55.9µm
_09099_,55.88µm
_03007_,55.86µm
_00836_,55.84µm
_06729_,55.83µm
term_high\[56\],55.82µm
_04382_,55.78µm
_04436_,55.72µm
_04670_,55.62µm
_06743_,55.62µm
_05116_,55.6µm
term_high\[47\],55.48µm
_05245_,55.47µm
_08362_,55.44µm
net950,55.435µm
_05652_,55.42µm
_04968_,55.38µm
net137,55.365µm
_07240_,55.3µm
_05060_,55.21µm
_09266_,55.08µm
_08619_,55.06µm
_07888_,54.92µm
_07991_,54.9µm
_05399_,54.77µm
net306,54.72µm
_07772_,54.68µm
_08436_,54.66µm
_07989_,54.36µm
_00546_,54.32µm
net921,54.32µm
_08576_,54.285µm
_03728_,54.24µm
_04777_,54.18µm
_06709_,54.1µm
_00379_,54.085µm
_07408_,54.04µm
_00724_,53.96µm
_00895_,53.94µm
_07389_,53.94µm
_05583_,53.93µm
_06005_,53.92µm
_07830_,53.86µm
term_low\[17\],53.46µm
clknet_leaf_26_clk,53.44µm
_00608_,53.42µm
_08363_,53.4µm
_00987_,53.36µm
_06787_,53.35µm
_04953_,53.26µm
_03117_,53.24µm
_03449_,53.22µm
p_lh\[9\],53.18µm
_00488_,53.165µm
_06744_,52.98µm
net901,52.96µm
_00451_,52.92µm
net83,52.84µm
_00955_,52.75µm
_02163_,52.72µm
_10117_,52.72µm
_09412_,52.66µm
_02176_,52.58µm
_04343_,52.58µm
_05271_,52.56µm
_04141_,52.52µm
_00835_,52.44µm
_03456_,52.43µm
_00458_,52.335µm
_02937_,52.32µm
net136,52.32µm
_07436_,52.28µm
_05871_,52.22µm
_03121_,52.16µm
_05903_,52.14µm
_03037_,52.12µm
_03679_,52.08µm
_03081_,51.99µm
net469,51.98µm
_01193_,51.96µm
_09219_,51.9µm
_06912_,51.84µm
_04608_,51.76µm
_03035_,51.74µm
net1375,51.5µm
_05059_,51.49µm
_00383_,51.465µm
clknet_leaf_43_clk,51.46µm
_04986_,51.4µm
_00301_,51.285µm
_05920_,51.28µm
_03287_,51.26µm
_10120_,51.08µm
_03432_,51.06µm
_09020_,51.04µm
_09906_,51.04µm
_00544_,51µm
_02309_,50.96µm
_05527_,50.96µm
net681,50.96µm
net360,50.9µm
_07405_,50.88µm
_00733_,50.85µm
_09658_,50.82µm
_09131_,50.695µm
_07361_,50.66µm
net158,50.615µm
_07311_,50.4µm
_03331_,50.38µm
_02185_,50.2µm
_08965_,50.2µm
_07270_,50.185µm
_02907_,50.16µm
_08395_,50.14µm
_03953_,50.12µm
_07995_,50.06µm
_05865_,49.88µm
_03038_,49.81µm
_03489_,49.63µm
_07416_,49.62µm
_04989_,49.6µm
_05332_,49.58µm
net148,49.56µm
_08167_,49.52µm
_05041_,49.48µm
_07800_,49.46µm
_06186_,49.42µm
_08353_,49.4µm
mid_sum\[13\],49.4µm
_08587_,49.38µm
_08963_,49.36µm
_05702_,49.33µm
_05507_,49.28µm
_03197_,49.16µm
_10002_,49.16µm
_00770_,49.08µm
net1148,49.08µm
_02825_,49.06µm
_01037_,48.985µm
_01471_,48.9µm
net1379,48.9µm
_02815_,48.86µm
_03131_,48.84µm
_09372_,48.77µm
_01124_,48.74µm
_09350_,48.74µm
net973,48.7µm
_07127_,48.68µm
_02996_,48.67µm
_03772_,48.62µm
_10118_,48.62µm
_03286_,48.58µm
_04756_,48.58µm
_05062_,48.58µm
_00607_,48.52µm
_02466_,48.5µm
_03330_,48.5µm
_07015_,48.46µm
_02560_,48.36µm
net1376,48.32µm
_10092_,48.275µm
term_high\[57\],48.26µm
_06875_,48.24µm
_06961_,48.22µm
_04463_,48.2µm
_07831_,48.2µm
_08382_,48.19µm
_07783_,48.18µm
_09484_,48.16µm
_06658_,48.14µm
_09551_,48.14µm
_03119_,48.13µm
_02099_,48.1µm
_03347_,48.09µm
_02626_,48.07µm
_09716_,48.055µm
_04732_,48.04µm
_09127_,48.04µm
net376,48.025µm
_00432_,48.02µm
_04348_,48.02µm
_07996_,48.02µm
_08596_,48µm
_07016_,47.99µm
_06874_,47.96µm
_03201_,47.95µm
_10044_,47.92µm
_07703_,47.88µm
mid_sum\[11\],47.86µm
_03158_,47.85µm
net1060,47.82µm
_03202_,47.8µm
_05824_,47.78µm
_09731_,47.74µm
_00006_,47.7µm
clknet_leaf_3_clk,47.68µm
_03533_,47.66µm
_07722_,47.64µm
p_ll\[23\],47.56µm
_01060_,47.52µm
clknet_leaf_52_clk,47.47µm
_07138_,47.46µm
a_l\[15\],47.44µm
_00377_,47.325µm
_00976_,47.3µm
_10177_,47.3µm
_09074_,47.28µm
_00296_,47.265µm
p_lh\[11\],47.24µm
_00494_,47.22µm
clknet_leaf_11_clk,47.22µm
_07906_,47.21µm
_02183_,47.14µm
_01570_,47.07µm
_08517_,46.98µm
_07051_,46.92µm
_07123_,46.92µm
net242,46.9µm
_05529_,46.86µm
_02826_,46.83µm
_02390_,46.815µm
mid_sum\[0\],46.78µm
_05297_,46.76µm
_03026_,46.7µm
_08575_,46.7µm
_05999_,46.58µm
_06586_,46.52µm
_07868_,46.49µm
_10125_,46.46µm
_00982_,46.44µm
_03507_,46.43µm
_00984_,46.3µm
