net,length_um
net668,214.22µm
net578,214.1µm
net695,213.74µm
net566,213.54µm
_00437_,213.53µm
net556,213.185µm
net694,213µm
net498,212.75µm
net598,212.295µm
p_hl\[17\],211.71µm
net766,210.765µm
net669,210.66µm
net581,210.41µm
net941,210.14µm
net559,209.31µm
net584,209.11µm
net746,208.76µm
b_h\[6\],208.67µm
p_hl\[7\],207.02µm
net583,207.01µm
net507,206.12µm
net1128,206.115µm
p_hl\[19\],206.01µm
net760,205.7µm
net625,205.66µm
net621,204.93µm
b_l\[2\],204.38µm
net750,204.31µm
b_h\[8\],203.58µm
net774,203.405µm
clk,203.33µm
net1148,203.13µm
net782,202.58µm
net710,202.55µm
net1004,202.25µm
net643,202.185µm
net656,202.13µm
p_hl\[16\],201.71µm
p_hl\[18\],201.65µm
p_hl\[20\],201.64µm
p_hl\[25\],201.09µm
net944,200.93µm
net779,200.92µm
net1013,200.68µm
net601,200.61µm
net593,199.78µm
net565,199.72µm
net597,199.57µm
net571,199.45µm
net538,198.95µm
net513,198.395µm
net741,198.28µm
net500,198.225µm
net567,197.81µm
net720,197.26µm
net658,196.92µm
b_l\[8\],196.39µm
net132,196.265µm
p_hl\[8\],195.48µm
net523,194.415µm
net640,194.015µm
net673,193.045µm
net650,192.595µm
net778,192.38µm
net659,191.95µm
net739,191.87µm
net1059,191.61µm
net986,191.54µm
net550,191.34µm
net644,191.08µm
net657,190.94µm
net599,190.81µm
net490,190.5µm
_00421_,190.32µm
net641,189.76µm
net664,189.62µm
net771,189.53µm
_07587_,187.995µm
net1049,187.99µm
net676,187.77µm
_00422_,187.3µm
net761,187.07µm
net591,186.77µm
p_hl\[27\],186.06µm
p_hl\[5\],185.84µm
p_hl\[26\],185.5µm
net626,185.385µm
net745,184.78µm
net609,184.77µm
net560,184.76µm
a_l\[7\],184.63µm
_00420_,184.14µm
net563,183.81µm
net526,183.72µm
net579,183.45µm
net612,183.33µm
net508,183.21µm
net473,182.52µm
net635,182.52µm
a_l\[4\],182.49µm
net645,182.28µm
net569,182.145µm
net638,181.73µm
net733,181.615µm
net530,181.36µm
net1090,181.04µm
b_l\[11\],181.02µm
net995,180.79µm
b_l\[9\],180.64µm
_00419_,179.96µm
net592,179.26µm
net702,179.12µm
net1093,178.99µm
net887,178.57µm
_00298_,177.885µm
a_h\[1\],177.44µm
net728,177.28µm
net662,177.25µm
net735,177.235µm
net590,177.135µm
a_h\[6\],177.07µm
net533,177.065µm
net649,177.03µm
net752,176.91µm
net585,176.86µm
b_h\[13\],176.33µm
_00439_,176.125µm
p_hl\[4\],176µm
net522,174.34µm
a_h\[2\],174.11µm
net950,174.035µm
net655,173.98µm
net919,173.455µm
net848,173.41µm
net691,173.24µm
net660,173.155µm
net787,172.4µm
net552,172.32µm
_00441_,171.96µm
net790,171.58µm
b_h\[4\],171.565µm
net647,171.545µm
net1048,171.51µm
net554,171.44µm
net773,171.27µm
p_hl\[9\],170.82µm
net767,170.8µm
p_hl\[28\],170.67µm
p_hl\[29\],170.28µm
net1019,170.14µm
net768,169.96µm
_07586_,169.67µm
p_hl\[3\],169.02µm
_00301_,169.015µm
net983,168.4µm
_00418_,168.24µm
_07584_,168.22µm
net615,167.41µm
net622,166.5µm
net575,166.42µm
_00143_,166.335µm
net588,166.07µm
net791,165.93µm
p_hl\[2\],165.8µm
net697,165.76µm
net1082,165.66µm
_03605_,165.26µm
net632,164.34µm
net781,163.95µm
net576,163.86µm
net633,163.18µm
clknet_leaf_14_clk,163.17µm
net529,162.98µm
net1146,162.35µm
_01756_,162.1µm
a_l\[11\],161.9µm
net1088,160.68µm
net582,160.545µm
b_l\[10\],160.54µm
_00054_,159.82µm
net495,159.26µm
b_h\[12\],159.245µm
net521,159.24µm
_06401_,158.945µm
net936,158.88µm
_00055_,158.765µm
net1069,158.19µm
net1102,157.74µm
net525,157.19µm
net653,156.6µm
net737,156.215µm
net494,156.14µm
net704,156.09µm
p_hl\[30\],155.32µm
net1043,155.16µm
net678,155.13µm
net1001,154.14µm
net758,153.71µm
_00064_,153.285µm
a_l\[2\],153.2µm
net765,152.81µm
net672,152.6µm
net742,152.39µm
_00440_,152.31µm
net441,151.44µm
net762,151.38µm
_00065_,151.245µm
net1076,151.18µm
b_l\[6\],150.94µm
net602,150.8µm
net675,150.62µm
net976,150.54µm
net966,149.48µm
_01758_,149µm
net888,148.2µm
net551,148.18µm
net600,148.12µm
_00447_,147.98µm
net923,147.93µm
net543,147.38µm
p_hl\[10\],147.18µm
net947,147.155µm
b_l\[1\],147µm
net631,146.3µm
net847,146.19µm
net594,145.64µm
_00442_,144.52µm
net734,144.33µm
net608,144.2µm
net1018,143.99µm
net663,143.44µm
net1033,142.84µm
_00433_,142.54µm
net510,142.08µm
_00445_,141.38µm
net738,141.02µm
clknet_leaf_42_clk,140.34µm
net636,139.83µm
_00194_,139.705µm
p_hl\[1\],139.37µm
_00127_,139.12µm
p_hl\[6\],139.04µm
_00296_,138.785µm
_00443_,138.71µm
net527,138.7µm
net547,138.545µm
net624,138.35µm
net792,138.1µm
b_l\[3\],137.82µm
net993,137.54µm
net605,137.195µm
net671,136.84µm
net789,136.815µm
net1052,136.135µm
net786,135.86µm
clknet_leaf_47_clk,134.02µm
net783,133.17µm
_00976_,132.72µm
_00125_,132.7µm
_00053_,132.405µm
_00431_,132.06µm
net586,131.64µm
_00432_,131.62µm
net648,131.01µm
_00179_,130.685µm
_00430_,130.48µm
net558,130.04µm
net611,129.69µm
net135,129.645µm
net642,129.62µm
net531,129.05µm
net617,129.035µm
_00446_,128.54µm
net1113,128.5µm
net519,128.43µm
net1005,128.41µm
net924,127.98µm
_00124_,127.965µm
net535,127.96µm
_00449_,127.82µm
_00052_,127.625µm
net619,127.58µm
_00448_,127.445µm
a_l\[10\],127.43µm
net1084,127.27µm
net616,127.16µm
net532,127.12µm
_00975_,127.08µm
net874,126.89µm
net1111,126.46µm
net651,125.49µm
_00429_,125.4µm
_06440_,125.2µm
_00188_,125.12µm
net1015,124.35µm
b_h\[3\],124.09µm
p_hl\[31\],123.79µm
net1064,122.76µm
net967,121.82µm
_01471_,121.7µm
_07113_,121.39µm
net906,121.23µm
net788,121.2µm
_00444_,121.13µm
net536,120.27µm
net684,120.06µm
net504,120.035µm
_00428_,120.02µm
_00035_,120.005µm
_01728_,119.88µm
net1009,119.855µm
a_l\[13\],118.6µm
b_h\[10\],118.6µm
net562,118.5µm
net1079,118.45µm
p_lh\[9\],118.38µm
_00063_,117.76µm
_00197_,117.105µm
net686,117.06µm
_07100_,116.3µm
_01724_,115.72µm
a_h\[11\],115.09µm
a_l\[15\],114.82µm
a_l\[6\],114.66µm
net1123,114.66µm
net753,114.62µm
net654,113.92µm
net120,113.78µm
net1041,113.465µm
net595,113.415µm
clknet_leaf_43_clk,113.34µm
_01350_,113.19µm
net546,113.065µm
net75,112.76µm
_00201_,112.165µm
_00126_,112.045µm
net963,111.5µm
net613,111.44µm
net969,111.15µm
net520,110.94µm
net604,110.94µm
net528,110.46µm
p_lh\[7\],110.14µm
clknet_leaf_16_clk,110.06µm
_00203_,109.525µm
net1106,109.48µm
net1105,108.98µm
_05262_,108.78µm
_00202_,108.705µm
_08040_,108.22µm
net1086,108.14µm
_00200_,107.76µm
clknet_leaf_41_clk,106.585µm
net903,106.4µm
net652,106.38µm
_00199_,106.355µm
net876,106.12µm
_00204_,106.035µm
net755,104.15µm
_01351_,104.14µm
net1072,103.26µm
p_lh\[6\],103.22µm
net965,102.855µm
b_h\[15\],102.7µm
net1333,102.47µm
clknet_leaf_12_clk,102.02µm
net1112,101.76µm
net486,101.62µm
_08494_,101.18µm
p_lh\[8\],100.84µm
_08373_,100.81µm
_06999_,100.69µm
a_h\[8\],100.54µm
net539,100.5µm
b_l\[13\],100.32µm
_00198_,100.105µm
net1120,100.09µm
net1070,99.94µm
a_h\[5\],99.8µm
net1127,99.7µm
net542,99.69µm
net711,99.36µm
net1149,98.11µm
clknet_leaf_17_clk,97.88µm
_00195_,97.725µm
net1063,97.48µm
_00193_,97.475µm
p_hh\[31\],97.35µm
a_h\[15\],97.22µm
net1328,96.82µm
net785,96.78µm
_00051_,96.545µm
p_hh\[28\],96.11µm
_08139_,95.32µm
p_hh\[26\],95.22µm
net618,94.98µm
_01837_,94.9µm
_06845_,94.745µm
b_h\[2\],94.22µm
net688,94.06µm
term_low\[28\],94.02µm
net841,93.92µm
_00330_,93.305µm
clknet_leaf_35_clk,92.92µm
clknet_leaf_7_clk,92.88µm
_01595_,92.75µm
net646,92.32µm
p_lh\[5\],92.31µm
_06095_,91.95µm
net1016,91.76µm
net1318,91.54µm
p_hh\[29\],91.13µm
clknet_leaf_27_clk,91.08µm
_07727_,91µm
net1095,91µm
_00326_,90.765µm
net1014,90.67µm
net587,90.38µm
_03953_,90.26µm
p_lh\[4\],89.78µm
net1305,89.74µm
net1373,89.5µm
_00395_,89.385µm
clknet_leaf_15_clk,88.9µm
term_low\[26\],88.52µm
clknet_leaf_18_clk,88.34µm
_02917_,87.96µm
net932,87.92µm
_08138_,87.82µm
_00394_,87.52µm
_06984_,87.45µm
net1325,87.45µm
_00036_,87.335µm
net133,87.06µm
_00182_,87µm
net812,86.5µm
_03950_,86.34µm
p_hh\[30\],86.12µm
net1099,85.88µm
_08777_,85.68µm
net1061,85.18µm
net700,84.96µm
_00196_,84.695µm
_00970_,84.68µm
net1109,84.525µm
_05889_,84.34µm
mid_sum\[30\],84.31µm
_07575_,84.265µm
net975,84.06µm
_05888_,84.04µm
mid_sum\[32\],83.84µm
_07527_,83.72µm
net747,83.65µm
net666,83.54µm
net573,83.47µm
_08149_,83.275µm
clknet_leaf_4_clk,83.14µm
term_low\[27\],82.68µm
_04488_,82.44µm
_00183_,82.385µm
_03295_,82.37µm
net293,82.08µm
_00191_,81.975µm
net889,81.9µm
net1071,81.4µm
_07772_,81.27µm
net1319,81.22µm
_08362_,81.02µm
net119,80.78µm
_07361_,80.68µm
net744,80.6µm
_03298_,80.23µm
_03951_,79.9µm
_03952_,79.76µm
clknet_leaf_26_clk,79.73µm
_00312_,79.685µm
_07256_,79.58µm
_10008_,79.46µm
_08776_,78.54µm
_10075_,78.43µm
net1303,78.43µm
net885,78.42µm
net1087,78.08µm
_00294_,77.825µm
b_l\[7\],77.75µm
_05479_,77.54µm
_02547_,77.37µm
_03027_,77.32µm
_00376_,77.225µm
net117,76.78µm
net637,76.64µm
_08363_,76.5µm
_05890_,76.4µm
_10076_,76.32µm
b_l\[5\],76.2µm
b_h\[7\],76.1µm
_09855_,75.98µm
p_hh\[25\],75.73µm
_00192_,75.63µm
clknet_leaf_45_clk,75.52µm
_06787_,75.515µm
_06080_,75.44µm
_00189_,75.185µm
net776,75.125µm
_05882_,74.64µm
p_lh\[3\],74.44µm
_01218_,74.42µm
net1299,74.39µm
net743,74.145µm
clknet_leaf_52_clk,73.7µm
p_ll\[30\],73.64µm
_05041_,73.48µm
_09717_,73.47µm
net1036,73.4µm
_02424_,73.27µm
_02752_,73.155µm
_08436_,73.1µm
_09872_,73µm
_06744_,72.84µm
_06537_,72.8µm
_07063_,72.58µm
_08895_,72.52µm
mid_sum\[29\],72.48µm
_03541_,72.44µm
_00348_,72.4µm
net1028,72.34µm
p_ll\[31\],72.32µm
_02545_,72.31µm
net800,72.23µm
_05297_,72.14µm
_08437_,72.06µm
_02916_,72.04µm
_10071_,72.03µm
term_low\[25\],71.92µm
net1078,71.86µm
net537,71.82µm
_00895_,71.8µm
_03489_,71.7µm
net407,71.45µm
net1054,71.42µm
_07576_,71.3µm
net861,71.3µm
_06878_,71.22µm
_00490_,71.16µm
net118,70.96µm
net1022,70.86µm
net1301,70.7µm
_01856_,70.68µm
_01641_,70.64µm
_00061_,70.425µm
clknet_leaf_55_clk,70.42µm
_00050_,70.365µm
clknet_leaf_32_clk,70.26µm
net136,70.22µm
net1025,70.1µm
_09661_,69.98µm
_00000_,69.96µm
b_l\[0\],69.74µm
mid_sum\[28\],69.74µm
clknet_leaf_31_clk,69.66µm
a_h\[12\],69.56µm
_02753_,69.1µm
_00489_,68.98µm
_09871_,68.96µm
_00211_,68.945µm
_03288_,68.93µm
net1302,68.66µm
_00375_,68.565µm
_09716_,68.56µm
_00979_,68.42µm
_05912_,68.42µm
_05347_,68.32µm
_08267_,68.15µm
_08124_,67.945µm
_09131_,67.945µm
clknet_leaf_28_clk,67.6µm
a_l\[12\],67.52µm
_08624_,67.44µm
_08353_,67.42µm
term_low\[16\],67.3µm
net1348,67.24µm
_03151_,67.16µm
_03786_,67.08µm
_02099_,67.06µm
p_hh\[23\],67.06µm
_04463_,67.04µm
net1108,67.02µm
_05819_,66.98µm
clknet_leaf_13_clk,66.96µm
term_low\[24\],66.88µm
_02546_,66.62µm
_03875_,66.6µm
clknet_leaf_23_clk,66.6µm
_08372_,66.56µm
_08210_,66.54µm
_09320_,66.46µm
clknet_leaf_3_clk,66.36µm
_03286_,66.34µm
_07257_,66.28µm
a_h\[14\],66.24µm
_10007_,66.16µm
_00184_,65.965µm
_09910_,65.67µm
_05755_,65.5µm
_09816_,65.42µm
a_h\[13\],65.39µm
_05260_,65.37µm
net1344,65.36µm
_04264_,65.03µm
_05881_,65.02µm
_05604_,64.96µm
_05893_,64.96µm
a_l\[5\],64.76µm
_00469_,64.71µm
_05616_,64.6µm
b_h\[14\],64.58µm
_03728_,64.36µm
_00536_,64.24µm
_10115_,64.2µm
_09937_,64.09µm
_10160_,64.08µm
_09854_,64.03µm
_05980_,64.02µm
_02606_,63.82µm
_02185_,63.76µm
_00569_,63.61µm
_05999_,63.61µm
_05006_,63.52µm
_07060_,63.4µm
_02624_,63.36µm
_07240_,63.36µm
_01254_,63.22µm
_06836_,63.16µm
net894,63.12µm
net1020,63.1µm
_08364_,63.08µm
_08352_,63µm
_03169_,62.98µm
_06849_,62.91µm
net1291,62.88µm
_09938_,62.82µm
_03162_,62.8µm
_08268_,62.7µm
_06967_,62.6µm
_10144_,62.455µm
_06217_,62.32µm
net1092,62.2µm
_08471_,62.1µm
_07722_,62.04µm
_00488_,62µm
p_ll_pipe\[9\],62µm
net229,61.965µm
_03287_,61.96µm
_07023_,61.96µm
_04811_,61.88µm
_05683_,61.76µm
net1329,61.58µm
clknet_leaf_6_clk,61.54µm
_10006_,61.48µm
_01020_,61.46µm
net639,61.42µm
_05981_,61.3µm
_00915_,61.22µm
p_hl\[24\],61.18µm
net106,61.16µm
_00486_,60.925µm
_06214_,60.92µm
_02101_,60.79µm
_03463_,60.66µm
_06784_,60.66µm
_05009_,60.62µm
_04968_,60.54µm
net109,60.46µm
_09694_,60.45µm
_07051_,60.28µm
_07155_,60.24µm
_10040_,60.06µm
_05873_,59.92µm
_05883_,59.83µm
_03163_,59.81µm
_00001_,59.78µm
_00181_,59.74µm
net577,59.74µm
_10070_,59.7µm
_01143_,59.69µm
_10044_,59.62µm
_02310_,59.6µm
net959,59.56µm
_01262_,59.44µm
_05773_,59.43µm
_05223_,59.42µm
_03346_,59.34µm
b_h\[9\],59.18µm
clknet_leaf_49_clk,59.12µm
_02243_,59.04µm
_08980_,58.89µm
_10058_,58.86µm
_01110_,58.78µm
_00681_,58.77µm
_04842_,58.71µm
_00872_,58.68µm
_03539_,58.62µm
_08084_,58.61µm
net819,58.58µm
net1091,58.51µm
_05178_,58.505µm
_05886_,58.5µm
clknet_leaf_54_clk,58.48µm
net1100,58.32µm
_01684_,58.24µm
term_low\[29\],58.24µm
_02907_,58.09µm
_05298_,58.01µm
p_ll\[26\],58µm
_02199_,57.965µm
_00682_,57.86µm
_03691_,57.86µm
_00470_,57.81µm
net970,57.78µm
net89,57.64µm
net912,57.62µm
_08191_,57.48µm
_05023_,57.44µm
_07014_,57.44µm
net1058,57.34µm
net1349,57.34µm
_03395_,57.32µm
_09900_,57.3µm
_01131_,57.28µm
_04324_,57.23µm
_06455_,57.175µm
_07392_,56.92µm
_01680_,56.88µm
a_l\[9\],56.88µm
_08278_,56.84µm
_05056_,56.74µm
_07622_,56.71µm
net139,56.445µm
_09219_,56.44µm
_04953_,56.4µm
_02095_,56.38µm
_04451_,56.34µm
net90,56.34µm
_03488_,56.2µm
_01642_,56.08µm
_06208_,56.08µm
_03882_,55.84µm
_09020_,55.84µm
_10041_,55.82µm
_07991_,55.78µm
_03171_,55.76µm
_06894_,55.68µm
net1017,55.62µm
_05220_,55.61µm
_08723_,55.6µm
_07683_,55.54µm
_07986_,55.42µm
_00374_,55.385µm
net1335,55.3µm
clknet_leaf_19_clk,55.29µm
clknet_leaf_36_clk,55.26µm
net1337,55.26µm
_03157_,55.16µm
_07822_,55.16µm
p_ll\[29\],55.16µm
_08230_,55.12µm
_06879_,55.02µm
_03202_,54.88µm
_06215_,54.86µm
_03201_,54.85µm
_10069_,54.78µm
clknet_leaf_24_clk,54.72µm
_07108_,54.7µm
_10036_,54.68µm
clknet_leaf_30_clk,54.66µm
_04945_,54.58µm
_03679_,54.56µm
_08052_,54.51µm
_10045_,54.46µm
_02605_,54.44µm
_09658_,54.38µm
_00467_,54.34µm
p_ll_pipe\[8\],54.34µm
_07904_,54.28µm
_09436_,54.28µm
_00734_,54.02µm
_03037_,54.01µm
p_ll\[27\],53.9µm
_05040_,53.88µm
_05652_,53.74µm
_05467_,53.7µm
net835,53.66µm
clknet_leaf_1_clk,53.64µm
net824,53.63µm
_06578_,53.61µm
net877,53.6µm
clknet_leaf_22_clk,53.54µm
_09350_,53.5µm
_07678_,53.48µm
_06694_,53.46µm
_09530_,53.44µm
_09997_,53.36µm
_01023_,53.28µm
_08027_,53.24µm
_04913_,53.2µm
_00661_,53.15µm
_03690_,53.14µm
_04382_,53.12µm
_03035_,53.11µm
_01502_,53.1µm
_09382_,53.08µm
_08625_,53.04µm
_02512_,53µm
_04560_,52.98µm
_10059_,52.92µm
_03331_,52.9µm
_09380_,52.86µm
_05507_,52.82µm
_07270_,52.78µm
term_low\[17\],52.76µm
_06589_,52.73µm
_05583_,52.56µm
_04487_,52.5µm
_09994_,52.49µm
_06186_,52.42µm
_10013_,52.4µm
_08232_,52.36µm
_00059_,52.34µm
_02590_,52.32µm
_03774_,52.32µm
_08587_,52.32µm
_00494_,52.2µm
_05385_,52.18µm
net325,52.18µm
_01660_,52.14µm
_07671_,52.1µm
_07109_,52.08µm
_03038_,52.02µm
_08248_,51.98µm
_01101_,51.96µm
_06220_,51.96µm
term_mid\[34\],51.88µm
_09313_,51.835µm
_00995_,51.76µm
_05561_,51.73µm
_07642_,51.68µm
_02183_,51.67µm
_06709_,51.62µm
_02423_,51.58µm
net1133,51.5µm
_00274_,51.365µm
_08881_,51.36µm
p_hl\[11\],51.35µm
clknet_leaf_25_clk,51.3µm
_09931_,51.18µm
_00643_,51.16µm
_09083_,51.14µm
_07138_,51.06µm
net953,51.06µm
_06623_,51µm
net820,50.96µm
net933,50.96µm
_01200_,50.86µm
net980,50.8µm
_03545_,50.76µm
_00546_,50.74µm
_03394_,50.7µm
_00777_,50.68µm
net1330,50.68µm
_09386_,50.66µm
_02489_,50.58µm
_05524_,50.57µm
_05820_,50.5µm
_00402_,50.48µm
_07424_,50.46µm
_07893_,50.435µm
_09481_,50.42µm
_02309_,50.375µm
_10074_,50.32µm
_07498_,50.27µm
_03599_,50.25µm
_10143_,50.2µm
_00458_,50.18µm
_00060_,50.145µm
_02915_,50.12µm
_08413_,50.12µm
net942,50.08µm
_05177_,50.04µm
_00325_,50.025µm
_01269_,49.98µm
_09185_,49.92µm
_01867_,49.88µm
_08619_,49.86µm
clknet_leaf_40_clk,49.86µm
_05896_,49.78µm
net1308,49.76µm
_04784_,49.7µm
net298,49.68µm
_03799_,49.66µm
_03347_,49.44µm
_06728_,49.435µm
_09171_,49.38µm
_05004_,49.35µm
_00987_,49.1µm
_06079_,49.04µm
_06994_,49.02µm
_09194_,48.95µm
_07964_,48.92µm
_07963_,48.9µm
_00492_,48.86µm
term_low\[7\],48.86µm
_04776_,48.78µm
net428,48.68µm
_03600_,48.58µm
_02466_,48.56µm
_04490_,48.56µm
_07312_,48.5µm
_03440_,48.48µm
_09265_,48.48µm
_02641_,48.44µm
_07894_,48.44µm
_07127_,48.42µm
_09562_,48.4µm
_05463_,48.39µm
_07589_,48.34µm
_05271_,48.3µm
_07031_,48.28µm
_03121_,48.26µm
_02928_,48.22µm
_08380_,48.2µm
_06047_,48.18µm
_06875_,48.18µm
_06912_,48.15µm
a_l\[1\],48.14µm
_07557_,48.12µm
p_hh\[21\],48.11µm
_09415_,48.09µm
_05039_,48.04µm
_00591_,48µm
_06901_,47.98µm
_00615_,47.92µm
clknet_leaf_0_clk,47.9µm
_06209_,47.82µm
_06961_,47.82µm
_08957_,47.82µm
mid_sum\[1\],47.82µm
_08520_,47.76µm
_04389_,47.74µm
_02925_,47.66µm
_03789_,47.65µm
net352,47.62µm
_08518_,47.58µm
_02153_,47.56µm
b_l\[12\],47.52µm
_05452_,47.5µm
_02100_,47.48µm
_00889_,47.46µm
_02858_,47.46µm
_07868_,47.44µm
_06072_,47.4µm
_10053_,47.38µm
_03725_,47.34µm
_01975_,47.3µm
_00416_,47.28µm
net31,47.06µm
_03219_,47.04µm
_10019_,47.02µm
_03607_,46.94µm
_07453_,46.94µm
net971,46.855µm
_06524_,46.84µm
_00580_,46.82µm
_03881_,46.8µm
_07704_,46.78µm
_00452_,46.62µm
_02035_,46.62µm
_09462_,46.62µm
_04559_,46.54µm
net365,46.525µm
_00680_,46.52µm
_02575_,46.52µm
_07153_,46.52µm
_07644_,46.51µm
_09018_,46.44µm
_10150_,46.42µm
_10170_,46.37µm
_02899_,46.31µm
_09473_,46.24µm
_01863_,46.22µm
_04395_,46.22µm
_05834_,46.22µm
_03464_,46.2µm
_03269_,46.17µm
_08277_,46.12µm
_04409_,46.11µm
_07059_,45.96µm
_09000_,45.91µm
_00725_,45.82µm
_01054_,45.82µm
_09223_,45.78µm
a_h\[7\],45.78µm
_06745_,45.74µm
_07760_,45.74µm
_03896_,45.73µm
_09393_,45.73µm
_03379_,45.64µm
_05055_,45.62µm
_03175_,45.6µm
_02347_,45.54µm
_09412_,45.54µm
_00587_,45.52µm
_07491_,45.44µm
_07770_,45.36µm
_03332_,45.32µm
_04002_,45.24µm
_05567_,45.23µm
net230,45.22µm
_05019_,45.12µm
net227,45.12µm
_00561_,45.06µm
_02223_,45.06µm
_02289_,45.06µm
_05523_,45.06µm
_06691_,45.06µm
_07128_,45.04µm
_04947_,45.02µm
