net,length_um
net1137,23.74µm
_00076_,23.72µm
_02946_,23.72µm
_04211_,23.72µm
_05957_,23.7µm
net225,23.7µm
_02146_,23.68µm
_02381_,23.68µm
_03030_,23.68µm
_04522_,23.67µm
_06175_,23.67µm
_01665_,23.66µm
_09049_,23.66µm
_01488_,23.645µm
_08180_,23.625µm
_03322_,23.62µm
net454,23.62µm
net840,23.62µm
_00863_,23.615µm
_02165_,23.6µm
_09464_,23.6µm
net256,23.6µm
net278,23.6µm
_02100_,23.59µm
_02132_,23.58µm
_02737_,23.58µm
_03023_,23.58µm
_03906_,23.58µm
_05783_,23.58µm
_06282_,23.58µm
_07652_,23.58µm
_02890_,23.56µm
_04426_,23.56µm
_05755_,23.56µm
_07468_,23.56µm
_01313_,23.54µm
_02768_,23.54µm
_06026_,23.54µm
_07597_,23.54µm
_08398_,23.54µm
_09012_,23.54µm
_02809_,23.52µm
_03239_,23.52µm
_03960_,23.52µm
_03985_,23.52µm
_04395_,23.52µm
_07656_,23.52µm
_09948_,23.52µm
_02341_,23.5µm
_06760_,23.5µm
_08988_,23.5µm
_00923_,23.48µm
_04779_,23.48µm
_07955_,23.48µm
p_lh\[19\],23.48µm
_04717_,23.46µm
_00372_,23.44µm
_00866_,23.44µm
_06664_,23.44µm
_07813_,23.44µm
_08220_,23.44µm
_08931_,23.44µm
p_lh\[16\],23.44µm
_05738_,23.42µm
_06496_,23.42µm
_08104_,23.42µm
_07512_,23.4µm
_10078_,23.4µm
_01304_,23.38µm
_02193_,23.38µm
_03125_,23.38µm
_07557_,23.38µm
_07743_,23.38µm
_00331_,23.375µm
_03910_,23.36µm
_08646_,23.36µm
_09225_,23.36µm
_04691_,23.34µm
_04993_,23.34µm
_07329_,23.34µm
net354,23.34µm
_03360_,23.32µm
_01889_,23.3µm
_08305_,23.3µm
net1400,23.3µm
_00884_,23.29µm
_07432_,23.28µm
_08515_,23.28µm
_09015_,23.28µm
_09467_,23.28µm
term_low\[26\],23.28µm
net414,23.28µm
_06225_,23.27µm
_09087_,23.26µm
_01972_,23.24µm
_03501_,23.24µm
_05149_,23.24µm
_06990_,23.24µm
_09094_,23.24µm
_04971_,23.22µm
_06643_,23.22µm
_06692_,23.22µm
_04685_,23.21µm
_05867_,23.2µm
_07170_,23.2µm
_07614_,23.2µm
_06812_,23.18µm
_07066_,23.18µm
_04898_,23.16µm
_07099_,23.16µm
_08669_,23.16µm
net879,23.16µm
_01827_,23.155µm
_09035_,23.14µm
_04226_,23.13µm
_09731_,23.12µm
_06515_,23.1µm
_07663_,23.1µm
_09180_,23.08µm
_02513_,23.06µm
_06815_,23.06µm
_09684_,23.06µm
_07704_,23.045µm
_01239_,23.04µm
_03487_,23.04µm
term_high\[45\],23.03µm
_04974_,23.02µm
_05247_,23.02µm
_07202_,23.02µm
_08936_,23.02µm
net452,23.02µm
_05403_,23µm
_05960_,23µm
_01076_,22.98µm
_02041_,22.98µm
_04690_,22.98µm
_06365_,22.98µm
_06533_,22.98µm
_07387_,22.98µm
_03279_,22.96µm
_04680_,22.96µm
_06437_,22.96µm
_06943_,22.96µm
_02144_,22.94µm
_04536_,22.94µm
_04628_,22.94µm
_04719_,22.94µm
_06296_,22.94µm
_07673_,22.94µm
_08786_,22.94µm
_02604_,22.935µm
_04364_,22.92µm
_05383_,22.92µm
net1378,22.92µm
net1390,22.92µm
_07755_,22.9µm
_09353_,22.9µm
_02189_,22.86µm
_03541_,22.86µm
_08021_,22.86µm
_02972_,22.84µm
_06509_,22.84µm
_08274_,22.84µm
_02311_,22.82µm
_02878_,22.82µm
_09323_,22.82µm
_02490_,22.8µm
_09089_,22.8µm
net932,22.8µm
_05693_,22.79µm
_00918_,22.78µm
_03370_,22.78µm
_06199_,22.78µm
_10120_,22.78µm
_00819_,22.76µm
_01187_,22.76µm
_01613_,22.76µm
_03661_,22.76µm
_07494_,22.76µm
_08457_,22.76µm
net464,22.76µm
_05586_,22.74µm
_00490_,22.73µm
_09747_,22.72µm
_08592_,22.71µm
_00854_,22.7µm
_08557_,22.7µm
_01875_,22.68µm
_04266_,22.68µm
_01700_,22.66µm
_03833_,22.66µm
_03836_,22.66µm
_10104_,22.66µm
_00058_,22.645µm
_06499_,22.64µm
_07243_,22.64µm
_10054_,22.64µm
_05034_,22.62µm
net93,22.62µm
_06879_,22.61µm
_03415_,22.6µm
_06271_,22.6µm
_07495_,22.6µm
_08122_,22.6µm
_01261_,22.58µm
_00774_,22.56µm
term_mid\[35\],22.56µm
_01986_,22.54µm
_03926_,22.54µm
_05060_,22.54µm
_07248_,22.54µm
term_mid\[36\],22.54µm
_01299_,22.52µm
_05719_,22.52µm
_06016_,22.52µm
_06536_,22.52µm
_07801_,22.52µm
net1126,22.52µm
_01447_,22.5µm
_06113_,22.5µm
_08069_,22.5µm
_08238_,22.5µm
_08143_,22.48µm
_09481_,22.48µm
_02336_,22.46µm
_09232_,22.46µm
_02067_,22.44µm
_05456_,22.44µm
net370,22.43µm
_03600_,22.42µm
_05313_,22.42µm
_06030_,22.42µm
_09109_,22.42µm
_07817_,22.4µm
_07916_,22.4µm
_08216_,22.4µm
_08732_,22.4µm
_08920_,22.4µm
_09372_,22.4µm
_02630_,22.38µm
_03016_,22.38µm
_04498_,22.38µm
_04961_,22.38µm
_08580_,22.38µm
_01626_,22.36µm
net259,22.36µm
_03878_,22.34µm
_09245_,22.34µm
_09768_,22.34µm
_01512_,22.32µm
_03757_,22.32µm
_04309_,22.32µm
_07328_,22.32µm
_08070_,22.32µm
_02367_,22.3µm
_05789_,22.3µm
_08407_,22.3µm
_09274_,22.3µm
_10036_,22.3µm
_10178_,22.3µm
_02521_,22.28µm
net1160,22.28µm
_04722_,22.27µm
_07800_,22.265µm
_00610_,22.26µm
_00739_,22.25µm
_00723_,22.24µm
_09072_,22.24µm
_01782_,22.22µm
_03405_,22.22µm
_05585_,22.22µm
_06235_,22.22µm
_09645_,22.22µm
_00750_,22.2µm
_02769_,22.2µm
net348,22.2µm
_09511_,22.19µm
_02959_,22.18µm
_03564_,22.18µm
_06528_,22.18µm
net455,22.18µm
_04579_,22.16µm
_06412_,22.15µm
_01882_,22.14µm
_06050_,22.14µm
_09365_,22.14µm
_04418_,22.12µm
_04447_,22.12µm
_04842_,22.12µm
_06791_,22.12µm
_06805_,22.12µm
_08502_,22.12µm
_08585_,22.12µm
_09421_,22.12µm
_10161_,22.12µm
_06247_,22.11µm
_03966_,22.1µm
_07260_,22.1µm
_08108_,22.1µm
_08078_,22.08µm
_04959_,22.06µm
_05252_,22.06µm
_01312_,22.04µm
_02201_,22.04µm
_04462_,22.04µm
_09001_,22.04µm
_05236_,22.02µm
_01472_,22µm
_04967_,22µm
_05073_,22µm
_08119_,22µm
_08329_,22µm
b_h\[13\],22µm
_06448_,21.98µm
_08613_,21.98µm
_00800_,21.96µm
_02217_,21.96µm
_02230_,21.96µm
_03267_,21.96µm
_06207_,21.96µm
_09574_,21.96µm
_02033_,21.94µm
_02242_,21.94µm
_06616_,21.94µm
_05418_,21.93µm
_02832_,21.92µm
_04801_,21.92µm
_08391_,21.92µm
term_high\[46\],21.92µm
net286,21.92µm
_04609_,21.9µm
_06724_,21.9µm
_02299_,21.88µm
_04067_,21.88µm
net209,21.86µm
_04679_,21.84µm
_01924_,21.82µm
_02078_,21.82µm
_06123_,21.82µm
_09066_,21.82µm
_01515_,21.8µm
_06564_,21.8µm
_09588_,21.8µm
net824,21.8µm
_08869_,21.795µm
_06118_,21.79µm
_05378_,21.76µm
_07824_,21.76µm
_01511_,21.745µm
_07367_,21.74µm
_07903_,21.72µm
_09739_,21.72µm
_00726_,21.7µm
_03112_,21.7µm
_04294_,21.7µm
_05760_,21.7µm
_07549_,21.7µm
_07737_,21.7µm
net92,21.7µm
_03238_,21.695µm
_02053_,21.68µm
_02392_,21.68µm
_04878_,21.68µm
_07359_,21.68µm
_07262_,21.67µm
_01361_,21.66µm
_05678_,21.66µm
_07451_,21.66µm
_09607_,21.64µm
_02397_,21.63µm
_09877_,21.63µm
_04577_,21.62µm
_07890_,21.62µm
net113,21.62µm
_08034_,21.61µm
_09496_,21.6µm
_00101_,21.585µm
_00188_,21.58µm
_03231_,21.58µm
_03446_,21.58µm
_03607_,21.58µm
_03664_,21.58µm
_05654_,21.58µm
_05741_,21.58µm
_05970_,21.58µm
_07591_,21.58µm
_09463_,21.58µm
_09632_,21.58µm
_09943_,21.58µm
_03029_,21.56µm
_04218_,21.56µm
_04932_,21.56µm
_10064_,21.56µm
term_high\[55\],21.56µm
_07434_,21.545µm
_00485_,21.54µm
_04902_,21.54µm
_06122_,21.54µm
_07980_,21.54µm
_09591_,21.54µm
_09901_,21.54µm
term_mid\[41\],21.54µm
_04285_,21.53µm
_00639_,21.52µm
_02191_,21.52µm
_02548_,21.52µm
p_lh\[17\],21.52µm
net411,21.52µm
net1178,21.52µm
_02719_,21.515µm
_06018_,21.5µm
_06892_,21.5µm
_07712_,21.5µm
_10113_,21.5µm
clknet_leaf_60_clk,21.5µm
_02282_,21.48µm
_04369_,21.48µm
_05756_,21.48µm
_06513_,21.48µm
_07924_,21.48µm
_01599_,21.46µm
_03918_,21.46µm
_04587_,21.46µm
_07499_,21.46µm
_00519_,21.44µm
_04007_,21.44µm
_08771_,21.44µm
_01963_,21.42µm
_07571_,21.42µm
_08019_,21.42µm
_02554_,21.4µm
_03822_,21.4µm
_04031_,21.4µm
_04192_,21.4µm
_02121_,21.38µm
_04456_,21.38µm
_08954_,21.38µm
p_lh\[30\],21.38µm
_01565_,21.36µm
_02540_,21.36µm
_05674_,21.36µm
_07920_,21.36µm
_08573_,21.36µm
_00853_,21.35µm
_02240_,21.34µm
_02532_,21.34µm
term_high\[44\],21.34µm
_00802_,21.32µm
_05346_,21.315µm
_01039_,21.3µm
_03439_,21.28µm
_05750_,21.28µm
_10118_,21.28µm
net341,21.28µm
mid_sum\[14\],21.25µm
_03546_,21.24µm
_07692_,21.24µm
_08588_,21.24µm
net94,21.24µm
_00891_,21.22µm
_01122_,21.22µm
_04910_,21.22µm
_08896_,21.22µm
_09071_,21.22µm
_00654_,21.2µm
_03531_,21.2µm
_04656_,21.2µm
_08179_,21.2µm
_09895_,21.2µm
_08788_,21.195µm
_00516_,21.18µm
_01437_,21.18µm
_02482_,21.18µm
_02854_,21.18µm
_03354_,21.18µm
_07471_,21.18µm
net1208,21.18µm
_05018_,21.16µm
_05489_,21.16µm
_09036_,21.16µm
net198,21.16µm
_01912_,21.14µm
_05143_,21.14µm
_05208_,21.14µm
_09021_,21.14µm
_09708_,21.14µm
_10114_,21.14µm
_03777_,21.12µm
_03968_,21.12µm
_04617_,21.12µm
_05761_,21.12µm
_09792_,21.12µm
_09794_,21.12µm
term_mid\[33\],21.12µm
net404,21.12µm
_08829_,21.11µm
_03107_,21.1µm
_05972_,21.1µm
_00631_,21.08µm
_05285_,21.08µm
_07120_,21.08µm
net966,21.08µm
_03174_,21.06µm
_06238_,21.06µm
_06459_,21.06µm
_03778_,21.04µm
_09354_,21.04µm
_00330_,21.02µm
_05013_,21.02µm
_05917_,21.02µm
_07672_,21.02µm
_07882_,21.02µm
_08504_,21.02µm
_08780_,21.02µm
_05632_,21µm
_07804_,21µm
_09627_,21µm
_03812_,20.995µm
_03015_,20.98µm
_05012_,20.98µm
_04492_,20.96µm
_00463_,20.94µm
_00982_,20.94µm
_01603_,20.94µm
_04082_,20.94µm
net461,20.94µm
_02443_,20.93µm
_03022_,20.92µm
_03645_,20.92µm
_05270_,20.92µm
_06201_,20.92µm
_07008_,20.92µm
_08541_,20.91µm
_00966_,20.9µm
_03143_,20.9µm
_09282_,20.9µm
_09745_,20.9µm
_09868_,20.9µm
_07102_,20.87µm
_08341_,20.87µm
_00462_,20.86µm
_03809_,20.86µm
_04355_,20.86µm
_07960_,20.86µm
_03515_,20.84µm
_03901_,20.84µm
_00528_,20.82µm
_03123_,20.82µm
_04857_,20.82µm
_05059_,20.82µm
_03967_,20.81µm
_06229_,20.8µm
_08097_,20.8µm
_09003_,20.8µm
term_mid\[31\],20.8µm
net436,20.8µm
_02361_,20.78µm
_03948_,20.78µm
_00777_,20.77µm
_07174_,20.76µm
_03788_,20.74µm
_05725_,20.74µm
_07050_,20.74µm
_08368_,20.74µm
_02592_,20.72µm
_09390_,20.72µm
_09995_,20.72µm
_01162_,20.7µm
_03186_,20.7µm
_08484_,20.7µm
_09161_,20.7µm
_01620_,20.68µm
_03557_,20.68µm
_05577_,20.68µm
_07299_,20.675µm
_02104_,20.66µm
_03450_,20.66µm
_05714_,20.66µm
_07110_,20.66µm
_07725_,20.66µm
_07982_,20.66µm
_09760_,20.66µm
_09822_,20.66µm
_06523_,20.64µm
_04080_,20.62µm
_06022_,20.62µm
_07983_,20.62µm
_05643_,20.61µm
_06667_,20.6µm
_06937_,20.6µm
_01243_,20.58µm
_03387_,20.58µm
_03503_,20.58µm
_06672_,20.58µm
_07742_,20.58µm
_09104_,20.58µm
_02131_,20.56µm
_06104_,20.56µm
_06152_,20.56µm
_07655_,20.56µm
_08498_,20.56µm
term_mid\[29\],20.56µm
_06475_,20.55µm
_04003_,20.54µm
_04472_,20.54µm
_06518_,20.54µm
term_low\[18\],20.54µm
_04272_,20.52µm
_07670_,20.52µm
net460,20.5µm
_03618_,20.48µm
_04267_,20.48µm
_07740_,20.48µm
_10077_,20.47µm
_01863_,20.46µm
_03817_,20.46µm
_04721_,20.46µm
_00698_,20.42µm
_04821_,20.42µm
_08511_,20.42µm
_01287_,20.41µm
_01532_,20.4µm
_04797_,20.4µm
_10034_,20.4µm
_05894_,20.39µm
_00810_,20.38µm
_01114_,20.38µm
_01332_,20.38µm
_04227_,20.38µm
_04537_,20.38µm
_08774_,20.38µm
_00910_,20.36µm
_01449_,20.36µm
_02140_,20.36µm
_04200_,20.36µm
_07370_,20.36µm
_07835_,20.36µm
_09939_,20.36µm
_00870_,20.34µm
_04576_,20.34µm
_06535_,20.34µm
_08740_,20.34µm
_09582_,20.34µm
_05902_,20.33µm
_02579_,20.32µm
_10172_,20.32µm
a_h\[10\],20.32µm
term_low\[14\],20.32µm
_02315_,20.3µm
_02683_,20.3µm
_04343_,20.3µm
_08169_,20.3µm
_04884_,20.28µm
_05736_,20.28µm
net243,20.28µm
_05993_,20.26µm
_07849_,20.26µm
_07210_,20.24µm
_08160_,20.24µm
_05845_,20.22µm
net419,20.205µm
_04573_,20.2µm
_08844_,20.2µm
term_high\[58\],20.2µm
_02782_,20.185µm
_01399_,20.18µm
_04085_,20.18µm
_09259_,20.18µm
_02219_,20.16µm
_03032_,20.16µm
_07084_,20.16µm
_01675_,20.12µm
_01716_,20.12µm
_03160_,20.12µm
_09181_,20.12µm
_09414_,20.12µm
_01556_,20.1µm
_06240_,20.1µm
_01747_,20.04µm
_03417_,20.04µm
_06553_,20.04µm
_02284_,20.02µm
_05638_,20.02µm
_07659_,20.02µm
_09639_,20.02µm
_01779_,20.01µm
_02263_,20µm
_02544_,20µm
_02844_,20µm
_04372_,20µm
_07580_,20µm
net393,20µm
net280,19.995µm
_02987_,19.98µm
_05549_,19.98µm
_07030_,19.98µm
_07741_,19.98µm
_08100_,19.98µm
_00281_,19.965µm
_08287_,19.965µm
_00541_,19.96µm
_00919_,19.96µm
_02679_,19.96µm
_09237_,19.96µm
_06725_,19.94µm
_07052_,19.94µm
_08555_,19.94µm
_03997_,19.92µm
_05148_,19.92µm
_05509_,19.92µm
_05962_,19.9µm
_09753_,19.9µm
_05551_,19.88µm
_06046_,19.88µm
_08589_,19.88µm
_08846_,19.88µm
_09502_,19.88µm
_02269_,19.86µm
_05735_,19.86µm
_02609_,19.84µm
_04668_,19.84µm
_06885_,19.84µm
_03776_,19.83µm
_09301_,19.83µm
_03469_,19.82µm
_06036_,19.82µm
_06562_,19.82µm
_07474_,19.82µm
_07880_,19.82µm
_08265_,19.82µm
_00543_,19.8µm
_02481_,19.8µm
_08894_,19.8µm
p_lh\[26\],19.8µm
_01073_,19.78µm
_03308_,19.78µm
_06876_,19.78µm
_01097_,19.76µm
_01813_,19.76µm
_02775_,19.76µm
_04431_,19.76µm
_05363_,19.76µm
_05641_,19.76µm
_08948_,19.76µm
term_high\[43\],19.76µm
_02932_,19.75µm
_05083_,19.745µm
_06626_,19.74µm
_07294_,19.74µm
_07816_,19.74µm
_09991_,19.74µm
term_mid\[46\],19.74µm
_00772_,19.72µm
_02160_,19.7µm
_03583_,19.7µm
_05925_,19.7µm
_06551_,19.7µm
_08760_,19.7µm
_10042_,19.7µm
net298,19.7µm
_01160_,19.68µm
_02436_,19.68µm
_03989_,19.68µm
_04711_,19.68µm
_05907_,19.68µm
_05998_,19.68µm
_08620_,19.68µm
_01248_,19.66µm
_03142_,19.66µm
_07426_,19.66µm
_08450_,19.66µm
_09595_,19.66µm
_00530_,19.65µm
_02249_,19.64µm
_05920_,19.64µm
_07035_,19.64µm
_07364_,19.64µm
_09667_,19.63µm
_00461_,19.62µm
_06927_,19.62µm
_06983_,19.62µm
_07039_,19.62µm
_01713_,19.6µm
_03573_,19.6µm
_05899_,19.6µm
_00969_,19.58µm
_01410_,19.58µm
_04558_,19.58µm
_05457_,19.58µm
_02619_,19.56µm
_01208_,19.54µm
_05759_,19.54µm
_06019_,19.54µm
_06995_,19.54µm
_07018_,19.54µm
_00796_,19.52µm
_01136_,19.52µm
_03013_,19.52µm
_04310_,19.52µm
_07369_,19.52µm
_07724_,19.51µm
_03215_,19.5µm
_04569_,19.5µm
_05180_,19.5µm
_06272_,19.5µm
_07844_,19.5µm
_08934_,19.48µm
_03061_,19.47µm
_01384_,19.46µm
_04400_,19.46µm
_04588_,19.46µm
_04639_,19.46µm
_04705_,19.46µm
_08607_,19.45µm
_03923_,19.445µm
_00712_,19.44µm
_01305_,19.44µm
_01768_,19.44µm
_06821_,19.44µm
_00882_,19.42µm
_03012_,19.42µm
_03566_,19.42µm
_04345_,19.42µm
_08863_,19.42µm
_09598_,19.42µm
_04553_,19.4µm
_04915_,19.4µm
_05955_,19.4µm
_06764_,19.4µm
_08048_,19.4µm
_08652_,19.4µm
term_high\[50\],19.4µm
_00612_,19.38µm
_02967_,19.38µm
_08077_,19.38µm
_08222_,19.38µm
_08890_,19.38µm
_01000_,19.36µm
_01554_,19.36µm
_02382_,19.36µm
_03479_,19.36µm
_00701_,19.34µm
_01042_,19.34µm
_06593_,19.34µm
_08982_,19.34µm
_01895_,19.32µm
_03916_,19.32µm
_05098_,19.32µm
_07818_,19.32µm
net235,19.32µm
_03247_,19.305µm
_03145_,19.3µm
_05371_,19.3µm
_06155_,19.3µm
_08921_,19.3µm
_09852_,19.3µm
_00206_,19.28µm
_01558_,19.28µm
_02108_,19.28µm
_04746_,19.28µm
_07668_,19.28µm
_08698_,19.27µm
_00931_,19.26µm
_01416_,19.26µm
_04683_,19.25µm
_02496_,19.24µm
_04755_,19.24µm
_06835_,19.24µm
_07720_,19.24µm
_09183_,19.24µm
_01645_,19.22µm
_04165_,19.22µm
_05238_,19.22µm
net317,19.22µm
_02065_,19.21µm
_04862_,19.205µm
_02245_,19.2µm
_02780_,19.2µm
_04560_,19.2µm
_09807_,19.2µm
_09947_,19.2µm
term_high\[41\],19.18µm
_00880_,19.17µm
_07459_,19.17µm
_00453_,19.16µm
_02802_,19.16µm
_03084_,19.16µm
_05185_,19.16µm
_05647_,19.16µm
_06158_,19.14µm
_09095_,19.14µm
_01463_,19.13µm
_03616_,19.12µm
_04396_,19.12µm
_06324_,19.12µm
_03619_,19.1µm
_03860_,19.1µm
_04449_,19.1µm
_04763_,19.1µm
_05814_,19.08µm
_06223_,19.08µm
_06864_,19.08µm
_07235_,19.08µm
_09791_,19.08µm
_01477_,19.06µm
_03660_,19.06µm
_08448_,19.06µm
_09068_,19.06µm
_02516_,19.04µm
_07779_,19.04µm
p[12],19.03µm
_01323_,19.02µm
_01847_,19.02µm
_03949_,19.02µm
_05109_,19µm
_06619_,19µm
_08637_,19µm
_09338_,19µm
_09573_,19µm
net443,19µm
_03930_,18.98µm
_05621_,18.98µm
_05663_,18.98µm
_08225_,18.98µm
_09734_,18.98µm
_01330_,18.96µm
_01919_,18.96µm
_05160_,18.96µm
_08241_,18.96µm
_00735_,18.94µm
_03784_,18.94µm
_06340_,18.94µm
_09737_,18.94µm
_01260_,18.92µm
_05245_,18.92µm
_06493_,18.92µm
_06508_,18.92µm
_09633_,18.92µm
_03006_,18.9µm
_03988_,18.9µm
_09452_,18.9µm
_09637_,18.9µm
_05787_,18.88µm
_08488_,18.88µm
_08879_,18.88µm
_09719_,18.88µm
_05961_,18.875µm
net346,18.87µm
_03849_,18.86µm
_04778_,18.86µm
_06149_,18.86µm
_07728_,18.86µm
_08394_,18.86µm
_09501_,18.86µm
_10010_,18.86µm
mid_sum\[15\],18.86µm
net887,18.86µm
_07250_,18.84µm
_08586_,18.84µm
_08872_,18.84µm
_08932_,18.84µm
_09160_,18.84µm
_09312_,18.83µm
_02539_,18.82µm
_03106_,18.82µm
_06847_,18.82µm
_08183_,18.82µm
_08618_,18.82µm
_10035_,18.82µm
_06248_,18.8µm
_07441_,18.8µm
_01425_,18.78µm
_02254_,18.78µm
_05151_,18.78µm
_03451_,18.77µm
_04022_,18.76µm
_04283_,18.76µm
_06861_,18.755µm
_01579_,18.74µm
_03085_,18.74µm
_03567_,18.74µm
_05615_,18.74µm
_05619_,18.74µm
_01065_,18.72µm
_03140_,18.72µm
_08994_,18.72µm
_08789_,18.705µm
_04328_,18.7µm
_05139_,18.7µm
_05669_,18.7µm
_08190_,18.7µm
_09891_,18.7µm
net1263,18.7µm
_05470_,18.68µm
_08123_,18.68µm
_08259_,18.68µm
_08737_,18.68µm
_09041_,18.68µm
_09164_,18.68µm
_02503_,18.67µm
_07444_,18.66µm
_06197_,18.65µm
_00839_,18.64µm
_01173_,18.64µm
_01219_,18.64µm
_02052_,18.64µm
_02656_,18.64µm
_07213_,18.64µm
_07705_,18.64µm
_09810_,18.64µm
_10027_,18.64µm
_01872_,18.62µm
_02535_,18.62µm
_03755_,18.62µm
_04104_,18.62µm
_05342_,18.62µm
_06946_,18.62µm
_08662_,18.62µm
_04111_,18.6µm
_05407_,18.6µm
_06460_,18.6µm
_07852_,18.6µm
_06178_,18.595µm
_07488_,18.59µm
_08013_,18.58µm
_10015_,18.58µm
_01846_,18.56µm
_03705_,18.56µm
net200,18.56µm
_06747_,18.55µm
_03258_,18.54µm
_04350_,18.54µm
_08338_,18.54µm
_09352_,18.54µm
_09818_,18.54µm
_03214_,18.52µm
_06442_,18.52µm
_07467_,18.52µm
_00510_,18.5µm
_01372_,18.5µm
_02120_,18.5µm
_04505_,18.5µm
_04701_,18.5µm
_05703_,18.5µm
_01803_,18.49µm
_03021_,18.48µm
_05607_,18.48µm
_09647_,18.48µm
_10007_,18.48µm
net1379,18.48µm
_00713_,18.46µm
_02610_,18.46µm
_05221_,18.46µm
_05832_,18.46µm
_08192_,18.46µm
_08309_,18.46µm
_09304_,18.46µm
_01709_,18.45µm
_04875_,18.45µm
_08182_,18.44µm
_08521_,18.44µm
_08885_,18.44µm
net300,18.44µm
_01821_,18.42µm
_05609_,18.42µm
_09801_,18.42µm
net366,18.42µm
_09999_,18.405µm
_00751_,18.4µm
_03144_,18.4µm
_03859_,18.4µm
_00911_,18.38µm
_01069_,18.38µm
_04106_,18.38µm
_08835_,18.38µm
_09007_,18.38µm
_00637_,18.37µm
_04313_,18.365µm
_03262_,18.36µm
_04743_,18.36µm
_07390_,18.36µm
p_lh\[22\],18.36µm
_05323_,18.34µm
_09544_,18.34µm
_02295_,18.33µm
_01814_,18.32µm
_03052_,18.32µm
_03629_,18.32µm
_05839_,18.32µm
_07729_,18.32µm
_07815_,18.32µm
_09254_,18.32µm
_00888_,18.3µm
_02270_,18.3µm
_02772_,18.3µm
_03323_,18.3µm
_04084_,18.3µm
_08202_,18.3µm
net434,18.3µm
_05280_,18.28µm
_05969_,18.28µm
_08424_,18.28µm
_08714_,18.28µm
_00862_,18.26µm
_01766_,18.26µm
_05100_,18.26µm
_06416_,18.26µm
_02073_,18.24µm
_05836_,18.24µm
_02409_,18.23µm
_01171_,18.22µm
_02983_,18.22µm
_07372_,18.22µm
_10159_,18.22µm
_00736_,18.2µm
_01075_,18.2µm
_07105_,18.2µm
_08033_,18.2µm
_09028_,18.2µm
term_mid\[40\],18.2µm
_00043_,18.185µm
_06058_,18.18µm
_08552_,18.18µm
_02156_,18.16µm
_08017_,18.16µm
_08670_,18.16µm
_09309_,18.16µm
_06942_,18.14µm
_07795_,18.14µm
_08503_,18.14µm
_08615_,18.14µm
_01806_,18.12µm
_03098_,18.12µm
_04018_,18.12µm
_04989_,18.12µm
_08131_,18.12µm
_03793_,18.11µm
_00156_,18.105µm
_01868_,18.1µm
_01964_,18.1µm
_02040_,18.1µm
_03141_,18.1µm
_00850_,18.08µm
_04255_,18.08µm
_07029_,18.08µm
_07209_,18.08µm
_09039_,18.08µm
_09555_,18.08µm
term_high\[47\],18.08µm
_01099_,18.06µm
_01891_,18.06µm
_05636_,18.06µm
_05950_,18.06µm
_09100_,18.06µm
a_h\[15\],18.06µm
term_low\[6\],18.06µm
_08478_,18.05µm
_04957_,18.04µm
_00727_,18.02µm
_02617_,18.02µm
_02766_,18.02µm
_03132_,18.02µm
_03341_,18.02µm
_04849_,18.02µm
_05366_,18.02µm
_09298_,18.02µm
_03803_,18.01µm
_01767_,18µm
_02659_,18µm
_04262_,18µm
_07914_,18µm
_09836_,18µm
_00042_,17.98µm
_01185_,17.98µm
_02569_,17.98µm
_04105_,17.98µm
_05082_,17.98µm
_06086_,17.98µm
_06364_,17.98µm
_08882_,17.98µm
_09525_,17.98µm
_10123_,17.98µm
_01983_,17.96µm
_04415_,17.96µm
_05695_,17.96µm
_09377_,17.96µm
_01077_,17.94µm
_01685_,17.94µm
_02147_,17.94µm
_02944_,17.94µm
_03517_,17.94µm
_05710_,17.94µm
net29,17.94µm
_00324_,17.925µm
_05765_,17.92µm
_05781_,17.92µm
_07249_,17.92µm
_08751_,17.92µm
_04152_,17.9µm
_04714_,17.9µm
_04905_,17.9µm
_05737_,17.9µm
_08753_,17.9µm
_09469_,17.9µm
_09965_,17.9µm
_00908_,17.88µm
_07009_,17.88µm
_07442_,17.88µm
_02256_,17.86µm
_02356_,17.86µm
_03025_,17.86µm
_03845_,17.86µm
_04011_,17.86µm
_01585_,17.845µm
_03790_,17.84µm
_06941_,17.84µm
_08981_,17.84µm
_02192_,17.82µm
_02955_,17.82µm
_03574_,17.82µm
_03639_,17.82µm
_04874_,17.82µm
_06719_,17.82µm
_07420_,17.82µm
_07607_,17.82µm
_10103_,17.82µm
_04078_,17.8µm
_05358_,17.8µm
_05544_,17.8µm
_05613_,17.8µm
_05996_,17.8µm
_06828_,17.8µm
_09916_,17.8µm
_10051_,17.8µm
_01376_,17.78µm
_04344_,17.78µm
_08207_,17.78µm
_09660_,17.78µm
net1096,17.78µm
term_high\[59\],17.76µm
net161,17.76µm
_02627_,17.74µm
_02893_,17.74µm
_03482_,17.74µm
_08197_,17.74µm
_08566_,17.74µm
_10090_,17.74µm
net360,17.74µm
_04552_,17.72µm
_08045_,17.72µm
_01268_,17.7µm
_01954_,17.7µm
_02525_,17.7µm
_02824_,17.7µm
_03126_,17.7µm
_03485_,17.7µm
_04692_,17.7µm
_05014_,17.7µm
_05053_,17.7µm
_05713_,17.7µm
_07524_,17.7µm
_06236_,17.685µm
net13,17.68µm
_00877_,17.66µm
_01086_,17.66µm
_01238_,17.66µm
_05136_,17.66µm
_05235_,17.66µm
_02396_,17.64µm
_02438_,17.64µm
_07001_,17.64µm
_07215_,17.64µm
_03938_,17.635µm
_01832_,17.62µm
_04092_,17.62µm
