net,length_um
net711,334.105µm
net489,333.75µm
clknet_3_5__leaf_clk,332.26µm
_06985_,331.22µm
net727,330.8µm
net604,330.555µm
a_l\[1\],327.13µm
a_h\[3\],327.1µm
net484,327.03µm
net752,326.21µm
net675,323.78µm
net475,323.12µm
_00350_,318.55µm
_09329_,318µm
net725,317.27µm
net694,315.095µm
net476,314.95µm
net170,314.16µm
net472,312.2µm
net518,311.215µm
net498,311.175µm
net474,310.91µm
clknet_3_7__leaf_clk,310.56µm
net549,310.31µm
net608,308.96µm
_00351_,304.515µm
net708,302.4µm
net703,301.79µm
net562,301.63µm
net713,299.74µm
net686,298.97µm
net749,297.405µm
_02278_,296.42µm
net767,295.595µm
net859,292.75µm
net486,289.43µm
net456,287.43µm
net487,287.38µm
net491,287.25µm
net724,287.07µm
net479,286.68µm
_02502_,283.67µm
net516,283.445µm
_06480_,282.78µm
net666,282.62µm
_00418_,281.44µm
net707,281.27µm
net624,280.96µm
net546,280.73µm
net633,279.795µm
net481,276.99µm
net776,275.305µm
net722,274.28µm
net629,274.11µm
net504,273.33µm
net738,272.51µm
net689,272.47µm
net719,271.55µm
net789,271.2µm
net699,270.62µm
net756,270.42µm
net779,269.77µm
net695,268.19µm
net548,268.005µm
net705,267.76µm
net720,267.69µm
net512,267.225µm
b_l\[15\],267.15µm
net483,266.875µm
net485,266.405µm
net681,265.08µm
net678,264.4µm
net496,264.34µm
net717,264.08µm
net515,263.605µm
net598,262.145µm
net770,261.69µm
_02082_,261.08µm
net1108,259.92µm
net714,259.56µm
net590,258.06µm
_00352_,256.855µm
net502,256.26µm
net677,256.075µm
net680,256.015µm
_07234_,255.68µm
net715,255.2µm
net625,254.26µm
net774,254.1µm
net760,254.03µm
net621,253.64µm
net537,253.62µm
net674,252.34µm
net547,251.96µm
net685,251.875µm
_06521_,251.86µm
net640,251.69µm
_02613_,251.64µm
net585,251.62µm
net927,251.3µm
net745,251.23µm
net574,250.6µm
net735,250.28µm
_00434_,249.5µm
_00426_,249.06µm
_00424_,248.44µm
_00436_,248.33µm
net726,247.96µm
p_hl\[20\],247.6µm
net582,246.615µm
_00421_,246.25µm
net556,245.28µm
a_h\[6\],245.06µm
b_l\[7\],244.59µm
net490,244.46µm
p_hl\[19\],244.26µm
_00422_,244.1µm
net519,243.845µm
net747,243.33µm
net28,243.3µm
net566,242.12µm
net773,241.93µm
net478,241.56µm
net630,241.015µm
net627,240.005µm
net480,239.55µm
net709,239.4µm
net499,239.15µm
_00435_,238.465µm
net728,238.455µm
net497,237.6µm
net700,236.62µm
net572,235.825µm
net596,235.57µm
net577,235.45µm
net755,235.22µm
net583,234.29µm
net508,234.02µm
net765,233.98µm
net768,233.62µm
net614,232.03µm
net832,231.82µm
_00425_,231.1µm
net595,230.74µm
a_l\[9\],230µm
net607,228.26µm
net763,227.44µm
net731,227.42µm
net777,227.36µm
net669,227.015µm
net510,226.87µm
_06867_,226.28µm
a_l\[0\],225.44µm
a_h\[0\],225.4µm
net609,225µm
net550,224.35µm
net663,224.28µm
net511,223.915µm
clk,223.69µm
net641,222.225µm
net1034,222.2µm
p_hl\[21\],221.86µm
net960,221.4µm
net581,220.14µm
_02588_,220.07µm
net684,219.9µm
net704,218.895µm
net736,218.53µm
net679,216.3µm
_00441_,215.98µm
net688,215.8µm
net568,215.43µm
net503,215.37µm
net616,214.86µm
net734,214.56µm
_00442_,214.36µm
net775,213.645µm
net1186,213.09µm
net690,212.89µm
net659,212.43µm
net569,210.63µm
net601,210.12µm
net761,209.84µm
net553,209.62µm
net473,209.13µm
net702,209.125µm
net570,208.82µm
net626,208.485µm
p_hl\[17\],208.48µm
a_h\[2\],208.36µm
net610,208.33µm
net523,207.97µm
_00065_,207.725µm
_02362_,207.56µm
net664,207.55µm
net565,207.31µm
net739,207.03µm
p_hl\[22\],206.94µm
p_hl\[23\],206.92µm
net631,206.87µm
net544,206.71µm
net529,206.41µm
net593,206.2µm
net622,205.355µm
net551,204.48µm
net710,204.42µm
net693,204.25µm
net561,203.935µm
net602,203.725µm
net488,203.34µm
_04133_,202.8µm
net552,202.78µm
net657,202.76µm
net507,202.65µm
net526,202.63µm
net676,202.26µm
net509,202.015µm
net783,201.67µm
_00420_,201.1µm
net506,201.02µm
b_l\[5\],200.89µm
net1032,200.82µm
net740,200.79µm
p_hl\[18\],199.44µm
p_hl\[16\],198.99µm
net672,198.94µm
net571,198.42µm
net567,198.22µm
net535,197.555µm
net868,196.87µm
_00419_,196.76µm
net530,196.38µm
b_l\[3\],195.04µm
_00064_,194.825µm
net706,194.53µm
_01756_,194.51µm
_00437_,194.03µm
_06681_,193.67µm
net668,192.72µm
_00349_,192.185µm
net654,192.04µm
net742,191.99µm
net575,191.89µm
b_l\[8\],191.8µm
net682,191.5µm
net652,191.39µm
net750,191.23µm
_00440_,190.7µm
net494,190.48µm
_01758_,190.34µm
b_l\[6\],190µm
net758,189.11µm
net784,189.04µm
net733,188.24µm
net557,188.18µm
net600,188.12µm
net718,187.48µm
net500,186.7µm
net948,186.62µm
net492,186.31µm
net632,185.84µm
net514,185.345µm
net520,185.34µm
net647,185µm
net692,184.6µm
net748,183.62µm
net541,183.615µm
net532,183.465µm
net1117,183.18µm
net772,182.93µm
_00298_,182.885µm
net559,182.51µm
net661,182.46µm
net1081,181.695µm
a_l\[14\],181.37µm
net697,181.32µm
net649,180.855µm
_04134_,180.18µm
_07587_,179.775µm
net1031,178.18µm
p_hl\[11\],178.11µm
net612,177.82µm
net563,177.54µm
net580,177.53µm
_07586_,176.62µm
net788,176.2µm
net1110,175.85µm
net539,175.02µm
_07584_,174.99µm
net687,174.87µm
net754,174.76µm
net619,174.45µm
net642,174.18µm
net623,174.12µm
net1090,173.445µm
net764,173.165µm
net513,172.875µm
net696,172.83µm
net543,172.66µm
net505,172.46µm
_00443_,172.39µm
p_hl\[7\],172.04µm
net564,172µm
net613,171.98µm
a_l\[11\],171.74µm
net98,171.42µm
p_lh\[11\],171.01µm
b_l\[4\],170.97µm
net691,170.97µm
net769,170.485µm
p_hl\[4\],170.33µm
net766,170.14µm
p_hl\[9\],169.59µm
net1175,168.65µm
p_hl\[5\],167.96µm
_00445_,167.62µm
p_hl\[6\],167.34µm
net536,167.26µm
p_hl\[8\],166.24µm
a_l\[8\],166.11µm
net658,165.96µm
net1054,165.51µm
net721,165.075µm
net578,164.96µm
net790,164.76µm
net97,164.54µm
net628,164.26µm
net925,164.19µm
net746,164.05µm
net671,163.27µm
net645,162.93µm
net1116,162.49µm
net701,162.01µm
net780,161.46µm
net1187,161.2µm
net542,160.275µm
net744,160.16µm
p_hl\[10\],159.8µm
b_h\[4\],159.65µm
net495,159.37µm
_00438_,159.08µm
_00448_,158.585µm
p_lh\[9\],158.32µm
net644,157.845µm
net594,157.76µm
net646,157.005µm
net786,156.89µm
net1154,156.215µm
net683,155.96µm
net525,155.695µm
_00427_,155.2µm
net522,155.19µm
_01738_,154.4µm
net771,154.14µm
net1107,153.93µm
net592,153.48µm
_00439_,152.695µm
net911,152.11µm
_06440_,151.815µm
net586,151.57µm
clknet_leaf_46_clk,151.54µm
net712,151.09µm
_00200_,150.965µm
_00446_,150.42µm
net643,150.36µm
_00447_,150.345µm
net558,150.26µm
net723,149.61µm
net560,149.47µm
net716,148.84µm
net781,148.32µm
_00379_,148.165µm
net651,148.08µm
_00301_,148.075µm
b_h\[9\],147.87µm
net928,147.51µm
net603,147.45µm
_00199_,146.88µm
net442,146.3µm
net501,146.105µm
_03953_,145.99µm
net1097,145.92µm
_03950_,145.8µm
net635,145.67µm
clknet_leaf_19_clk,145.58µm
net787,145.515µm
net913,145µm
net477,144.82µm
net892,144.73µm
net673,144.36µm
net949,144.29µm
_00449_,143.64µm
_00035_,143.305µm
net1053,143.04µm
_00197_,142.96µm
net737,142.92µm
net953,142.02µm
net665,142.015µm
_00444_,141.84µm
net528,141.82µm
_00208_,141.595µm
_03952_,141.5µm
_07100_,140.98µm
net639,140.64µm
b_l\[11\],140.56µm
net588,140.46µm
net1079,140.36µm
net521,140.14µm
a_l\[7\],139.66µm
p_hl\[3\],139.55µm
b_l\[2\],139.4µm
_00053_,139.34µm
net573,138.52µm
net584,138.47µm
a_h\[14\],138.22µm
net757,138.14µm
net620,138.03µm
net531,137.87µm
_03951_,137.76µm
net751,137.63µm
net730,137.61µm
net662,137.52µm
net533,137.44µm
net493,137.4µm
net743,136.93µm
net741,136.54µm
b_l\[0\],136.46µm
_00433_,136.28µm
_00209_,135.955µm
net753,135.52µm
b_l\[9\],134.96µm
net1027,134.15µm
net597,133.96µm
net555,133.12µm
net851,132.78µm
net617,131.26µm
b_h\[8\],131.24µm
net732,130.96µm
p_hl\[25\],130.54µm
_00127_,130.18µm
_00046_,129.96µm
_06999_,129.56µm
net589,128.81µm
_00207_,128.185µm
net648,127.99µm
_00193_,127.925µm
p_lh\[7\],127.74µm
net660,126.46µm
_00063_,126.32µm
_00196_,125.565µm
_00198_,125.525µm
net667,125.52µm
_00205_,125.505µm
b_h\[15\],125.43µm
net1145,125.06µm
net971,125µm
net1111,124.86µm
net1140,123.69µm
net606,123.1µm
clknet_leaf_38_clk,122.82µm
_00179_,122.805µm
_00047_,122.405µm
net545,122.405µm
_00194_,122.06µm
p_hl\[2\],122.02µm
net139,120.925µm
_00052_,120.645µm
_07113_,120.12µm
_00201_,119.995µm
_00430_,119.94µm
net940,119.72µm
net1080,119.705µm
net785,119.67µm
net1106,119.06µm
p_hl\[26\],118.88µm
net538,118.88µm
_00125_,118.805µm
_00126_,118.405µm
net534,117.99µm
net540,117.885µm
_00204_,117.545µm
net947,117.125µm
_00431_,117.08µm
a_h\[1\],116.86µm
net576,116.295µm
p_hl\[24\],115.82µm
_00202_,115.795µm
net75,115.4µm
_00428_,114.96µm
_00195_,114.765µm
clknet_leaf_30_clk,114.24µm
_00203_,113.715µm
net605,113.365µm
clknet_leaf_20_clk,113.32µm
_00432_,113.26µm
net867,112.56µm
clknet_leaf_47_clk,112.42µm
b_h\[12\],111.94µm
_06217_,111.84µm
a_l\[10\],111.55µm
net1091,111.04µm
b_h\[6\],110.6µm
_03605_,110.36µm
net893,109.19µm
net656,109.1µm
_08040_,108.82µm
net120,108.74µm
b_h\[11\],108.34µm
_00036_,107.925µm
net611,107.615µm
_07762_,107.46µm
net1112,107.015µm
net1092,106.51µm
net650,106.4µm
net655,105.88µm
net132,105.715µm
net653,105.61µm
net579,104.71µm
net1155,104.47µm
_00429_,104.3µm
_03786_,103.41µm
p_hh\[31\],103.35µm
_03875_,103.12µm
_01684_,102.915µm
_05889_,102.68µm
net1409,102.52µm
_09562_,102.3µm
b_l\[1\],102.2µm
net343,101.44µm
net1114,101.04µm
clknet_leaf_16_clk,100.9µm
p_hl\[27\],100.72µm
net137,100.705µm
a_l\[12\],100.445µm
p_hh\[29\],100.25µm
_00307_,100.04µm
_09530_,99.91µm
_00975_,99.68µm
net1185,99.26µm
net1016,99.2µm
net118,99.06µm
net918,99.02µm
_00051_,98.96µm
net554,98.92µm
p_hh\[26\],98.48µm
_00000_,98.4µm
_06214_,97.8µm
p_hh\[28\],97.54µm
net637,97.45µm
_08373_,97.28µm
_07727_,97.24µm
net638,97.1µm
net615,96.68µm
_05888_,95.72µm
net618,95.71µm
net1393,95.48µm
net1403,95.46µm
clknet_leaf_14_clk,95.42µm
_08210_,94.93µm
_08139_,94.78µm
_06095_,94.36µm
net1402,94.14µm
clknet_leaf_39_clk,94.075µm
_00001_,93.92µm
b_h\[10\],93.91µm
p_lh\[8\],93.49µm
clknet_leaf_50_clk,93.42µm
p_hh\[30\],92.88µm
_05347_,92.68µm
net1394,92.3µm
net941,91.96µm
_00661_,91.3µm
net805,91.275µm
net906,91.12µm
_00662_,91.015µm
_02916_,90.88µm
net634,90.74µm
net1215,90.38µm
_07527_,90.09µm
p_hl\[28\],89.69µm
_00182_,89.635µm
b_h\[0\],89.615µm
a_l\[2\],89.5µm
_03157_,89.46µm
_00002_,89.28µm
_01218_,88.92µm
net923,88.41µm
net1388,88.24µm
net527,88.19µm
b_h\[5\],88.16µm
p_hl\[29\],88.02µm
_05890_,87.86µm
net782,87.83µm
clknet_leaf_45_clk,87.74µm
net886,87.6µm
_06845_,87.42µm
_10153_,87.38µm
_05477_,87.365µm
clknet_leaf_31_clk,87.24µm
_02917_,87.08µm
_09716_,87.04µm
p_hh\[25\],86.94µm
_06215_,86.48µm
_01595_,86.42µm
_00061_,86.34µm
_01641_,86.34µm
net778,86.17µm
clknet_leaf_51_clk,86.12µm
_00976_,85.92µm
_09350_,85.85µm
_08138_,85.49µm
_05262_,85.23µm
net121,85.14µm
p_lh\[6\],85.02µm
net119,84.82µm
clknet_leaf_32_clk,84.8µm
_08494_,84.46µm
net133,84.38µm
term_low\[31\],84.36µm
term_low\[17\],84.02µm
_07361_,83.88µm
net134,83.79µm
p_lh\[5\],83.7µm
_03295_,83.55µm
a_h\[8\],83.5µm
_03298_,82.66µm
b_h\[1\],82.5µm
net117,82.3µm
_01680_,81.88µm
net202,81.44µm
net126,81.3µm
_03151_,80.73µm
_09854_,80.46µm
_05883_,80.4µm
clknet_leaf_62_clk,80.28µm
_08392_,80.18µm
clknet_leaf_21_clk,80.14µm
_00561_,79.68µm
p_hl\[31\],79.48µm
_05893_,79.35µm
_00373_,79.205µm
_09855_,79.14µm
_05819_,78.83µm
net935,78.7µm
net1083,78.7µm
_06410_,78.54µm
_02545_,78.46µm
_01471_,78.42µm
_00416_,78.36µm
_01157_,78.21µm
_05881_,78.16µm
_00417_,77.48µm
net32,77.48µm
_07904_,77.44µm
net636,77.32µm
net907,77.05µm
_08362_,76.59µm
_10058_,76.27µm
net1122,76.16µm
_06426_,76.11µm
_03027_,75.94µm
net759,75.895µm
_06209_,75.8µm
p_lh\[4\],75.66µm
net1037,75.52µm
_08393_,75.48µm
_09717_,75.32µm
net1055,75.06µm
_02547_,74.5µm
_06787_,74.42µm
_02424_,74.205µm
_00050_,74.14µm
_06208_,73.98µm
_05882_,73.96µm
_05178_,73.74µm
clknet_leaf_15_clk,73.74µm
clknet_leaf_2_clk,73.58µm
_09871_,73.56µm
term_low\[28\],73.52µm
_08363_,72.63µm
net599,72.545µm
_09529_,72.49µm
_01158_,72.48µm
_09872_,72.48µm
_03202_,72.12µm
p_hl\[30\],72.07µm
_04968_,71.84µm
_01101_,71.71µm
_00836_,71.52µm
_01056_,71.515µm
clknet_leaf_13_clk,71.28µm
_00004_,71.2µm
_00348_,71.17µm
net1087,71.14µm
_08294_,71.13µm
_10152_,71.08µm
term_low\[16\],71.04µm
_05616_,71.02µm
net844,70.97µm
net339,70.84µm
net140,70.82µm
_08372_,70.81µm
_00045_,70.545µm
_02310_,70.38µm
_08267_,70.34µm
_07589_,70.1µm
b_l\[12\],70.09µm
_07023_,70.04µm
_02423_,69.98µm
_08326_,69.97µm
_00953_,69.7µm
clknet_leaf_36_clk,69.36µm
_05978_,69.35µm
_08624_,69.34µm
_05604_,69.3µm
_00645_,69.26µm
_03287_,69.16µm
_03489_,68.84µm
_01351_,68.78µm
a_h\[11\],68.74µm
_01020_,68.68µm
net926,68.56µm
b_h\[2\],68.35µm
_00571_,68.3µm
_06537_,68.18µm
_08619_,68.16µm
_02099_,68.04µm
_09386_,67.69µm
_06428_,67.64µm
_01350_,67.56µm
_00183_,67.465µm
net1141,67.42µm
_09694_,67.39µm
_00060_,67.145µm
_02915_,67.14µm
_03395_,67.13µm
_00467_,67.08µm
_08316_,66.99µm
a_h\[4\],66.96µm
net1130,66.81µm
_05041_,66.56µm
_00469_,66.46µm
_01653_,66.46µm
_03162_,66.46µm
_09996_,66.42µm
clknet_leaf_48_clk,66.42µm
net1127,66.39µm
_02753_,66.28µm
_05220_,66.15µm
_03163_,66.12µm
_08364_,66.06µm
_00872_,66.04µm
_01017_,65.52µm
term_low\[30\],65.52µm
a_l\[15\],65.51µm
_03288_,65.48µm
net1078,65.46µm
_08895_,65.34µm
_10059_,65.23µm
_03286_,65.2µm
net58,65.1µm
net363,64.805µm
_06425_,64.71µm
clknet_leaf_42_clk,64.64µm
_01265_,64.61µm
_07575_,64.52µm
_06589_,64.5µm
_01344_,64.46µm
_08292_,64.33µm
_02546_,64.32µm
net587,64.2µm
clknet_leaf_0_clk,64.18µm
_02759_,64.16µm
net116,64.08µm
b_h\[3\],64.02µm
p_lh\[3\],63.9µm
_03002_,63.79µm
_00898_,63.73µm
clknet_leaf_18_clk,63.54µm
_05599_,63.34µm
_10040_,63.34µm
_07014_,63.1µm
net591,62.96µm
_01262_,62.88µm
_07155_,62.685µm
_00570_,62.64µm
_01398_,62.63µm
_09187_,62.48µm
_00451_,62.12µm
_03331_,62.01µm
_02668_,62µm
_05979_,61.86µm
clknet_leaf_56_clk,61.79µm
_08268_,61.7µm
_00049_,61.56µm
_07576_,61.56µm
net853,61.375µm
clknet_leaf_67_clk,61.2µm
_07256_,61.155µm
clknet_leaf_71_clk,61.12µm
_05912_,60.96µm
clknet_leaf_40_clk,60.95µm
_06430_,60.94µm
_02606_,60.84µm
_03739_,60.8µm
_06912_,60.8µm
_08437_,60.78µm
_06080_,60.75µm
a_l\[13\],60.7µm
net148,60.485µm
_08054_,60.46µm
_03171_,60.38µm
_00374_,60.365µm
mid_sum\[12\],60.36µm
_08230_,60.28µm
_02752_,60.26µm
_05177_,60.22µm
_08325_,60.08µm
net1416,60.02µm
_09320_,60.01µm
p_hh\[1\],59.94µm
net882,59.86µm
_05820_,59.84µm
clknet_leaf_37_clk,59.84µm
_05190_,59.8µm
_03679_,59.78µm
_10115_,59.66µm
_00184_,59.625µm
_00643_,59.59µm
_08881_,59.5µm
_08084_,59.36µm
_09393_,59.32µm
_07060_,59.2µm
net888,59.195µm
net115,59.18µm
_07389_,59.16µm
p_lh\[1\],59.14µm
_07022_,59.02µm
_01642_,58.88µm
_02309_,58.82µm
_09661_,58.74µm
clknet_leaf_17_clk,58.68µm
_08353_,58.62µm
_08191_,58.54µm
_06784_,58.46µm
clknet_leaf_8_clk,58.38µm
net417,58.12µm
_06709_,58.09µm
p_lh\[14\],58.02µm
_05773_,57.98µm
_00835_,57.8µm
net1383,57.8µm
_02185_,57.66µm
_06878_,57.66µm
_02899_,57.62µm
_09957_,57.62µm
clknet_leaf_43_clk,57.62µm
_09223_,57.6µm
net961,57.6µm
_00037_,57.565µm
net91,57.56µm
_09185_,57.5µm
_04349_,57.47µm
_05024_,57.42µm
_06091_,57.38µm
net60,57.36µm
_00185_,57.345µm
b_h\[7\],57.34µm
_09397_,57.2µm
_05561_,56.98µm
_09997_,56.92µm
_00995_,56.88µm
_06874_,56.75µm
_05771_,56.72µm
_04860_,56.68µm
_05886_,56.66µm
_09127_,56.58µm
net931,56.58µm
clknet_leaf_49_clk,56.56µm
_05980_,56.36µm
net174,56.36µm
_00955_,56.34µm
net942,56.34µm
_08436_,56.28µm
_06005_,56.27µm
_03219_,56.26µm
_08079_,56.24µm
_03728_,56.215µm
_03532_,56.16µm
_06696_,56.135µm
_07772_,56.12µm
_10041_,56.02µm
_07123_,55.98µm
_01094_,55.96µm
_01096_,55.96µm
_00268_,55.92µm
net1035,55.89µm
_09658_,55.86µm
_01345_,55.81µm
_09265_,55.72µm
_06908_,55.63µm
_03578_,55.56µm
_00494_,55.54µm
_06984_,55.52µm
_00693_,55.44µm
_03488_,55.42µm
_07991_,55.34µm
clknet_leaf_70_clk,55.34µm
_02199_,55.32µm
_07270_,55.29µm
_05873_,55.28µm
_03734_,55.24µm
_07088_,54.93µm
_02646_,54.9µm
net294,54.84µm
_00834_,54.8µm
_01142_,54.8µm
_02825_,54.8µm
clknet_leaf_52_clk,54.76µm
_00455_,54.68µm
_06849_,54.56µm
_08374_,54.535µm
_07257_,54.42µm
b_l\[13\],54.34µm
_04925_,54.16µm
_04009_,54.115µm
_07822_,54.02µm
_09123_,53.9µm
_10179_,53.88µm
net1404,53.88µm
_07954_,53.835µm
net462,53.78µm
_06047_,53.72µm
_08377_,53.64µm
_00734_,53.62µm
_02243_,53.6µm
_05463_,53.39µm
_02760_,53.38µm
_09816_,53.34µm
_05913_,53.33µm
_02590_,53.32µm
_07746_,53.32µm
_05009_,53.3µm
_03576_,53.29µm
_09266_,53.24µm
_07240_,53.23µm
net1176,53.18µm
_01050_,53.14µm
_07963_,53.12µm
_05677_,52.98µm
_03201_,52.92µm
_07138_,52.8µm
clknet_leaf_35_clk,52.755µm
_05467_,52.74µm
_03169_,52.72µm
_00576_,52.68µm
_08957_,52.68µm
_00492_,52.64µm
_00954_,52.56µm
clknet_leaf_34_clk,52.56µm
_01404_,52.55µm
_04463_,52.52µm
_08625_,52.5µm
_05981_,52.48µm
_04324_,52.46µm
net345,52.44µm
net858,52.44µm
_03644_,52.38µm
_08232_,52.32µm
_00546_,52.27µm
_08576_,52.2µm
_09742_,52.18µm
net379,52.17µm
_09920_,52.14µm
_00725_,52.1µm
_05507_,52.1µm
_07536_,52.1µm
_07285_,51.98µm
_01018_,51.9µm
_00970_,51.88µm
_02976_,51.86µm
_03256_,51.76µm
_05479_,51.76µm
_03158_,51.74µm
mid_sum\[1\],51.7µm
_00267_,51.665µm
_07707_,51.64µm
_00897_,51.56µm
_07311_,51.56µm
_05040_,51.54µm
_07127_,51.49µm
net304,51.48µm
_06427_,51.44µm
_07109_,51.4µm
_02669_,51.33µm
_05824_,51.33µm
_08777_,51.14µm
_07768_,51.1µm
_03194_,51.09µm
_01570_,51µm
net313,50.98µm
_05666_,50.9µm
_07139_,50.84µm
_09959_,50.84µm
_04861_,50.66µm
_09572_,50.66µm
clknet_leaf_68_clk,50.66µm
_05896_,50.64µm
_03535_,50.63µm
_07989_,50.59µm
_06072_,50.52µm
_02789_,50.48µm
net872,50.46µm
_04774_,50.295µm
_01660_,50.29µm
_03121_,50.28µm
_05772_,50.26µm
_02672_,50.14µm
_02644_,50.12µm
_08575_,50.1µm
_01396_,50.09µm
_05492_,50.07µm
net158,49.99µm
_03799_,49.95µm
_01263_,49.82µm
_05186_,49.82µm
_05733_,49.8µm
_03463_,49.78µm
_06689_,49.78µm
mid_sum\[0\],49.74µm
_03789_,49.7µm
_07671_,49.68µm
_01412_,49.64µm
_07588_,49.62µm
_06710_,49.6µm
_08963_,49.58µm
_04945_,49.56µm
_09924_,49.56µm
_04199_,49.44µm
_02466_,49.42µm
_06967_,49.4µm
_09334_,49.39µm
_00903_,49.38µm
clknet_leaf_25_clk,49.36µm
_01143_,49.34µm
_07312_,49.34µm
_09030_,49.33µm
_02907_,49.22µm
clknet_leaf_63_clk,49.22µm
_03332_,49.18µm
_07016_,49.18µm
clknet_leaf_26_clk,49.16µm
_08124_,49.055µm
_04231_,48.98µm
_04446_,48.95µm
_00685_,48.93µm
_05219_,48.93µm
_01991_,48.9µm
_08471_,48.9µm
_05297_,48.82µm
_02641_,48.68µm
_03329_,48.68µm
_06836_,48.58µm
_08596_,48.58µm
_07063_,48.54µm
b_l\[14\],48.5µm
net128,48.28µm
_10074_,48.26µm
_09083_,48.23µm
_05298_,48.22µm
net1153,48.22µm
_03003_,48.14µm
_04382_,48.1µm
_05524_,48.1µm
_08980_,48.08µm
net1074,48.08µm
_09251_,48.06µm
_03269_,48.05µm
net61,47.94µm
clknet_leaf_65_clk,47.94µm
_01856_,47.9µm
_02624_,47.88µm
_07538_,47.84µm
_07633_,47.8µm
term_mid\[23\],47.68µm
_07708_,47.6µm
_00829_,47.56µm
_06875_,47.56µm
net1381,47.54µm
_02575_,47.5µm
_09171_,47.5µm
_07126_,47.48µm
_00470_,47.45µm
_05377_,47.4µm
_02998_,47.34µm
_06893_,47.34µm
_10039_,47.32µm
_02092_,47.3µm
_05260_,47.28µm
net1148,47.27µm
_05702_,47.24µm
_09769_,47.24µm
_07528_,47.18µm
_08818_,47.18µm
_00653_,47.16µm
_06506_,47.14µm
net62,47.1µm
_09837_,47.02µm
_05224_,46.92µm
net143,46.9µm
_03038_,46.84µm
_06961_,46.8µm
_01269_,46.7µm
_03397_,46.7µm
_07156_,46.66µm
_02670_,46.62µm
_02928_,46.6µm
_03271_,46.52µm
_09931_,46.52µm
net147,46.52µm
_04953_,46.48µm
_05754_,46.46µm
_02746_,46.45µm
_04302_,46.44µm
_05237_,46.42µm
_02925_,46.4µm
_10075_,46.4µm
_03464_,46.38µm
_03452_,46.34µm
_05797_,46.3µm
a_h\[12\],46.3µm
_02900_,46.28µm
net401,46.28µm
_09835_,46.27µm
_02223_,46.26µm
_07510_,46.16µm
_08248_,46.15µm
a_l\[5\],46.14µm
net127,46.14µm
net816,46.12µm
_01059_,46.04µm
_01979_,46.04µm
_00518_,46µm
_00979_,45.94µm
_01009_,45.88µm
clknet_leaf_53_clk,45.88µm
_07783_,45.84µm
_03007_,45.82µm
_03270_,45.82µm
_02836_,45.8µm
clknet_leaf_10_clk,45.8µm
_08562_,45.72µm
_05039_,45.7µm
term_low\[29\],45.7µm
_00296_,45.685µm
_02910_,45.68µm
_00694_,45.67µm
_06159_,45.66µm
_06447_,45.64µm
_01338_,45.63µm
_08413_,45.58µm
_05305_,45.57µm
_04559_,45.56µm
_07520_,45.52µm
net114,45.52µm
net86,45.5µm
_10045_,45.43µm
_08587_,45.42µm
net394,45.41µm
_09020_,45.4µm
_01393_,45.34µm
_06570_,45.315µm
clknet_leaf_54_clk,45.26µm
_07485_,45.22µm
_05385_,45.2µm
_05611_,45.2µm
p_lh\[2\],45.2µm
_01124_,45.14µm
_01927_,45.14µm
_02730_,45.14µm
_01108_,45.12µm
_02872_,45.07µm
_00591_,45.04µm
_07051_,44.96µm
net361,44.94µm
_05734_,44.9µm
net1384,44.84µm
_09741_,44.82µm
_02377_,44.8µm
_03068_,44.8µm
_06797_,44.715µm
