net,length_um
_0075_,3.98µm
_0217_,3.9µm
_0246_,3.9µm
_0251_,3.9µm
_0264_,3.9µm
_0474_,3.9µm
_0508_,3.9µm
_0851_,3.9µm
_0171_,3.88µm
_0239_,3.88µm
_0443_,3.88µm
net194,3.88µm
_0007_,3.865µm
_0448_,3.86µm
_0886_,3.84µm
_0887_,3.78µm
_0166_,3.76µm
_0421_,3.76µm
_0675_,3.76µm
_0516_,3.74µm
_0741_,3.66µm
_0181_,3.64µm
_0793_,3.54µm
_0776_,3.52µm
_0023_,3.505µm
_0061_,3.485µm
_0406_,3.44µm
_0496_,3.44µm
_0535_,3.44µm
_0685_,3.44µm
_0912_,3.44µm
_0928_,3.44µm
net263,3.44µm
_0227_,3.42µm
_0298_,3.42µm
_0622_,3.42µm
_0745_,3.42µm
_0828_,3.42µm
net238,3.42µm
_0592_,3.22µm
_0660_,3.22µm
_0880_,3.2µm
_0460_,3.18µm
_0641_,3.18µm
_0419_,3.1µm
_0566_,3.1µm
_0671_,3.1µm
_0113_,3.08µm
_0229_,3.08µm
_0245_,3.08µm
_0393_,3.08µm
_0463_,3.08µm
_0465_,3.08µm
_0711_,3.08µm
_0963_,3.08µm
_0040_,3.065µm
_0699_,3.02µm
_0168_,2.98µm
_0859_,2.98µm
_0274_,2.96µm
_0309_,2.96µm
_0362_,2.96µm
_0567_,2.96µm
_0702_,2.96µm
_0063_,2.86µm
_0414_,2.76µm
_0632_,2.76µm
_0766_,2.76µm
_0248_,2.72µm
_0280_,2.64µm
_0543_,2.64µm
_0546_,2.64µm
_0205_,2.62µm
_0208_,2.62µm
_0285_,2.62µm
_0683_,2.62µm
_0897_,2.62µm
_0030_,2.545µm
_0255_,2.52µm
_0263_,2.52µm
_0597_,2.52µm
_0736_,2.52µm
_0065_,2.5µm
_0076_,2.5µm
_0128_,2.5µm
_0203_,2.5µm
_0324_,2.5µm
_0433_,2.5µm
_0759_,2.5µm
_0822_,2.5µm
_0874_,2.5µm
_0961_,2.5µm
_0001_,2.485µm
_0006_,2.325µm
_0571_,2.3µm
_0478_,2.28µm
_0412_,2.18µm
_0473_,2.18µm
_0732_,2.18µm
_0940_,2.18µm
net188,2.18µm
_0104_,2.16µm
_0237_,2.16µm
_0240_,2.16µm
_0273_,2.16µm
_0397_,2.16µm
_0689_,2.16µm
_0751_,2.16µm
_0792_,2.16µm
_0894_,2.16µm
_0259_,2.14µm
_0049_,2.085µm
_0060_,2.085µm
_0087_,2.06µm
_0234_,2.06µm
_0477_,2.06µm
_0795_,2.06µm
_0302_,2.04µm
_0690_,2.04µm
_0715_,2.04µm
_0782_,2.04µm
_0829_,2.04µm
_0830_,2.04µm
_0953_,2.04µm
_0964_,2.04µm
net213,2.04µm
net217,2.04µm
net220,2.04µm
net225,2.04µm
_0454_,1.94µm
_0057_,1.865µm
_0157_,1.84µm
_0257_,1.84µm
_0261_,1.84µm
_0335_,1.84µm
_0523_,1.84µm
_0713_,1.84µm
_0901_,1.84µm
_0479_,1.72µm
_0687_,1.72µm
_0701_,1.72µm
_0783_,1.72µm
_0102_,1.7µm
_0352_,1.7µm
_0372_,1.7µm
_0418_,1.7µm
_0527_,1.7µm
_0572_,1.7µm
_0810_,1.7µm
_0861_,1.7µm
net212,1.7µm
_0029_,1.685µm
_0938_,1.6µm
_0074_,1.38µm
_0101_,1.38µm
_0413_,1.38µm
_0376_,1.36µm
_0615_,1.36µm
_0193_,1.26µm
_0241_,1.26µm
_0446_,1.26µm
_0458_,1.26µm
_0476_,1.26µm
_0556_,1.26µm
_0753_,1.26µm
_0818_,1.26µm
_0860_,1.26µm
_0250_,1.14µm
_0656_,1.14µm
_0350_,1.02µm
_0553_,1.02µm
_0138_,0.92µm
_0242_,0.92µm
_0449_,0.92µm
_0499_,0.92µm
_0610_,0.92µm
_0667_,0.92µm
_0876_,0.92µm
_0209_,0.8µm
_0559_,0.8µm
_0647_,0.8µm
_0734_,0.8µm
_0804_,0.8µm
_0123_,0.46µm
_0253_,0.46µm
_0582_,0.46µm
_0765_,0.46µm
_0817_,0.46µm
_0853_,0.46µm
