net,length_um
_09473_,27.22µm
_05666_,27.2µm
_06983_,27.2µm
_05968_,27.18µm
_08969_,27.18µm
_03929_,27.16µm
_07307_,27.125µm
_09224_,27.12µm
_06414_,27.09µm
_05756_,27.08µm
_02109_,27.06µm
_04889_,27.06µm
_06742_,27.06µm
p_hl\[1\],27.06µm
clknet_leaf_55_clk,27.06µm
_02560_,27.04µm
_02899_,27.04µm
_07355_,27.04µm
_09786_,27.04µm
_00561_,27.02µm
_03028_,27.02µm
_01326_,27.01µm
_01747_,27µm
_07412_,27µm
_07507_,27µm
_08863_,27µm
net1083,27µm
_02367_,26.98µm
_03149_,26.98µm
_06856_,26.98µm
_02068_,26.96µm
_07340_,26.96µm
term_mid\[45\],26.96µm
_03541_,26.94µm
_04434_,26.92µm
_09357_,26.92µm
_05773_,26.9µm
_06660_,26.9µm
_08398_,26.9µm
_09421_,26.89µm
_00490_,26.88µm
_05639_,26.88µm
_03673_,26.86µm
_07163_,26.86µm
_04395_,26.84µm
_05193_,26.84µm
_05194_,26.84µm
_08159_,26.84µm
net385,26.84µm
_04974_,26.83µm
_06324_,26.8µm
net269,26.8µm
_10151_,26.78µm
_04550_,26.76µm
_04986_,26.76µm
_05706_,26.76µm
_01789_,26.74µm
_05840_,26.74µm
_01235_,26.72µm
_02007_,26.72µm
term_low\[26\],26.72µm
_05870_,26.68µm
_06111_,26.68µm
_07539_,26.68µm
_08629_,26.68µm
_05067_,26.66µm
_05186_,26.64µm
_09364_,26.64µm
_05714_,26.62µm
_08326_,26.62µm
_09187_,26.61µm
_06005_,26.6µm
net460,26.6µm
net455,26.59µm
_01938_,26.58µm
_01987_,26.58µm
_04509_,26.56µm
_05985_,26.56µm
_09480_,26.56µm
_09828_,26.56µm
_09854_,26.56µm
_06934_,26.55µm
_04314_,26.54µm
_02809_,26.52µm
_05181_,26.5µm
p[1],26.49µm
_00684_,26.48µm
net239,26.48µm
_00692_,26.44µm
_01783_,26.44µm
_05299_,26.42µm
_03357_,26.4µm
_00103_,26.395µm
_05928_,26.38µm
_02396_,26.36µm
_03777_,26.36µm
_08516_,26.36µm
net218,26.36µm
_00349_,26.345µm
_00897_,26.34µm
_05486_,26.34µm
_06614_,26.32µm
_02592_,26.3µm
net500,26.28µm
_09780_,26.27µm
_04552_,26.26µm
_08895_,26.26µm
_08220_,26.25µm
_01502_,26.24µm
_03642_,26.22µm
_05432_,26.22µm
_08768_,26.22µm
_09970_,26.22µm
_03455_,26.2µm
_06508_,26.2µm
_02939_,26.18µm
_04287_,26.18µm
_08873_,26.18µm
_02126_,26.16µm
_03762_,26.16µm
_05472_,26.16µm
_10098_,26.16µm
net432,26.14µm
_01725_,26.12µm
_02439_,26.12µm
_02585_,26.12µm
_01212_,26.1µm
_07454_,26.1µm
net108,26.1µm
_01376_,26.08µm
_02263_,26.08µm
_02719_,26.08µm
_08840_,26.08µm
_08287_,26.065µm
_01651_,26.06µm
_06643_,26.06µm
_09978_,26.06µm
_05761_,26.04µm
_09976_,26.04µm
net414,26.04µm
_00540_,26.02µm
_03252_,26.02µm
_05399_,26.02µm
_01669_,26.01µm
_05160_,26µm
_07712_,26µm
_02170_,25.98µm
_09815_,25.98µm
clknet_leaf_64_clk,25.98µm
_02023_,25.96µm
_05245_,25.955µm
_02481_,25.94µm
_10172_,25.94µm
_08899_,25.92µm
_09512_,25.92µm
_09692_,25.92µm
_00795_,25.91µm
_05404_,25.9µm
_05742_,25.9µm
_06214_,25.9µm
_07042_,25.9µm
_00664_,25.88µm
_08158_,25.88µm
_00636_,25.87µm
_04569_,25.86µm
_08221_,25.86µm
_09612_,25.86µm
_00230_,25.855µm
_03187_,25.84µm
_05125_,25.84µm
_06105_,25.84µm
_07120_,25.82µm
_08136_,25.82µm
_08167_,25.82µm
_08335_,25.82µm
_09330_,25.82µm
_01256_,25.78µm
_04288_,25.78µm
_01840_,25.74µm
_08222_,25.74µm
_02839_,25.72µm
_04085_,25.72µm
_05738_,25.72µm
_07421_,25.72µm
net880,25.72µm
_08918_,25.7µm
net487,25.69µm
_07909_,25.68µm
net129,25.68µm
_06645_,25.66µm
_04499_,25.65µm
_01558_,25.64µm
_03062_,25.64µm
_03300_,25.64µm
_07199_,25.64µm
_07220_,25.64µm
_07287_,25.64µm
_01287_,25.6µm
_02516_,25.6µm
_09943_,25.6µm
_03432_,25.58µm
_04366_,25.56µm
_09125_,25.56µm
_02482_,25.54µm
net371,25.54µm
_05760_,25.52µm
p[51],25.51µm
_05163_,25.5µm
_06118_,25.5µm
_09344_,25.5µm
_01908_,25.48µm
_04957_,25.48µm
_05264_,25.48µm
p[0],25.47µm
_00559_,25.46µm
_02838_,25.46µm
_08934_,25.46µm
_01396_,25.45µm
_07628_,25.45µm
_02132_,25.44µm
_05600_,25.44µm
_08662_,25.44µm
_00860_,25.42µm
_00984_,25.42µm
_04410_,25.42µm
_07670_,25.41µm
_01323_,25.4µm
_04571_,25.4µm
_09547_,25.4µm
_03108_,25.38µm
_03445_,25.38µm
_09095_,25.38µm
_02171_,25.37µm
_07819_,25.36µm
_06955_,25.35µm
_05005_,25.34µm
_09763_,25.34µm
_01322_,25.32µm
net144,25.32µm
_00607_,25.31µm
net1793,25.31µm
_06298_,25.3µm
_07451_,25.3µm
_02766_,25.28µm
_04023_,25.28µm
_04320_,25.28µm
_07643_,25.28µm
_08616_,25.28µm
net484,25.28µm
_06661_,25.27µm
p[56],25.27µm
_03917_,25.26µm
_03969_,25.26µm
_04333_,25.26µm
_07564_,25.245µm
_00838_,25.24µm
_01876_,25.2µm
_04568_,25.2µm
_06692_,25.2µm
_06639_,25.18µm
net1283,25.18µm
_06796_,25.16µm
_08200_,25.16µm
_04649_,25.14µm
_04747_,25.14µm
_04811_,25.14µm
_05902_,25.14µm
_03963_,25.13µm
_05862_,25.13µm
_06016_,25.12µm
term_mid\[41\],25.12µm
_03360_,25.1µm
_05693_,25.1µm
_02264_,25.09µm
_02739_,25.08µm
_02866_,25.08µm
_02955_,25.08µm
_09298_,25.08µm
_03612_,25.075µm
_01269_,25.07µm
_00499_,25.06µm
_06433_,25.06µm
_08062_,25.06µm
_07114_,25.05µm
_02773_,25.04µm
_04621_,25.04µm
net1278,25.03µm
_03585_,25.02µm
_04540_,25.02µm
_06172_,25.02µm
_07777_,25.02µm
_02255_,25µm
_02539_,25µm
_06296_,25µm
_06697_,25µm
_06811_,25µm
_07190_,25µm
_09528_,25µm
_02873_,24.99µm
_04656_,24.98µm
_04857_,24.98µm
_06689_,24.96µm
_09422_,24.95µm
_05244_,24.92µm
net387,24.9µm
_07338_,24.89µm
_01964_,24.88µm
_05021_,24.88µm
_06090_,24.88µm
_01183_,24.86µm
_01458_,24.86µm
_02530_,24.86µm
_07214_,24.86µm
_07718_,24.86µm
_04654_,24.84µm
_07707_,24.84µm
_05640_,24.83µm
_07333_,24.8µm
_07319_,24.79µm
_00730_,24.78µm
_00888_,24.78µm
_03138_,24.78µm
net319,24.78µm
_03174_,24.76µm
_07817_,24.76µm
_10034_,24.76µm
_05544_,24.74µm
_06816_,24.74µm
_06821_,24.74µm
_07842_,24.74µm
_01661_,24.72µm
_05549_,24.72µm
_05915_,24.72µm
_02201_,24.7µm
_08203_,24.7µm
_09619_,24.7µm
_02434_,24.68µm
_07153_,24.68µm
_09169_,24.68µm
_09598_,24.68µm
net224,24.68µm
_01054_,24.66µm
_02310_,24.66µm
_02694_,24.66µm
_08811_,24.65µm
net489,24.65µm
_07215_,24.64µm
_07935_,24.64µm
_09238_,24.64µm
net1014,24.64µm
_01407_,24.62µm
_06540_,24.62µm
_01056_,24.615µm
_02193_,24.6µm
_05108_,24.58µm
_08915_,24.58µm
clknet_leaf_13_clk,24.58µm
net1448,24.58µm
_02220_,24.57µm
_03451_,24.56µm
_03499_,24.56µm
_04761_,24.56µm
_06979_,24.56µm
_09877_,24.56µm
_07289_,24.55µm
_03003_,24.54µm
_06392_,24.54µm
_02845_,24.52µm
_03175_,24.52µm
_02217_,24.51µm
_02392_,24.5µm
_03939_,24.5µm
net463,24.5µm
net1790,24.5µm
_00608_,24.48µm
_08734_,24.48µm
net335,24.48µm
_00911_,24.475µm
_00537_,24.46µm
_03962_,24.46µm
_05158_,24.46µm
_06677_,24.46µm
_10152_,24.46µm
_07379_,24.44µm
_08819_,24.44µm
_09747_,24.44µm
_02071_,24.42µm
_05809_,24.42µm
_01532_,24.41µm
_01979_,24.405µm
_03178_,24.4µm
_06022_,24.4µm
_01774_,24.395µm
_04693_,24.38µm
_07728_,24.38µm
_02503_,24.36µm
_05036_,24.36µm
_07246_,24.36µm
net116,24.36µm
_00682_,24.34µm
_01565_,24.32µm
_01806_,24.32µm
_07860_,24.32µm
_03705_,24.3µm
_05829_,24.3µm
_05221_,24.28µm
_08526_,24.28µm
_06297_,24.26µm
_07980_,24.26µm
net1820,24.26µm
_10102_,24.24µm
_07053_,24.23µm
_04908_,24.225µm
_01866_,24.22µm
_02153_,24.22µm
_02791_,24.22µm
_05180_,24.22µm
_06518_,24.22µm
_02072_,24.2µm
_04424_,24.2µm
_05356_,24.2µm
_05176_,24.19µm
_03262_,24.18µm
_06018_,24.18µm
_06842_,24.18µm
_07218_,24.18µm
net302,24.18µm
_01599_,24.16µm
_03197_,24.16µm
_07367_,24.16µm
_03089_,24.14µm
_04691_,24.14µm
_09574_,24.14µm
_01678_,24.12µm
_08533_,24.12µm
net1787,24.12µm
_01832_,24.1µm
_03034_,24.1µm
_04551_,24.1µm
net374,24.1µm
_01265_,24.08µm
_02816_,24.08µm
_05420_,24.08µm
_06604_,24.08µm
net450,24.08µm
_00496_,24.06µm
_01208_,24.06µm
_01612_,24.06µm
_04272_,24.06µm
_06250_,24.06µm
_06927_,24.06µm
_07090_,24.06µm
_09997_,24.06µm
_01374_,24.04µm
_06152_,24.04µm
_06877_,24.04µm
_07328_,24.04µm
_08982_,24.04µm
clknet_leaf_53_clk,24.04µm
_00784_,24.02µm
_04989_,24.02µm
_06766_,24.02µm
_06995_,24.02µm
_09191_,24.02µm
_07837_,24µm
_02245_,23.98µm
_04560_,23.98µm
_04870_,23.98µm
_05894_,23.98µm
_05911_,23.98µm
_06889_,23.98µm
_05332_,23.97µm
_03958_,23.96µm
_05818_,23.96µm
_06804_,23.96µm
_10006_,23.96µm
_01362_,23.94µm
net883,23.93µm
_00796_,23.92µm
_05909_,23.92µm
_09334_,23.92µm
_10103_,23.92µm
_00819_,23.9µm
_07260_,23.9µm
b[6],23.9µm
_01743_,23.88µm
_04452_,23.88µm
_09012_,23.88µm
_09852_,23.87µm
_01344_,23.86µm
_01880_,23.86µm
_02512_,23.86µm
_07103_,23.86µm
_02207_,23.85µm
_02295_,23.84µm
_02824_,23.84µm
_04368_,23.84µm
_08881_,23.84µm
_10150_,23.84µm
_02114_,23.82µm
_04557_,23.8µm
_04783_,23.8µm
_08320_,23.8µm
p_hl\[29\],23.8µm
_01219_,23.78µm
_02728_,23.78µm
_04639_,23.78µm
_07414_,23.78µm
_09905_,23.78µm
_08864_,23.77µm
_02861_,23.76µm
_08524_,23.76µm
_04915_,23.72µm
_06222_,23.72µm
_08205_,23.72µm
_02156_,23.71µm
_02658_,23.71µm
_01379_,23.7µm
_04418_,23.7µm
_06220_,23.7µm
term_mid\[35\],23.7µm
_03430_,23.68µm
_06365_,23.68µm
_07392_,23.68µm
_07521_,23.68µm
_10080_,23.68µm
_07841_,23.675µm
term_mid\[17\],23.675µm
_02073_,23.66µm
_02361_,23.66µm
_06554_,23.66µm
_05719_,23.64µm
_06237_,23.64µm
_07593_,23.64µm
_09000_,23.62µm
_00707_,23.6µm
_07155_,23.6µm
_08034_,23.6µm
_08498_,23.6µm
_09200_,23.6µm
_01398_,23.58µm
_08293_,23.58µm
_04774_,23.57µm
_08100_,23.57µm
p[53],23.57µm
_03370_,23.56µm
_06642_,23.56µm
net1598,23.56µm
term_low\[17\],23.555µm
_00614_,23.525µm
_00920_,23.52µm
_04399_,23.52µm
_07050_,23.52µm
_06146_,23.5µm
_02456_,23.49µm
net486,23.48µm
_02501_,23.46µm
_02624_,23.46µm
_04566_,23.46µm
_04727_,23.46µm
net1640,23.46µm
_02433_,23.44µm
_02726_,23.44µm
_05065_,23.44µm
_05524_,23.44µm
_09195_,23.44µm
_03912_,23.42µm
_08415_,23.42µm
_08983_,23.42µm
mid_sum\[15\],23.42µm
_05920_,23.4µm
_05925_,23.4µm
_00913_,23.38µm
_04701_,23.38µm
_08229_,23.38µm
_10043_,23.38µm
p_hh_pipe\[21\],23.38µm
net1100,23.38µm
_07622_,23.36µm
_07990_,23.36µm
_01295_,23.34µm
_02443_,23.34µm
_04438_,23.33µm
_00406_,23.32µm
_01252_,23.3µm
_02431_,23.3µm
_08274_,23.3µm
_00335_,23.28µm
_02959_,23.28µm
_05268_,23.28µm
_07229_,23.28µm
_01513_,23.26µm
_04599_,23.26µm
_07029_,23.26µm
net1710,23.24µm
_01042_,23.23µm
_03944_,23.22µm
_07045_,23.22µm
_01339_,23.2µm
_00538_,23.18µm
_03268_,23.18µm
_07390_,23.18µm
_08651_,23.18µm
_04574_,23.16µm
_06926_,23.16µm
_07250_,23.16µm
_07897_,23.16µm
_02292_,23.14µm
_02881_,23.14µm
_08950_,23.14µm
_00542_,23.12µm
_04456_,23.12µm
_04688_,23.12µm
_09797_,23.12µm
_04896_,23.11µm
_10077_,23.105µm
_05266_,23.1µm
_07623_,23.1µm
_07292_,23.085µm
_02041_,23.08µm
_02219_,23.08µm
_02576_,23.08µm
_04087_,23.08µm
_09234_,23.08µm
net877,23.08µm
_01961_,23.06µm
_04143_,23.06µm
_08970_,23.06µm
net66,23.06µm
_09594_,23.05µm
_00702_,23.04µm
_01023_,23.04µm
_04259_,23.04µm
_05869_,23.04µm
net421,23.04µm
_03238_,23.03µm
_02664_,23.02µm
_07221_,23.02µm
net967,23.02µm
net979,23.02µm
_07364_,23.01µm
_01251_,23µm
_05013_,23µm
_05286_,23µm
_09757_,23µm
net1010,23µm
term_high\[35\],22.99µm
_02780_,22.98µm
_09053_,22.98µm
net1603,22.98µm
_01098_,22.96µm
_02996_,22.96µm
_07286_,22.96µm
_07575_,22.96µm
_08088_,22.96µm
net1815,22.96µm
_00687_,22.94µm
_01975_,22.94µm
_03715_,22.94µm
_07378_,22.94µm
_10177_,22.94µm
_00612_,22.92µm
_04650_,22.92µm
_04829_,22.92µm
_05227_,22.92µm
_02862_,22.9µm
_10086_,22.9µm
_03539_,22.89µm
p_hl\[30\],22.88µm
_05110_,22.86µm
_06439_,22.86µm
_03239_,22.84µm
_09580_,22.84µm
_04436_,22.83µm
_03675_,22.82µm
_03803_,22.82µm
_03204_,22.8µm
_07939_,22.8µm
net1507,22.8µm
_08219_,22.77µm
_01113_,22.76µm
_04589_,22.76µm
_02227_,22.74µm
_04247_,22.74µm
_06046_,22.74µm
_06481_,22.74µm
_07955_,22.74µm
_03510_,22.72µm
_04942_,22.72µm
_05470_,22.72µm
_04274_,22.7µm
_07730_,22.68µm
_02103_,22.66µm
_04211_,22.66µm
_06765_,22.645µm
_03812_,22.64µm
_07967_,22.64µm
net1079,22.64µm
_03485_,22.62µm
net923,22.62µm
_05960_,22.6µm
_07981_,22.6µm
_08837_,22.6µm
net292,22.6µm
net404,22.6µm
net420,22.6µm
_03754_,22.58µm
_04267_,22.58µm
_06968_,22.58µm
net1615,22.58µm
_02632_,22.56µm
_05422_,22.56µm
_08347_,22.56µm
_03898_,22.54µm
net1552,22.54µm
_05453_,22.52µm
_09523_,22.52µm
_01034_,22.5µm
_04705_,22.5µm
_08804_,22.5µm
_00505_,22.48µm
_02321_,22.48µm
_05664_,22.48µm
_04920_,22.46µm
_05919_,22.46µm
_05961_,22.46µm
_07096_,22.46µm
_08192_,22.46µm
_09744_,22.46µm
net161,22.46µm
_02610_,22.44µm
_09282_,22.44µm
_01894_,22.42µm
net271,22.42µm
net1812,22.42µm
_04205_,22.4µm
_08669_,22.4µm
_00793_,22.38µm
_04968_,22.38µm
_08407_,22.38µm
_08737_,22.38µm
_09222_,22.38µm
_10092_,22.38µm
net367,22.38µm
net1701,22.38µm
_00632_,22.36µm
_02963_,22.36µm
_08095_,22.36µm
_08512_,22.36µm
_09402_,22.34µm
p_ll\[2\],22.34µm
_04161_,22.32µm
_07173_,22.32µm
_07441_,22.32µm
net1255,22.32µm
_01194_,22.3µm
_01298_,22.3µm
_03223_,22.3µm
_10064_,22.3µm
net151,22.295µm
_02894_,22.26µm
_04736_,22.26µm
_05608_,22.26µm
_01085_,22.24µm
_05527_,22.22µm
net61,22.22µm
_09296_,22.21µm
_03148_,22.2µm
_03997_,22.2µm
_08065_,22.2µm
_08179_,22.2µm
_09809_,22.2µm
_00882_,22.195µm
_02089_,22.19µm
_02823_,22.18µm
_07227_,22.18µm
_08002_,22.18µm
_10005_,22.18µm
_08887_,22.17µm
_05288_,22.16µm
_10068_,22.16µm
_03478_,22.14µm
_03859_,22.14µm
_04301_,22.14µm
_05934_,22.14µm
_08906_,22.14µm
_09556_,22.14µm
net1698,22.14µm
p[54],22.13µm
_01297_,22.12µm
_02878_,22.12µm
_04905_,22.12µm
_02553_,22.11µm
_02973_,22.1µm
_03152_,22.1µm
_03450_,22.1µm
_01242_,22.08µm
_02121_,22.08µm
_04901_,22.08µm
_07960_,22.08µm
_07147_,22.06µm
_09019_,22.06µm
_09750_,22.06µm
_07934_,22.04µm
_08194_,22.04µm
_08663_,22.04µm
_02475_,22.02µm
_06962_,22.02µm
_08302_,22.02µm
_02309_,22µm
_03959_,22µm
_06993_,22µm
_07095_,22µm
_07400_,22µm
_08001_,22µm
_09137_,22µm
_00942_,21.98µm
_07027_,21.98µm
_08020_,21.98µm
_01017_,21.96µm
_01841_,21.96µm
_05812_,21.96µm
_06944_,21.96µm
_07303_,21.96µm
_08151_,21.96µm
_06996_,21.95µm
_02074_,21.94µm
_02213_,21.94µm
_05654_,21.94µm
_06992_,21.94µm
_07852_,21.94µm
_09467_,21.94µm
_01710_,21.92µm
_03639_,21.92µm
_06188_,21.92µm
_08184_,21.92µm
_08472_,21.92µm
_01827_,21.905µm
_02230_,21.9µm
_05318_,21.9µm
net1017,21.9µm
_08443_,21.89µm
_04003_,21.88µm
_05512_,21.88µm
_07111_,21.88µm
_08251_,21.87µm
_06096_,21.86µm
_05575_,21.84µm
a_l\[1\],21.84µm
_00328_,21.825µm
_01303_,21.8µm
_05144_,21.8µm
_08558_,21.8µm
_02246_,21.78µm
_05936_,21.78µm
_09901_,21.78µm
_05053_,21.76µm
_08450_,21.76µm
_06718_,21.75µm
_01248_,21.74µm
_04175_,21.74µm
_02467_,21.73µm
_01794_,21.72µm
_02282_,21.72µm
_04909_,21.72µm
_05030_,21.72µm
_06131_,21.72µm
_03531_,21.7µm
_04453_,21.7µm
_05713_,21.7µm
_05836_,21.7µm
_07637_,21.7µm
_08590_,21.7µm
_09353_,21.7µm
p_lh\[9\],21.7µm
net290,21.7µm
_04024_,21.69µm
_02548_,21.68µm
_05126_,21.68µm
_05155_,21.68µm
net364,21.68µm
_01693_,21.66µm
_07547_,21.66µm
_07727_,21.66µm
_02355_,21.64µm
_06087_,21.64µm
_07066_,21.64µm
_09900_,21.64µm
net351,21.64µm
_03609_,21.62µm
_06686_,21.62µm
_07484_,21.62µm
_08659_,21.62µm
_05204_,21.61µm
_01239_,21.6µm
_01473_,21.6µm
_04952_,21.6µm
_06556_,21.6µm
_08392_,21.6µm
_09057_,21.6µm
_10013_,21.6µm
_08374_,21.58µm
_09274_,21.58µm
_01126_,21.575µm
_04520_,21.56µm
_04689_,21.56µm
_08613_,21.56µm
_02788_,21.54µm
_03634_,21.54µm
_07558_,21.54µm
_08650_,21.54µm
_09407_,21.54µm
_05394_,21.52µm
_06482_,21.52µm
net1726,21.52µm
_09999_,21.51µm
_02727_,21.5µm
_05929_,21.5µm
_06987_,21.5µm
_09651_,21.5µm
_01635_,21.48µm
_02242_,21.48µm
_03970_,21.48µm
_08051_,21.48µm
_09229_,21.48µm
_09890_,21.48µm
_02005_,21.46µm
_02729_,21.46µm
_05012_,21.46µm
_07973_,21.46µm
_07997_,21.46µm
_03055_,21.44µm
_04627_,21.44µm
_05136_,21.44µm
_07979_,21.44µm
_00453_,21.42µm
_01243_,21.42µm
_01914_,21.42µm
_03278_,21.42µm
_04626_,21.42µm
_05959_,21.42µm
_07694_,21.42µm
net305,21.42µm
net1523,21.4µm
_01826_,21.395µm
_01351_,21.38µm
_01425_,21.38µm
_02192_,21.38µm
_05739_,21.38µm
net453,21.38µm
_01448_,21.37µm
_02175_,21.36µm
_04916_,21.36µm
_06805_,21.36µm
_01454_,21.355µm
_09739_,21.34µm
_00945_,21.32µm
_04266_,21.32µm
_05595_,21.32µm
_06058_,21.32µm
_01980_,21.3µm
_03412_,21.3µm
_03836_,21.3µm
_04570_,21.3µm
_04759_,21.3µm
_05628_,21.3µm
_06123_,21.3µm
_07473_,21.3µm
_08064_,21.3µm
_07790_,21.28µm
_07952_,21.28µm
_08295_,21.28µm
_00854_,21.26µm
_01684_,21.26µm
_05563_,21.26µm
_06950_,21.26µm
_08457_,21.26µm
_08562_,21.26µm
_09502_,21.26µm
_02316_,21.25µm
_09881_,21.25µm
_08087_,21.24µm
_08579_,21.24µm
_09825_,21.24µm
_09656_,21.23µm
_03512_,21.22µm
_05538_,21.22µm
_05521_,21.21µm
_06404_,21.21µm
_01154_,21.2µm
_01796_,21.2µm
_02256_,21.2µm
_06283_,21.2µm
_06970_,21.2µm
_07614_,21.2µm
_07751_,21.2µm
_01498_,21.18µm
_03661_,21.18µm
term_high\[47\],21.17µm
_00592_,21.16µm
_00779_,21.16µm
_02009_,21.16µm
_02334_,21.16µm
_05220_,21.16µm
_06980_,21.16µm
_09073_,21.15µm
p[55],21.15µm
_00990_,21.14µm
_01767_,21.14µm
_08617_,21.14µm
_09618_,21.14µm
_05750_,21.12µm
_07039_,21.12µm
_09994_,21.12µm
_01868_,21.1µm
_07001_,21.1µm
_01968_,21.08µm
_04369_,21.08µm
_06882_,21.08µm
_06911_,21.08µm
_07271_,21.08µm
_08541_,21.08µm
net154,21.08µm
net233,21.08µm
net1713,21.08µm
_04265_,21.06µm
_04640_,21.06µm
_07142_,21.06µm
_08011_,21.06µm
_08635_,21.06µm
_02469_,21.04µm
_06897_,21.04µm
net1254,21.02µm
_01488_,21µm
_04581_,21µm
_08557_,21µm
_09416_,21µm
_06305_,20.97µm
_01943_,20.96µm
_02324_,20.96µm
_03469_,20.96µm
_03496_,20.96µm
_04200_,20.96µm
_09138_,20.96µm
_04669_,20.94µm
_06137_,20.94µm
_06815_,20.94µm
_09513_,20.94µm
_05290_,20.92µm
_08331_,20.92µm
p_lh\[13\],20.92µm
net1376,20.92µm
_01994_,20.9µm
_03692_,20.9µm
_03693_,20.9µm
_04093_,20.9µm
_05918_,20.9µm
_06355_,20.9µm
term_mid\[19\],20.9µm
_02532_,20.88µm
_06634_,20.88µm
net324,20.88µm
_02874_,20.86µm
_07164_,20.86µm
_03140_,20.84µm
_06380_,20.84µm
_06835_,20.84µm
_07098_,20.84µm
_07468_,20.84µm
_09173_,20.84µm
_04019_,20.835µm
_02044_,20.82µm
_02125_,20.82µm
_03918_,20.82µm
_09147_,20.82µm
_00764_,20.8µm
_09445_,20.8µm
_02579_,20.79µm
_02775_,20.78µm
_05580_,20.78µm
_06000_,20.78µm
_09730_,20.78µm
_04309_,20.77µm
p[3],20.77µm
_02537_,20.76µm
_08831_,20.76µm
_09686_,20.76µm
_01479_,20.75µm
_03046_,20.75µm
_09342_,20.75µm
_00628_,20.74µm
_02656_,20.74µm
_04192_,20.74µm
_09762_,20.74µm
net1016,20.74µm
net146,20.72µm
net395,20.72µm
term_mid\[16\],20.715µm
_04321_,20.705µm
_00676_,20.7µm
_02380_,20.7µm
_05192_,20.7µm
_10157_,20.7µm
net493,20.7µm
net390,20.695µm
_02151_,20.68µm
_02604_,20.68µm
_07387_,20.68µm
_07947_,20.68µm
_08488_,20.68µm
_02069_,20.66µm
_02997_,20.66µm
_05487_,20.66µm
_07085_,20.66µm
_07519_,20.66µm
_09660_,20.66µm
_07542_,20.65µm
_02533_,20.64µm
_05080_,20.64µm
_06823_,20.64µm
_08046_,20.64µm
_04873_,20.62µm
_07076_,20.62µm
_09796_,20.62µm
_05552_,20.61µm
_06243_,20.6µm
_08890_,20.6µm
net254,20.6µm
net1733,20.6µm
_05078_,20.58µm
_05384_,20.58µm
_07598_,20.58µm
_09639_,20.58µm
mid_sum\[14\],20.58µm
_01302_,20.56µm
_02782_,20.56µm
_04946_,20.56µm
_05808_,20.56µm
_06809_,20.56µm
_00675_,20.54µm
_00956_,20.54µm
_05357_,20.54µm
_09947_,20.54µm
_09964_,20.54µm
_06712_,20.53µm
_04294_,20.52µm
_04787_,20.52µm
_04725_,20.5µm
_05914_,20.5µm
_08652_,20.5µm
_09928_,20.5µm
_10036_,20.5µm
_01971_,20.48µm
_05390_,20.48µm
_09304_,20.48µm
_09548_,20.48µm
_03524_,20.47µm
_04168_,20.47µm
_08143_,20.47µm
_03022_,20.46µm
_04516_,20.46µm
net44,20.46µm
_02812_,20.44µm
_05280_,20.44µm
_07360_,20.44µm
clknet_leaf_54_clk,20.44µm
_06960_,20.43µm
_03923_,20.42µm
_05035_,20.42µm
_05642_,20.42µm
_08101_,20.42µm
_09207_,20.42µm
_09669_,20.41µm
_01539_,20.4µm
_06002_,20.4µm
_07302_,20.4µm
net454,20.4µm
_02665_,20.38µm
_02731_,20.38µm
_04392_,20.38µm
_06017_,20.38µm
_06586_,20.38µm
_07606_,20.38µm
_09992_,20.38µm
_00884_,20.37µm
_04885_,20.37µm
_00747_,20.36µm
_05031_,20.36µm
_05810_,20.36µm
_07708_,20.36µm
net1009,20.36µm
_03720_,20.35µm
_01313_,20.34µm
_01378_,20.34µm
_01576_,20.34µm
_01702_,20.34µm
_04347_,20.34µm
_06819_,20.33µm
_00526_,20.32µm
_01447_,20.32µm
_02626_,20.32µm
_05781_,20.32µm
_03195_,20.3µm
_06780_,20.3µm
_00513_,20.28µm
_02889_,20.28µm
_04879_,20.28µm
_06514_,20.28µm
_10171_,20.28µm
_02379_,20.27µm
_03718_,20.26µm
_07847_,20.26µm
_03739_,20.24µm
_04518_,20.24µm
_04592_,20.24µm
_05345_,20.24µm
_05379_,20.24µm
net1132,20.24µm
_01375_,20.22µm
_05413_,20.22µm
_06050_,20.22µm
_07283_,20.22µm
_01887_,20.2µm
_02140_,20.2µm
_04327_,20.2µm
_09237_,20.2µm
_09306_,20.2µm
_09312_,20.185µm
_02372_,20.18µm
_03096_,20.18µm
_04352_,20.18µm
_07404_,20.18µm
_07818_,20.18µm
_01366_,20.16µm
_04526_,20.16µm
_09176_,20.16µm
_09551_,20.16µm
_01923_,20.14µm
_05210_,20.14µm
_05430_,20.14µm
_06074_,20.14µm
_07351_,20.14µm
_09248_,20.14µm
net429,20.14µm
_02120_,20.12µm
_02437_,20.12µm
_02908_,20.12µm
_04134_,20.12µm
_06551_,20.12µm
_07154_,20.12µm
_07348_,20.12µm
net1682,20.12µm
_00763_,20.1µm
_05603_,20.1µm
_08104_,20.1µm
net1341,20.1µm
_00760_,20.095µm
_04607_,20.08µm
_06756_,20.08µm
_08164_,20.08µm
_08478_,20.08µm
_08940_,20.08µm
_09399_,20.08µm
_05265_,20.06µm
_07181_,20.06µm
net1641,20.05µm
_02828_,20.04µm
_03289_,20.04µm
_05415_,20.04µm
_02535_,20.02µm
_04755_,20.02µm
net1672,20.02µm
_05701_,20.015µm
_01540_,20.01µm
_02612_,20.01µm
_03710_,20µm
_05206_,20µm
_05361_,20µm
net890,20µm
_05572_,19.98µm
_09219_,19.98µm
_02195_,19.94µm
