net,length_um
net683,144.52µm
net870,144.04µm
net790,143.91µm
net829,142.62µm
net739,142.17µm
net1337,141.98µm
p_ll_pipe\[19\],141.82µm
net573,141.785µm
net1205,141.62µm
net1234,140.58µm
net1035,140.53µm
net704,139.98µm
net586,139.95µm
net606,139.79µm
p_ll_pipe\[22\],139.2µm
net690,138.95µm
p_hl\[25\],138.85µm
net1013,138.8µm
net584,138.52µm
net1253,138.3µm
net1792,137.6µm
p_ll_pipe\[21\],137.38µm
a_l\[13\],137.23µm
net1227,136.785µm
net636,136.26µm
net769,136.01µm
net1089,135.93µm
net1103,135.39µm
net1547,135.24µm
net1556,134.88µm
net569,134.6µm
_00363_,134.585µm
_00318_,134.42µm
b_h\[2\],134.31µm
net1111,134.08µm
net594,133.44µm
b_l\[5\],132.815µm
_00139_,132.745µm
p_ll_pipe\[16\],132.1µm
net641,131.96µm
net1198,131.94µm
_00136_,131.585µm
net688,131.3µm
net818,131.275µm
net1142,131.1µm
p_ll_pipe\[17\],130.98µm
p_ll_pipe\[23\],130.94µm
net1090,130.44µm
_00137_,129.84µm
a_h\[10\],129.68µm
_00141_,129.345µm
net762,129.32µm
net899,129.24µm
net817,128.96µm
clknet_leaf_27_clk,128.88µm
_00138_,128.605µm
_00381_,128.605µm
p_ll_pipe\[25\],128.6µm
net1554,128.5µm
net773,127.85µm
net1589,127µm
net1555,126.46µm
net709,126.4µm
clknet_leaf_22_clk,126.38µm
net1114,126.37µm
net1053,126.24µm
net1259,126.195µm
net921,125.94µm
net1587,125.92µm
net595,125.8µm
net616,125.8µm
clknet_leaf_44_clk,125.6µm
net1562,125.42µm
net777,125.3µm
clknet_leaf_25_clk,125.075µm
net623,125.03µm
net1252,124.755µm
p_ll_pipe\[26\],124.64µm
net1222,124.64µm
p_hl\[10\],124.3µm
net1305,124.18µm
_00310_,124.02µm
net592,123.835µm
p_ll_pipe\[27\],123.7µm
_00315_,123.605µm
net674,123.46µm
net992,123.41µm
net632,123.34µm
clknet_leaf_40_clk,123.24µm
clknet_leaf_43_clk,123µm
net1564,122.1µm
b_l\[0\],121.96µm
a_l\[6\],120.66µm
net1550,120.28µm
net638,120.235µm
net726,120.07µm
net1115,119.79µm
net1109,119.31µm
net1588,118.64µm
_10004_,118.44µm
_00377_,118.3µm
net1239,118.29µm
_00330_,118.1µm
p_hl\[26\],117.96µm
net135,117.74µm
_00379_,117.705µm
net1292,117.69µm
net607,117.32µm
net647,117.14µm
net625,117.1µm
b_l\[6\],116.86µm
net1299,116.6µm
_00296_,116.305µm
p_ll_pipe\[29\],116.26µm
p_hl\[27\],116.04µm
net964,115.94µm
a_h\[13\],115.8µm
_00385_,115.605µm
net1064,115.53µm
net993,115.15µm
_00312_,115.025µm
net583,114.84µm
net1036,113.75µm
net1313,113.74µm
net532,113.46µm
net1349,113.4µm
net1209,113.255µm
clknet_leaf_21_clk,113.24µm
clknet_leaf_26_clk,113.12µm
net1311,112.62µm
b_l\[4\],112.55µm
net962,112.465µm
b_h\[1\],112.31µm
net599,111.86µm
p_lh\[27\],111.74µm
net1032,111µm
b_h\[9\],110.97µm
net973,110.97µm
_06879_,110.86µm
net141,110.785µm
net949,109.14µm
net1248,109.02µm
_00314_,109.005µm
net803,108.92µm
_00364_,108.135µm
_06999_,107.78µm
b_l\[3\],107µm
net1309,106.86µm
net136,106.525µm
_00382_,106.465µm
net1636,106.42µm
net535,105.83µm
_00135_,105.585µm
net1178,105.54µm
net680,105.19µm
net1350,104.78µm
net1802,104.56µm
net975,104.5µm
net1145,104.5µm
net1353,103.98µm
_08210_,103.715µm
net1465,103.66µm
net1578,103.42µm
_00725_,103.4µm
_06589_,103.02µm
clknet_leaf_28_clk,102.825µm
net1180,102.71µm
net682,102.38µm
net1046,102.01µm
net960,101.89µm
net1236,101.49µm
_00724_,100.98µm
p_hh\[31\],100.6µm
_00134_,100.4µm
_00975_,100.08µm
net809,99.77µm
clknet_leaf_35_clk,99.715µm
_00132_,99.495µm
net684,99.15µm
net1058,98.91µm
clknet_leaf_36_clk,98.42µm
_00976_,98.36µm
clknet_leaf_45_clk,97.86µm
p_hl\[22\],97.36µm
_08373_,97.26µm
a_h\[11\],96.88µm
net1230,96.84µm
net622,96.66µm
p_hh\[29\],96.22µm
_00133_,96.185µm
net1066,96.16µm
_07113_,95.93µm
net798,95.52µm
net815,95.22µm
_02588_,95.2µm
_06694_,95.1µm
_05056_,95.01µm
_00445_,94.82µm
clknet_leaf_20_clk,94.76µm
net1133,94.48µm
_05882_,94.08µm
net1061,93.92µm
clknet_leaf_1_clk,93.9µm
net968,93.77µm
b_h\[7\],93.48µm
net1015,93.48µm
net1572,93.16µm
a_h\[1\],93.12µm
net678,92.82µm
_01856_,92.24µm
net578,92.1µm
_03298_,91.72µm
net1319,91.56µm
b_h\[6\],91.46µm
b_l\[2\],90.9µm
net1569,90.5µm
_05881_,90.42µm
_03295_,89.8µm
_00376_,89.645µm
_01218_,89.48µm
_00872_,88.77µm
net1131,88.75µm
net564,88.655µm
clknet_leaf_39_clk,88.56µm
net1776,88.38µm
net1203,88.24µm
clknet_leaf_37_clk,88.08µm
net134,87.965µm
_06095_,87.89µm
p_ll_pipe\[14\],87.78µm
net1211,87µm
p_ll\[18\],86.98µm
_05463_,86.3µm
b_l\[13\],86.14µm
p_ll_pipe\[13\],85.92µm
_00307_,85.86µm
_00128_,85.445µm
net1244,85.35µm
p_hl\[15\],85.22µm
net1513,84.62µm
net1093,84µm
_05890_,83.91µm
net1106,83.91µm
_04382_,83.86µm
_08139_,83.45µm
_00449_,83.34µm
net1519,83.2µm
_05262_,83.15µm
net1287,82.92µm
_05883_,82.84µm
clknet_leaf_23_clk,82.76µm
net1220,82.55µm
_00362_,82.385µm
_00858_,82.02µm
_03169_,81.995µm
net1548,81.78µm
_00380_,81.725µm
_00383_,81.655µm
net697,81.6µm
net1101,81.58µm
_00418_,81.34µm
_01814_,81.17µm
_05889_,80.95µm
clknet_leaf_15_clk,80.94µm
_07925_,80.88µm
net912,80.72µm
_08040_,80.7µm
_07438_,80.64µm
a_l\[2\],80.52µm
_07557_,80.5µm
_00375_,80.305µm
_05446_,79.5µm
p_hl\[3\],79.42µm
net1215,79.015µm
clknet_leaf_33_clk,78.9µm
net1146,78.895µm
p_hh\[26\],78.88µm
_10058_,78.79µm
net138,78.67µm
_02547_,78.53µm
_08494_,78.2µm
_00443_,78.03µm
_02545_,77.8µm
_03728_,77.655µm
_02917_,77.62µm
net893,77.52µm
net1281,77.34µm
net627,77.28µm
net875,77.12µm
_10076_,76.94µm
net1298,76.9µm
_05464_,76.86µm
net1249,76.78µm
_05616_,76.755µm
net1217,76.57µm
_06537_,76.4µm
_00419_,76.02µm
_03202_,75.9µm
clknet_leaf_11_clk,75.9µm
a_h\[9\],75.62µm
_08372_,75.36µm
net389,75.335µm
_06908_,75.21µm
_05055_,75.05µm
_03953_,74.98µm
_03548_,74.89µm
_06878_,74.82µm
_02575_,74.76µm
_06709_,74.65µm
net1295,74.58µm
_07762_,74.52µm
_07678_,74.515µm
_03950_,74.24µm
mid_sum\[32\],74.24µm
clknet_leaf_61_clk,74µm
_00129_,73.92µm
_03201_,73.76µm
_01073_,73.74µm
net1501,73.72µm
_10075_,73.66µm
_10002_,73.36µm
_00311_,73.145µm
_03151_,72.92µm
_01059_,72.86µm
_07991_,72.78µm
_00316_,72.66µm
clknet_leaf_38_clk,72.46µm
_06912_,72.42µm
b_l\[10\],72.27µm
_05888_,72.2µm
net481,72.2µm
_05024_,72.06µm
_09910_,71.99µm
_00325_,71.78µm
net943,71.76µm
net1314,71.68µm
net1351,71.46µm
_08327_,71.12µm
b_h\[4\],71.12µm
net1532,71.02µm
a_h\[14\],70.96µm
_03602_,70.85µm
_00451_,70.78µm
_09030_,70.69µm
net1022,70.62µm
net1027,70.48µm
_09872_,70.4µm
net1134,70.21µm
net1078,70.18µm
_07587_,70.12µm
_04446_,70.06µm
net1241,70µm
_05604_,69.94µm
_08437_,69.86µm
_08036_,69.85µm
_04381_,69.77µm
_02424_,69.54µm
_03489_,69.435µm
_00313_,69.34µm
net675,69.29µm
_00970_,69.24µm
net991,69.06µm
_08363_,69.02µm
_06984_,68.66µm
_02243_,68.64µm
_06744_,68.54µm
net887,68.24µm
_02546_,68.1µm
_07063_,68.04µm
_07989_,68.04µm
net1148,67.95µm
net948,67.94µm
_09871_,67.89µm
p_lh\[7\],67.88µm
net1264,67.84µm
_03549_,67.8µm
_05599_,67.46µm
_01813_,67.42µm
net857,67.3µm
_05260_,67.26µm
_08038_,67.22µm
p_ll_pipe\[18\],66.98µm
_02606_,66.96µm
_02199_,66.905µm
_03117_,66.9µm
_05298_,66.72µm
_05178_,66.62µm
net1749,66.62µm
_05050_,66.61µm
_01037_,66.54µm
_08436_,66.52µm
_08069_,66.46µm
_09741_,66.36µm
_01595_,66.3µm
_02099_,66.2µm
_01060_,66.1µm
clknet_leaf_46_clk,66.1µm
_06644_,66.07µm
_07491_,66.06µm
_00368_,65.935µm
_10045_,65.655µm
_10008_,65.62µm
term_low\[19\],65.54µm
_02762_,65.52µm
_07498_,65.37µm
_10070_,65.34µm
net1354,65.08µm
_00369_,65.025µm
_02925_,65µm
clknet_leaf_34_clk,64.97µm
term_low\[24\],64.76µm
_02423_,64.74µm
net336,64.64µm
_03170_,64.24µm
_08138_,63.9µm
_00323_,63.8µm
_07800_,63.775µm
net1138,63.74µm
_04476_,63.62µm
_03576_,63.56µm
_03607_,63.54µm
p_hl\[28\],63.48µm
p_ll_pipe\[12\],63.26µm
a_h\[6\],63.18µm
_03952_,63.16µm
p_hl\[11\],63.16µm
_02916_,63.11µm
_10071_,63.09µm
_04478_,63.04µm
net867,63.02µm
net1491,62.98µm
net854,62.95µm
_03171_,62.74µm
_01991_,62.4µm
_05006_,62.34µm
_00995_,62.28µm
_07683_,62.25µm
_08362_,62.16µm
_05733_,62.08µm
_02843_,62.04µm
a_l\[12\],61.92µm
_08777_,61.78µm
net1247,61.775µm
_05893_,61.72µm
_00131_,61.565µm
_06728_,61.56µm
net929,61.5µm
a_h\[7\],61.46µm
_04842_,61.33µm
a_h\[15\],61.3µm
_00653_,61.25µm
_07586_,61.22µm
_05467_,61.1µm
_03951_,60.77µm
_00347_,60.705µm
a_l\[11\],60.68µm
_05137_,60.46µm
_03027_,60.4µm
_03163_,60.4µm
_09415_,60.4µm
_09937_,60.24µm
_07433_,60.12µm
_08856_,60.06µm
_00953_,60.04µm
_07822_,60.04µm
_05824_,59.995µm
_01660_,59.96µm
_00895_,59.94µm
_08270_,59.88µm
p_hl\[0\],59.88µm
b_h\[8\],59.86µm
b_l\[9\],59.785µm
_08723_,59.78µm
_07633_,59.76µm
_06812_,59.71µm
p_ll_pipe\[15\],59.66µm
_03653_,59.5µm
net1817,59.5µm
_06455_,59.48µm
net1072,59.46µm
_00130_,59.44µm
_00977_,59.4µm
_04349_,59.36µm
_07435_,59.265µm
_05023_,59.24µm
_07812_,59.14µm
_06787_,58.96µm
_03157_,58.94µm
_07139_,58.76µm
_07527_,58.76µm
_00645_,58.61µm
_02185_,58.5µm
net914,58.465µm
_06901_,58.44µm
_07584_,58.44µm
_07353_,58.29µm
_07801_,58.26µm
_03397_,58.24µm
_03286_,58.22µm
net1494,58.14µm
_07766_,58.1µm
p_hl\[18\],58.1µm
_00661_,57.97µm
_00662_,57.97µm
p_ll_pipe\[10\],57.92µm
net1141,57.92µm
_06845_,57.88µm
_03395_,57.875µm
_00955_,57.84µm
net1119,57.82µm
_09083_,57.72µm
_08471_,57.68µm
_03331_,57.56µm
net68,57.54µm
net1238,57.52µm
_03131_,57.4µm
_00378_,57.32µm
_01641_,57.12µm
_08353_,57.02µm
net1280,56.98µm
a_l\[5\],56.72µm
_04451_,56.7µm
_03332_,56.46µm
_00294_,56.44µm
_02186_,56.2µm
net1798,56.15µm
net1487,56.1µm
net398,55.98µm
_00151_,55.965µm
clknet_leaf_32_clk,55.93µm
_00867_,55.88µm
_00384_,55.86µm
_01784_,55.78µm
_07434_,55.7µm
_09020_,55.64µm
_05052_,55.63µm
_06658_,55.63µm
_10012_,55.62µm
_08191_,55.58µm
_06961_,55.51µm
_08232_,55.44µm
_09185_,55.17µm
_02753_,55.14µm
_07257_,55.14µm
_05873_,54.98µm
_03704_,54.88µm
_03287_,54.86µm
_07415_,54.86µm
_09082_,54.86µm
_02907_,54.84µm
_05492_,54.84µm
_06797_,54.82µm
_07996_,54.78µm
_05797_,54.74µm
_04485_,54.72µm
_03119_,54.7µm
_03121_,54.7µm
p_hl\[17\],54.68µm
_02707_,54.62µm
_09412_,54.62µm
_06343_,54.6µm
_02858_,54.58µm
_05004_,54.58µm
_05678_,54.52µm
_07312_,54.52µm
net1105,54.5µm
_07634_,54.36µm
clknet_leaf_8_clk,54.34µm
_04988_,54.3µm
_07936_,54.26µm
_05347_,54.18µm
_06967_,54.06µm
_07770_,54.04µm
_09386_,54.04µm
_06836_,53.88µm
_09735_,53.78µm
net1050,53.58µm
_05297_,53.56µm
_05912_,53.48µm
net1018,53.42µm
net340,53.4µm
net1788,53.36µm
_07681_,53.26µm
_04913_,53.22µm
_06729_,53.22µm
_03600_,53.2µm
_07642_,53.18µm
net1219,53.14µm
p_hl\[4\],53.13µm
net1737,53.04µm
_04556_,52.95µm
_01143_,52.93µm
_07256_,52.86µm
_00295_,52.845µm
_02092_,52.78µm
_06775_,52.78µm
_05566_,52.74µm
_05466_,52.72µm
a_h\[3\],52.72µm
_00467_,52.68µm
_07768_,52.67µm
a_l\[14\],52.62µm
net838,52.58µm
_03679_,52.56µm
_05583_,52.52µm
net128,52.5µm
_08248_,52.415µm
_00469_,52.41µm
_00458_,52.4µm
_06515_,52.38µm
_04463_,52.23µm
_00546_,52.22µm
_02160_,52.16µm
_09845_,52.08µm
_10041_,52.08µm
clknet_leaf_19_clk,52.04µm
_06794_,52µm
p_lh\[8\],52µm
_04174_,51.98µm
_01036_,51.96µm
_07270_,51.92µm
_09266_,51.9µm
_07016_,51.88µm
_01570_,51.86µm
_10019_,51.86µm
_03288_,51.84µm
_07923_,51.73µm
net1139,51.68µm
_00940_,51.62µm
_01756_,51.6µm
_03463_,51.6µm
_08980_,51.56µm
_07995_,51.54µm
_02247_,51.46µm
_04416_,51.44µm
_09742_,51.4µm
_07742_,51.34µm
_02349_,51.27µm
_07051_,51.26µm
_02760_,51.22µm
_02223_,51.2µm
_05899_,51.2µm
net999,51.2µm
_08429_,51.16µm
net649,51.16µm
net1144,51.14µm
_00987_,51.11µm
_04778_,51.03µm
_03038_,51.02µm
net331,50.985µm
_05138_,50.98µm
_04535_,50.89µm
_06506_,50.88µm
clknet_leaf_63_clk,50.88µm
_00000_,50.845µm
_03881_,50.84µm
_05675_,50.78µm
_02900_,50.7µm
_04925_,50.68µm
_01350_,50.64µm
_01020_,50.34µm
_03240_,50.34µm
net1081,50.3µm
_04655_,50.28µm
_02176_,50.24µm
clknet_leaf_59_clk,50.08µm
net1781,50.08µm
clknet_leaf_57_clk,50.04µm
_07924_,49.975µm
_03652_,49.92µm
_09530_,49.9µm
net354,49.88µm
_01124_,49.78µm
_02752_,49.77µm
net1117,49.76µm
_04797_,49.74µm
_09604_,49.68µm
_00371_,49.64µm
_03464_,49.63µm
_05712_,49.495µm
_01131_,49.46µm
_03690_,49.42µm
_07174_,49.34µm
_00963_,49.33µm
_05979_,49.24µm
_07963_,49.24µm
_07644_,49.19µm
_07536_,49.1µm
_03162_,49.02µm
_07361_,49µm
_07892_,49µm
_05819_,48.91µm
_02644_,48.88µm
_07964_,48.84µm
_10044_,48.84µm
net1810,48.78µm
_07830_,48.72µm
_08070_,48.6µm
net368,48.6µm
_08776_,48.56µm
_03786_,48.48µm
_00894_,48.46µm
_05596_,48.46µm
net944,48.44µm
_08310_,48.4µm
_05614_,48.39µm
_04642_,48.38µm
_03709_,48.34µm
_10059_,48.26µm
_05999_,48.19µm
clknet_leaf_30_clk,48.06µm
_03039_,47.84µm
_05223_,47.82µm
_08093_,47.82µm
_09529_,47.75µm
_00836_,47.74µm
_07060_,47.74µm
_03459_,47.72µm
_02670_,47.7µm
_02177_,47.68µm
_03037_,47.68µm
_03882_,47.64µm
_09333_,47.62µm
_08909_,47.56µm
_08264_,47.54µm
_08079_,47.42µm
_08380_,47.42µm
_08592_,47.36µm
_07904_,47.34µm
_05289_,47.31µm
_01782_,47.3µm
_07640_,47.24µm
_09966_,47.2µm
_06849_,47.16µm
_05479_,47.155µm
net821,47.12µm
net159,47.115µm
_00615_,47.06µm
_04554_,47.04µm
_06345_,47µm
_10011_,47µm
p_hl\[12\],47µm
_09403_,46.94µm
_07774_,46.9µm
clknet_leaf_29_clk,46.9µm
_06710_,46.88µm
_01039_,46.84µm
_02466_,46.84µm
net1181,46.84µm
_01233_,46.82µm
_08092_,46.76µm
_06578_,46.72µm
_06784_,46.71µm
_01653_,46.66µm
_07783_,46.6µm
_08291_,46.6µm
net137,46.565µm
clknet_leaf_50_clk,46.56µm
_09204_,46.52µm
_03578_,46.48µm
_00460_,46.34µm
_09320_,46.34µm
_08413_,46.32µm
clknet_leaf_14_clk,46.32µm
_08084_,46.3µm
_08168_,46.3µm
_00861_,46.28µm
_07752_,46.24µm
_01626_,46.23µm
net1631,46.22µm
_01698_,46.04µm
_05598_,46.04µm
_06229_,46.04µm
_07549_,45.98µm
_09938_,45.97µm
_02086_,45.94µm
_07138_,45.94µm
net1067,45.94µm
_06533_,45.92µm
_02695_,45.9µm
net1300,45.86µm
_07439_,45.82µm
_05924_,45.8µm
_02090_,45.72µm
net377,45.68µm
_09171_,45.66µm
_02940_,45.65µm
_09350_,45.64µm
_09595_,45.59µm
_05702_,45.52µm
_05093_,45.5µm
_06040_,45.4µm
_02441_,45.38µm
_07520_,45.38µm
_08726_,45.325µm
_06696_,45.305µm
_06894_,45.22µm
_06217_,45.2µm
net1213,45.2µm
_03061_,45.18µm
_02928_,45.14µm
_08290_,45.1µm
p_hl\[16\],45.1µm
clknet_leaf_17_clk,45.06µm
net147,44.985µm
_08265_,44.98µm
_04635_,44.94µm
p_hl\[24\],44.94µm
net1346,44.925µm
_07413_,44.9µm
_03696_,44.86µm
net1661,44.84µm
_02884_,44.8µm
net874,44.8µm
_04094_,44.76µm
_02377_,44.63µm
_01882_,44.56µm
_07722_,44.56µm
_05727_,44.54µm
_02567_,44.5µm
_03304_,44.48µm
net840,44.43µm
_01786_,44.42µm
